"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"United States of America",0,89550.234,478.362,0,390.396,1718.911,567.93402,820.31299,46.942001,8.1709995,8.0799999,24.981001,11.253,13.156,22.665001,27589.867,44.783001,664.24799,534.383,258.40701,0.032000002,1057.298,293.96799,2760.4741,7179.9722,65.669998,76.779999,1641.162,873.46698,9001.1846,124.04,49.568001,1503.365,1539.0959,233.186,18880.535,1617.3669,5077.4932,4494.6748,262.57529,13512.382,4806.2759,3585.741,850.12299,0,157.633,423.91599,1184.405,360.81799,94.972,12725.055,61.324001,3.017,868.98798,529.53497,16.818001,65.900002,388.29501,784.76202,1455.882,5150.1528,2119.1289,1613.0229,220.97701,0,0.20299999,0.001,0,1.711,7.5250001,9.0419998,7.777,11.919,2.3180001,255.187,160.896,0.41,114.074,62.604,134.013,3.395,450.78799,5613.5918,449.90399,2.974,0.149,535.06097,345.48099,43.536999,73.008003,55.870998,4.7950001,7.415,0.28099999,0.12,74.639999,2006.286,20.841999,47.733002,133.317,38.077999,1586.228,19.971001,17.073,7.4590001,39.765999,7.9899998,171.98199,5.9299998,107.361,1980.9771,60.068001,0.082999997,20.663,8.8199997,1479.181,2556.9509,248.35899,107.796,31.440001,9.3059998,3325.0149,7816.9971,282.38,1.017,1040.913,88.647003,56.826,737.23102,126.594,4.9190001,12900.993,1.675,25627.664,0.59100002,20542.979,97109.531,3551.0291,0,564.90802,474.66101,18.136999,490.87799,13.081,54.696999,4635.3159,0.324,0.86000001,0,4927.0161,9178.2734,80.088997,3308.012,3874.105,4195.6479,31.903,1340.792,15.372,0.53399998,18.138,3.6670001
"Canada",82004.445,0,30.320822,57.738327,11.722887,37.843426,175.27843,20.673456,12.354648,0.24062669,0.82314771,0.40228325,0.61410904,0.34096524,0.016723091,1577.8868,8.2324057,38.380421,23.628798,26.697485,69.043137,53.614227,17.305613,146.16167,553.74799,18.580282,0.11613257,99.529335,83.480736,1049.818,6.136445,0.61782527,161.88417,123.5121,73.559303,4242.0908,156.07289,763.7807,497.04321,29.03686,1876.5676,557.10187,525.69965,150.43442,0,37.478306,82.659447,350.22797,41.338551,64.699783,1870.7648,15.171559,0.0027871819,87.043686,64.644966,1.3815131,10.925753,94.894249,109.00668,345.93665,872.35071,729.30328,236.15791,8.9570732,0,0.045523968,0.0018581211,0,0.11984882,14.873331,0.64848429,0,0.0074324845,9.3612146,27.495548,17.537876,0.076182969,5.7713246,14.772063,4.6880398,38.570881,1.4391148,469.75162,0.36140457,0.0037162423,0,0,17.63357,6.0676947,13.240972,1.8488306,0.063655466,1.2272891,0.052956454,0.09476418,7.91188,82.478287,1.7094715,0.051098332,5.9636397,0.71537668,191.34932,1.548744,0.017652152,32.795837,1.610062,0.0027871819,7.0720091,0.14214627,36.621712,27.658134,1.8469725,5.090323,0.28522161,151.89212,75.904251,57.44939,4.9639707,0.14121722,3.7218168,0.1885993,138.30925,235.2753,0.19231555,0.40321231,0.65312958,6.7096758,0,33.631992,0.14493345,0.20346427,1098.3354,0,2184.5745,0.23876858,2267.7905,8872.1807,208.93736,0.030658999,73.66243,21.536554,1.4372567,31.471928,0.62618685,1.3740807,390.09396,0,0.23691045,13.920115,297.4313,466.78885,0.052027393,190.31807,178.47069,574.27094,0.47567901,201.48259,0,0.025084635,14.23135,0.25177541
"Bahamas",1013.217,21.250999,0,0.046363637,0,0.491,1.033,1.03,0.87945658,0.00026666667,0.00025925925,0.042727273,0,0,0.0063636363,52.334999,0.0040000002,2.138,0,0,0,1.0149,8.1929998,45.75,67.336998,0.043330263,0,4.507,4.9359999,21.951,0,25.318001,0,7.8759999,0.23899999,43.196999,4.2290001,24.539,3.439091,0.2009089,14.395,14.609,1.712,0.17651901,0,0,0.049333505,5.4200001,0,0,4.171,0.00080251222,0,0.52999997,1.344,0.04944722,0,4.888,4.3639998,0.0023403529,1.444,6.6062222,2.688,0.16264144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.713,25.941,0,0,0,0,0,0,0,0,0,0,0,0,2.6359999,0,0,0.0053724055,0,0,0,0,0,0,0,0,0,0,4.0500002,0,0,0,0,0.015,70.710999,0.018999999,1.046,0.0027272727,0,0.1,1205.261,0,0,0,0,0,0,0,0,0.34599999,0,0,0.016363636,1.475,11.001,0.191,0,0.096223302,0,0,0.0010541768,0,0,0.674155,0,0,0,0.43122399,0.146,0,0.484263,7.6160002,0.77448756,0,0.90200502,0,0,0,0
"Cuba",3.1877999,142.95486,0.0132,0,0,0,0,21.64028,0.00057425548,0,0,0,0,0,0,119.3445,0,0,0,0,15.8092,0.98009998,2.8402715,29.264355,571.39502,1.731369,0.039439775,0,23.4531,84.321823,0,0,0,205.66183,16.7805,97.351631,0.012066581,44.631111,35.203442,2.0565569,51.581631,35.709309,237.27649,1.4534628,0,425.50861,22.241768,7.1766839,52.412537,124.14503,89.381256,0,0,66.173798,0.052765451,0,0,153.00999,0,10.161452,31.265003,1.2735904,16.85293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4817567,0,0,0.030616499,0,0,0,0.00068963988,0,0,0,0,0,0,0,0,0.8998,0,0,0,0.028098414,0,0,0,0,0,0,0,0,0,0,0,7.955204,0,0,0,0.47299999,0,0.0286,0,0,0,0,0.013217623,0,0,0,0,0,0,0,0,206.03505,0,0,0,0,59.510101,7.8142705,0,0,0,0,0,0,0,35.914726,0,0,13.9546,0.15422624,0,0,0.011,0,3.7140214,0,0.055,0,0,0,0
"Haiti",151.62137,19.206049,0.17272742,0,0,4.9145985,0.71337199,14.306168,0.1525888,0,0,0,0,0,0,0.86286253,0,0.55845952,0,0.16,0,0.55768496,1.6831241,0.39192858,6.5469999,0,0.26954773,0,0.27599999,3.0238917,0.0021500001,0,0.028658809,0.86673534,0.537,3.1114173,0.27290207,10.289287,0.86922091,0.050779201,7.7982945,3.1354287,1.1262138,0.2613014,0,0,0.089849241,0.046473745,0.06971062,0.66070175,1.0743181,0,0,0.059999999,0.029433371,0.038077679,0,0.20525904,0,0.21377923,0.49339625,1.3880159,0.9581337,0,0,0,0,0,0,0,0,0,0,0,0.0062694531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55226302,0,0,0,0,0,0,0,0,0,0,0.0020027873,0,0,0,0,0,0.21300466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.306607,0,0,0,1.612639,18.445429,0.072034307,0,0.13,0,0,0,0,0,0.18279673,0,0,0,0,0.35087678,0,0,0,0.0023183282,0,0.50424016,0,0,0,0
"Dominican Republic",896.49591,38.668072,0.04330131,0,3.2042971,0,2.381572,4.3301311,0.024859544,0,0,0,0.085555553,0,0,179.3829,0.04330131,8.9633713,3.6806114,2.8723204,0.11547016,4.6621079,38.927879,11.792391,253.1106,0.15877147,0.18763901,0.11547016,0.40414557,37.296864,0,1.4145095,6.480763,9.4541197,0.43301311,22.646585,1.7320524,20.149544,18.452049,1.0779541,23.974493,7.6498981,41.323883,0.5773508,0,5.8745446,0.028867541,0.85159242,0.057735082,0.23094033,45.24987,0.21650656,0,0.072168849,0.21650656,0.022365898,0,0.04330131,0.057735082,0.7938574,2.5836449,7.3034878,1.8042213,0.40414557,0,0,0,0,0,0,1.3461581,0,0,0,0.17240997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8064456,0,0,0,0,0,0,0,0.02191285,0,0,0,0,0,0.072168849,0.20207278,0.103,0,0,0,1.9052577,0,0,0,0,0,0,0,0,0,0.63508588,0,29.618097,1.1402678,10.377881,313.05405,0.34641048,0,0.086602621,0.02,0,0,0,0,1.2846055,0,0,0,0.028867541,0.60621834,0,0.072168849,0.17320524,2.8145852,0,13.004827,0,0,0.0013415916,0
"Jamaica",920.47101,98.959999,4.8559999,0,0.088,5.4120002,0,60.146999,8.1450005,6.664,0.28600001,3.842,1.839,0.185,0,40.007,5.8400002,1.11,0.197,0.14399999,0.02,7.277,7.5630002,2.115,101.924,3.846,0.235,3.279,0.77399999,34.936001,0,0.033,0.077,11.508,0.479,115.035,1.7130001,25.291,13.19893,0.77107078,16.138,7.7220001,3.704,0.273,0,2.4170001,5.6090002,0.76300001,0.17399999,0.54900002,15.007,0,0,0.096000001,0.528,0,0.17200001,0,5.7480001,1.273,8.5699997,7.4559999,2.8340001,0.0060000001,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0.162,0,0.071000002,0.001,0,0,0.0049999999,0.0040000002,0.0040000002,0.118,0.097000003,0.003,0,0,0,0,0.041000001,0.055,0,0,0.176,0.032000002,0,0,0,0,0,0,0,0,0,0,0.050000001,0,0.090999998,0,1.261,0,0.017000001,0.026000001,0,0,1.6670001,0.28400001,0,0,0,0,0,0.20100001,0,0,11.105,0.015,20.132999,2.8410001,13.183,73.973,1.747,0,0.64200002,0.015,0.045000002,0.057999998,0,0,3.3729999,0,0,0,1.976,1.944,0,0.41999999,1.3279999,2.905,0.0069865133,19.750999,0,0,0,0
"Trinidad and Tobago",633.78278,66.376694,0.00031058825,0.053551763,0.15959013,1.2511346,33.589081,0,19.879435,1.1291534,2.8112845,0,10.462417,0,0,6.4667969,2.0774453,3.4804523,0.2274953,0.12,0,2.747952,1.0344353,2.8547935,36.118534,2.5366623,6.978385,0.074705884,0.49721977,40.761177,0,0.1,0.17495623,8.4599953,0.0024550587,92.728615,9.3931026,28.245853,9.8637667,0.57623333,16.206799,6.684566,3.3335605,0.83576894,0,0.38202423,1.1186537,3.3959508,0.11114377,0.54837835,6.7003613,0.00055623532,0,0.20927012,0.11043882,0,0,0,0.076260708,1.0827687,8.3935356,1.6452066,3.470247,0.036889881,0,0,0,0,0,0,0,0.0099999998,0,0,0.12,0,0,0,0,0.0025571764,0,0,28.939188,0,0,0.0017349733,0,0,0,0.040094119,0.02,0,0,0,0,0.076180473,0,0,0,0,0.47230682,0,0,0,0,0,0,0.0097282352,0,5.5176797,0,0.0020105883,0.054036234,0,0.010497647,0.86018682,0,0.048340943,0,0,0,0.33982587,0.059999999,0,0,0,0.018926118,0,0,0,0.0058068237,5.9059072,0,12.283305,0.024633411,7.1019969,25.993715,2.7865958,0,0.033889413,0.050750118,0,0.091801643,0.02,0,0.90879411,0,0,0,0.71880496,1.9576899,0.02,0.2060567,0.24848306,8.6999264,0,9.2729988,0,0,0,0
"Barbados",237.57304,50.523838,0.021878885,0.14016208,0.096344158,1.4228419,15.663519,61.856876,0,1.1795361,0.70980513,4.6763878,1.7592219,1.1662084,0.14750808,0.94178987,0.65351963,0.47336945,2.903527,0.032327849,0.00060557848,1.1211495,0.58231342,0.62419629,27.950544,3.1575985,0.0056232288,0.0025132999,0.25123203,14.195874,0,0.032401931,0.34904888,1.2712584,0.49891561,74.005356,4.7071338,9.3478975,3.0139289,0.1760713,9.7191896,4.8100109,2.763917,0.68655646,0,0.22015512,0.1808134,1.2082494,0.11579426,0.22041118,6.142909,0.010452941,0,0.050417639,0.058640681,0.0094873961,0.0025799235,0.0079033459,0.59565651,2.9245238,2.0605986,2.2985268,1.8025441,0.019344702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029827973,0,0,0,0,0.000099438177,0,0.07382489,0,0,0,0,0,0,0,0,0,0.031032538,0.071596481,0,0,0,0,0.0062153833,0,0,0.00018048029,0.0034639288,0,0.0014030726,0,0,0.0020414656,0.078963853,0,0.0026709093,0.00017302242,0.00025953364,0,0.18951325,0.000049719089,0,0,0,0.058329936,0,0.13165465,0,0,2.9159987,0,8.7501774,0.00003977527,8.0597677,38.794983,0.79157561,0.00025058421,0.086061254,0.053014964,0,0.16266344,0,0,1.5324298,0,0,0,0.33604285,1.1978705,0,0.1,0.15692836,2.2723091,0,10.040897,0,0,0,0
"Dominica",33.364491,7.0587459,0.00058888888,0.00019111112,0.0020022222,0.59600002,1.7746822,7.7304621,3.4115021,0,0.56939113,4.2118096,2.146667,0.85566187,0.13865075,0.061418887,0.0024874073,0.0075625926,0.070346668,0.013055185,0,0.45916888,0.48273519,0.10230555,1.1380737,0.31146446,0.023860371,0,0.0016603704,1.2741781,0,0,0.034333333,0.14069334,0,15.392022,0.038554072,1.8263222,0.4062663,0.0237337,3.621474,0.56215554,0.22179519,0.014765926,0,0.00278,0.014264815,0.016855555,0.0040114815,0.10492889,0.44632298,0,0,0.23999999,0.013181111,0.0048485184,0,0.0015848149,0.068508521,0.053912591,0.10495482,0.19863407,0.33548889,0,0,0,0,0,0,0,0,0,0,0,0.018808359,0,0,0,0,0.00093444443,0,0,0.00055222225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011111111,0.011404815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045851851,0,0.017412962,0,0,0,0.0024000001,0,0,0,0,0,0,0,0.002347037,0,0.78221738,0,0.96591109,0.013765926,3.0228319,6.1765313,0.050782964,0,0,0.0010222222,0,0.0081837038,0,0,0.092132226,0,0,0,0.0023666667,0.064606667,0,0.0055766664,0.0054570371,0.0050322223,0,0.072001114,0,0,0.011216433,0
