"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Swaziland",0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6999998,0,0.60000002,0.47484919,0.0251508,0.60000002,0.69999999,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0.23999999,1.72,0,0,0,0,0,0,0,0.012673815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043314472,0,0,0,0,0,0,0,0,0,0,0,0.033511166,0.23899999,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.7,1.2766801,0,0.88,0,0,0,0,0,0.15000001,0,0,0,0.25999999,0,0,0.039999999,0,0.039999999,0,0.0099999998,0,0,0,0
"Madagascar",37.877354,0.83094198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1266509,0,0,0,0,0,11.390707,0.13,4.6603723,7.5026169,0.39738309,113.23728,4.8673682,1.34,0.11,0,0.92556882,0.038442157,0,0.0133069,0,11.983603,0,0,0.17151116,0.27000001,0,0,0.04287779,37.243057,0.17,0.48348403,2.1400001,0.31999999,0,0,0,0,0,0,0,0.012939476,0,0,0,0.019221079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71413696,0,0,0,0.001,0,0,0,3.9255357,0,0,0,0,0,0,0,0,0,0.62098867,0,0.0059141777,0,0.039999999,0,0,0,0,0,0,0,0,0,0,0.29127327,0,0,0,28.689848,0,0,0,0,7.4829135,0,0,0,0,22.321587,0.27057365,0,5.284318,0.07,0,0.0080000004,0,0,10.700227,0,0,0,2.0063848,3.76,0,0.02,0.60000002,0.19,0,0.050000001,0,0,0,0
"Comoros",0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1229999,0,0,0,0,0,0.55000001,0,1.1,1.044668,0.0553318,32.779999,0,0.14300001,0,0,0,0.0594,0,0,0,1.54,0,0,0,1.2869999,0,0,0,0,0,0,0.28600001,0.022,0,0,0,0,0,0,0,0.00053681066,0,0,0,0,0,0,0,0,0,0,0,0.098414384,0,0,0,0,0,0,3.261066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2827,0,0.96689999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2199538,0,0,0,0,0.22,0,0.11,0,0.11,0.33000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27500001,0,0,0,0,0,0
"Mauritius",12.085,0.197,0,0,0,0,0.001,0,0.033,0.000031481482,0,0,0,0.0020000001,0,0.40000001,0,0,0,0,0,0.001,0,0,0,0,0,0,0.101,0.56099999,0,0,0,0.119,0,50.991001,1.7460001,6.8470001,10.60813,0.56186938,93,11.726,2.9159999,1.724,0,0.048999999,0.039000001,1.122,0.419,0.082000002,24.813,0.017000001,0,0.228,7.0229998,0.003,0,0.034000002,0.154,0.034000002,0.96499997,0.094999999,1.6390001,0.0049999999,0,0,0,0,0,0,0,0.0080000004,0,0,0.108,0,0,0,0,0.0049999999,0,0.001,0,0.101,0.024,0,0.082000002,0.096000001,0,4.5349998,0.003,0,0,0,0,0.37400001,0,0,0,0.64499998,0.70300001,67.710999,0.003,0.112,0.20999999,0.80699998,0.60299999,0,0.55000001,1.216,0,0.001,0,0.057999998,0.011,0.199,0.001,0.0020000001,0,0,0.48899999,1.923,0.012,0,0.0040000002,21,23.608,1.025,0.242,0,0,33.212002,0,30.882,0.111,20.104,47.382,20.882,0,7.7480001,0.045000002,0.50800002,0.85500002,1.008,0.1,4.2059999,0,0,0.016000001,10.46,13.709,0,0.034000002,5.5760002,19.155001,0.057999998,15.865,0,0,0,0
"Seychelles",2.3153927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0,0,0,0,0,17.137924,0.079999998,4.9483185,1.453038,0.076961502,17.177269,0,0.079999998,0.17,0,0,0,0.2,0,0,6.5147815,0,0,0,0.18000001,0,0,0,1.9,0.090000004,0.53231424,0,0.46646285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7483184,0.016615711,0,0,0,0,0,0,0,0,0.063000001,0,13.41978,0,0,0,0.07,0,0.68277282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2295626,3.1736009,3.0166156,0,0.016615711,0,0,0.89908284,0,0,0,0,6.2283397,1.0990828,0,0,0,0,0.33399999,0,0,1.4990828,0,0,0,0.81630999,6.0292568,0,0,0,0.84923565,0,0.02,0,0,0,0
"Morocco",430.60999,140.39,0,0,0,7.3000002,0,0.52999997,0,0,0,0,0,0,0,11.47,0,2.22,0,0,0,0.077,0,6.29,0.36000001,0.6043365,0,1.78,0.77999997,46.830002,0,0,0,12.8,0.81,116.94,7.0700002,100.49,97.761948,5.1780519,881.94,57.049999,321.76001,25.92,0,48.720001,50.18,7.4099998,10.22,11.63,190.14999,0.1,0,12.61,2.6500001,0.206,7.6599998,27.709999,104.79,19.52,68.849998,4.96,9.1999998,0,0,0,0,0,0,4.9200001,0.65514582,0.069303155,0.066,0,24.02,0,0.0028876315,0,0,0.0016815359,3,0.68000001,6.3899999,22.719999,0,0,0.38999999,2.03,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,0,0,0,0,0,4.4299998,0,0,0,11.05,72.75,0,0,4.8000002,114.46,2.4100001,0.76999998,2.55,0.059999999,0,56,0,0,94.720001,0,0,59.830002,2.5708022,0,54.790001,0,7.7800002,0,8.8299999,65.440002,10.56,0,3.79,4.1599998,0,3.5699999,0,0,0.50999999,0,0,0.55000001,4.7800002,4.4899998,0,2.3499999,24.15,3.4100001,0,2.1800001,0,0,0,0
"Algeria",711.42999,203.39,0,0,0,1.46,0.0060000001,0,0,0,0,0,0,0,0,13.41,0,0,0,0,0,0,0,1.4299999,7.7600002,0,0,0,8.96,224.14999,0,0.70200002,0,101.2,0,234.28999,31.43,274.67999,264.8804,14.02963,2212.54,173.00999,423.22,39.700001,0,50.439999,40.27,241.72,54.860001,15.85,1192.37,0.60000002,2.0799999,141.56,93.050003,0.88,16.99,46.310001,22.41,65.779999,104.73,13.58,30.25,0,0,0,0,0,0,10.89,0.16989091,0,24.67,0.2396725,17.52,0,0,0,0,0,0,16.469999,0.0091192881,15.36,0,0,1.5304446,0,0,0,0.235,0,0,0.0099999998,0,0,0,0,0,0.96799999,0,0,0,0,0,0.13600001,0,0,0,0,0,102.53,0,0,0,205.66,0,7.9899998,5.8000002,0,0,0,6.8800001,0,0,0,0,0,0,16.534815,0,29.370001,0,0,0,0.2,420.22,13.17,0,2.5799999,1.86,0,0,0,0,5.75,0,0,0.039999999,1.79,5.6399999,0,0,77.760002,51.799999,0,56.310001,0,0,0,0
"Tunisia",188.98,54.540001,0,8.8999996,0,2.25,0,0.0099999998,0.050000001,0,0,0,0,0,0,12.98,0,0.41999999,0.029999999,0,0.02,0,0,2.1700001,0.16,0,0.33000001,0.47,1.34,12.01,0,2.1800001,0,28.15,0.14,55.970001,1.67,72,143.7653,7.614665,797.47998,35.939999,137.92999,7.52,0,11.58,19.41,14.21,11.56,10.61,305.98001,0.1,0,8.8699999,40.93,0.30000001,4.27,15.48,37.970001,8.9300003,38.040001,6,8.2799997,0.094999999,0,0,0,0,0,3.48,0.02,0,0.0080000004,0,4.8600001,0,0,1.3200001,0,0,2.22,0.99000001,0,0.28999999,0,0,3.0799999,1.22,0.0099999998,1.54,0.57999998,0,0,0,0,0.30000001,0,0.02,0.38,2.96,0.20999999,0,0,0,0.12,0.0099999998,0,0.001,0.12,17.1,72.150002,0,2.1300001,1.37,0.029999999,15.12,0.0099999998,5.6399999,1.95,0.46000001,1.49,0,57.209999,0,0,31.08,8.6800003,0,0.88,2.2985382,0.0099999998,34.560001,0,0.63999999,1.97,2.95,45.669998,3.04,0,0.12,1.63,0.43000001,1.74,0,0,1.21,0,0,0.44,5.9299998,0.93000001,0.02,0.49000001,9,1.03,0,1.89,0,0,0,0
"Libya",43.540001,53.547001,4.1170001,0,0,0,0,0,0,0,0,0,0,0,0,0.014557659,0,0,0,0,5.2680001,0,0,0,3.671,0,0,0,0.579,5.3210001,0,0,1.393,15.324,0,380.73001,40.159,157.47,70.068741,3.711256,225.57201,65.871002,124.33,1.408,0,5.6750002,95.331001,57.161999,11.504,92.608002,946.79303,24.827,0,101.002,57.244999,10.285,0,85.189407,0,15.299,39.980999,4.5209999,28.076,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0.082014106,0,0.090000004,0,0,0,0,0,0,0,0.28600001,0,0,0,0,0,0,0,0,0,2.4860001,0,0,0,0,0,0,0,0,0,41.532001,0.25799999,4.8390002,0,0,0,135.756,0,0.19,4.836,0,3.428,0,6.5,0,0,0.17900001,0,0,0,0,0,41.400002,0,0,0,212.054,195.298,18.15,0,1.471,0,0,9.8400002,0,0,2.602,0,0,0,0.66000003,9.1350002,0,0,0.082999997,7.9320002,0,5.1690001,0,0,0,0
"Sudan",74.236,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0.70999998,0.0049999999,113.011,0.248,68.559998,40.248219,2.131784,34.748001,11.039,6.1609998,0.198,0,1.164,2.6040001,3.471,0.31600001,5.3260002,31.737,0.050000001,0,7.5619998,6.7189999,1.1619999,2.2539999,11.603,0.96799999,0.38,5.8660002,0.88,2.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087439863,0,0,0,0,0.6006,0.048540603,0,0,0.037119284,23.368999,0.426,0,0,0.0060000001,0,1.192,0,0,0,1.5089999,0,0,0,0,0,0.003,0,0,0,0.0099999998,0,0.25099999,4.783,0,0,7.5489998,0,40.75,0.92900002,1.038,0.41100001,0,143.653,8.3310003,0,8.2060003,9.8719997,0.028196337,9.6219997,9.0815821,0,27.291,0,0,0,23.787001,48.286999,20.655001,0,0.81400001,4.8779998,0,0.138,0,0,1.45,0,0,0,12.21,17.612,0,0,0.69999999,2.7049999,0,0.22,0,0,0,0
"Iran",34.099998,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014557659,0,0,0,0,0,0,0,0,2,0,0,0,9,246,0,0,0,254,9,634,40,293,323.84711,17.152861,48,229,133,12,0,50,22,163,42,46,609,0.30000001,0,86,5,1,89,85,93,37,143,10,95,0.0040000002,0,0,0,0,0,0,0.0010713113,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2.7249999,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,587,0,0.61900002,12,0,0,0,27,0,8,18,76,13,537,2,0.12759738,26,0,95,0,234,1267,80,0,91,29,3.3701293,12,0,0,52,0,0,0,8,74,0,14,3,243,0,161,0,0,0,0
"Turkey",1165.4301,126.65,0.5,0,0,0,0.059999999,0.83999997,0,0.00048703703,0,0,0,0,0,19.9,0,0.19,0.029999999,0,0.0099999998,0.0099999998,0.17,1.0700001,2.03,0,0,0.28,0.38999999,110.19,0.19,0.0099999998,63.610001,62.799999,0.79000002,512.84998,8.9700003,262.41,293.37131,15.53868,540.59003,284.51001,156.16,15.52,0,19.09,127.94,138.07001,38.220001,67.089996,844.04999,0.34999999,0.40000001,118.53,78.239998,0,41.470001,105.01,351.81,69.879997,134.89999,22.08,37.849998,0.02,0,0,1.48,0.60000002,0,0,0,0,0,0.090000004,6.8499999,0,0.0099999998,8.4200001,0,1.28,0.83999997,0.28999999,0,1.16,0,0,0.25999999,1.63,1.01,0.1,0.49000001,0,0,0,0.07,0,0,0,1.54,4.0300002,0,201.67,0,5.1599998,0.28999999,0.2,0,0,0,71.610001,31.52,28.860001,290.92001,1,221.34,0,768.70001,16.959999,18.83,5.9400001,9.6300001,33.720001,175.67999,0.050000001,0,208.95,19.030001,2.01,158.77,0.38,0,94.139999,0,30.120001,0,61.400002,678.13,29.219999,0,3.8499999,8.9300003,0.059999999,0.94,0,0,4.3000002,0.039999999,0,0,73.349998,12.72,0,10.85,6.9899998,79.18,0.0049999999,19,0,0,0,0
"Iraq",580.03003,83.709999,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0.016013425,0,0,0,0,0,0,0,0,0,0,0,0,0,409.189,0,0.041999999,0,2.211,0,720.39001,39.061001,128.03999,63.82922,3.380774,533.94,100.87,66.231003,10.824,0,188.57739,136.06779,159.5,62.513,183.45564,620.51001,0.242,0,366.388,66,11.1298,0,433.26065,0,42.668999,95.589996,5.7090001,41.821999,0,0,0,0,0,0,0,0,0,7.5525999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,32.834999,0,20.691,0,1.3739558,0,608.59698,0,17.7584,0,0,133.64522,0,50.27,0,0,238.53046,0,0,56.53904,31.872713,0,165.55,0,7.3699999,0,0,1346.1801,21.806648,0,3.0799999,20.438,0,33.0737,0,0,0.94599998,0,0,2.994,45.672001,10.868,0,1.2539999,2.2048526,147.71899,0,15.169,0,0,0,0
"Egypt",1327.63,57.320999,0,29.521999,0.0024090814,0,0.001,0,0,0,0,0.046999998,0,0.001,0,2.767,0,0.026000001,0,0,0.0089999996,0.026000001,0.023,0.192,0.0020000001,0,0,0,0,97.200996,0.35699999,0,17.362,45.605999,0.017999999,335.423,77.509003,247.577,162.97771,8.632267,580.716,183.75,169.36501,5.7160001,0,137.813,52.793999,93.214996,53.639,87.025002,602.89001,0.068000004,0.28099999,178.933,172.151,18.728001,22.385,427.858,303.27399,85.823997,143.075,2.221,57.063999,0.046,0,0,0.0020000001,0.0020000001,0,0,0.114,0,0.12800001,0.0040000002,1.209,0,0,0,0,2.211,0,0.54500002,0.0060000001,0,0,0,0,4.52,1.477,8.7799997,1.27,0,0,1.383,0.0070000002,2.7620001,0.001,0.015,1.576,1.4630001,5.4200001,0.0060000001,0,0,0,0.017000001,0,1.6720001,0,1.66,0.023,1.5,3.089,96.879997,0.0040000002,134.25101,33.215,0,3.9749999,10.173,17.436001,58.980999,93.079002,0.15000001,0.22400001,33.058998,4.3369999,0.89600003,11.02,8.7930002,0,47.292999,0,70.681999,0.117,48.952999,470.53601,58.651001,0,1.323,6.3000002,0.115,76.189003,0,0.088,30.507,0.026000001,0.003,0,18.652,38.805,0,1.7819999,15.607,309.59799,0,4.6570001,0,0,0,0
"Syria",120.14,4.3200002,0,10.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079999998,0,0,0,0,0,0.0099999998,0,0,0,0,0.40000001,37.130001,0,0,0,54.639999,0,82.099998,6.9400001,59.09,57.33329,3.036711,238.57001,30.709999,49.380001,5.77,0,44.580002,9.0799999,46.200001,25.379999,45.27,203.50999,0.029999999,0,9.9799995,37.889999,7.1399999,16.309999,77.239998,275.69,8.9099998,22.530001,1.75,12.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070815079,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,43.029999,8.9300003,100.56,2.05,186.35001,70.739998,0.2,0.050000001,0,15.36,30.780001,0,25.280001,0.41999999,0.46000001,59.75,0.28,0.039999999,0.54000002,1.4817455,0,37.169998,0,0,0,6.5,124.82,4.4200001,0,0.31999999,11.26,0,23.629999,0,0,12.56,0,0,0,5.6700001,5.3200002,0,0.69999999,0,1.0700001,0,4.6300001,0,0,0,0
"Lebanon",116.93,12.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14202686,0,0.3696,0,0,0,0.2068,0,0.44,0,0,0,0,0,27.819,0,0,0,21.164,0.022,90.089996,10.186,62.810001,56.62101,2.9989851,241.56,45.98,77.769997,4.1139998,0,20.0508,16.1513,15.95,36.563999,39.03936,303.38,0.088,0,11.605,38.224998,54.539101,0,91.92421,0,14.333,9.3500004,3.4430001,14.487,0,0,0,0,0,0,0,0.040263977,0,0,0,0,0,0,0,0,0.00061656313,0,0.1716,0,0.1786785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638,0,0,0,0,0,0.011,0,0.0022,0,1.155,0,0.484,0,4.0155954,0,149.589,0,5.5770001,15.4,0,3.2124612,0,17.93,0.0053360998,0,29.155994,19.089727,0,7.7709637,3.1820879,0,23.870001,0,15.18,0,15.95,78.980003,0.57569551,0,2.684,0,0.045399372,3.1394,0,0,3.355,0,0,0,2.3210001,12.067,0,0.78100002,0.99220574,0.616,0,0.69300002,0,0,0,0
"Jordan",216.871,1.1701421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24795133,0.001,0,0,0.089000002,0,0.029999999,0,0,0,0,0,9.6599998,0,0,0,4.604672,0.338,196.23468,5.3961596,78.401794,60.381821,3.198179,90.149384,31.974991,33.435234,0.56653148,0,4.9887695,13.810265,18.801495,9.6831579,11.474368,143.621,0.039999999,0,12.052366,15.05856,5.993063,27.637951,41.961037,17.424747,10.809384,26.237925,1.2516768,29.013475,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22941855,0.1,0,0,0,0,0,0,0,0,19.081886,0.3551116,0,0,0,0,0.0020000001,0,0,0,2.7062407,0,7.1319675,0.012,0.31866127,1.5298377,78.729774,232.29813,26.397816,33.35965,57.072334,0,0,178.08496,0,0,19.959494,10.116559,6.7907505,1.3516566,0.11548344,0,31.116051,0,48.48098,0.0099999998,20.77647,190.84233,14.231386,0,1.567451,1.89,0,10.925254,0,0,19.142433,0,0,0,3.3285801,6.1540298,0,0.11,7.7800002,1.1088371,0.21799999,1.5130967,0,0,0,0
"Israel",1788.6,80.400002,0.092,0,0.90581459,0,0.0020000001,0.02,0,0,0,0,0,0,0,3.9000001,0,0.5,0.021,0,0,0.2,10.2,1.1,0.60000002,0,0,0,0.5,22.700001,0.093999997,1,1.5,27.1,16.4,985,21.9,301.70001,1200.989,63.611469,385.60001,774.09998,125.7,18.799999,0,0,0.037999999,56.400002,11.7,0,559.79999,0.0099999998,0,10.6,24.799999,5.8000002,2.4000001,28.799999,0,56,106.8,18.799999,48.700001,0.40000001,0,0,0,0,0,0,0.013875069,0,0,0,0.89999998,0,0,7.5,0,0.022274744,0.1,0.41800001,0.055803202,12.8,0,0,0,0,0,1.8,0,0,0,0,0,0.0053871442,0,0,0.001925929,6.1059999,3.0999999,202.89999,0,0,0,0,0,0.068999998,0,0,0,0,0,0,0,18.5,0,230.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,34.700001,307.39999,21.6,0,0,0,0.069001883,3.895,0,0,16.9,0,0,0,0.090000004,19.700001,0,3.5999999,0,51.900002,0.081,0.5,0,0,0,0
"Saudi Arabia",3335.5,116.9,0,1.2,0,0,0.0070000002,0,0,0,0,0,0,0,0,0.89999998,0,48.099998,4.1999998,0,0,0.1,1.8,0.28999999,0.69999999,0,0,0.1,0.31,200.5,0,0.028000001,22.200001,8.3999996,4,1390.8,60,460,321.4729,17.027109,1077.4,377.60001,328.39999,16,0,5.1999998,21.1,153.39999,20.200001,25.5,1399.3,4.3000002,0,42.900002,125.1,32.700001,6.8000002,22.799999,21.700001,55.700001,216.8,27.5,124.9,0.011,0,0,0,0,0,0.1236195,0.07429298,0,0,0,1.3,0.1,0,0,0,1.1,0,0,3.5,0,0,0,0,0,0,31.9,2.0999999,0,0,63.400002,1,13.3,0,0,6.3000002,0.2,0,0,0,0.69999999,12.3,0.5,0,0.0020000001,0,21.799999,0.2,6.9000001,0,40.400002,18,332.20001,23.1,58.700001,30.5,63.599998,73.199997,0,0,17.1,2.4000001,109.8,63.5,67.699997,139.2,8.8999996,1.4,224.39999,0,680.70001,1.3,784.5,3005.6001,214.7,0,136.39999,1.1,1.1,35,0.0089999996,0,177.10001,0,0,0.1,58.5,206.10001,0,33.099998,62.099998,309.89999,0,52,0,0,0.1,0
"Yemen Arab Republic",67.540489,3.9600933,0,0.49547851,0,0,0,0,0,0,0,0,0,0,0,0.040148698,0,0,0,0,0,0.03620645,0,0.61945188,2.4058096,0,0,0,0,4.7030001,0,0,0,0,0,96.913567,2.1784041,40.821785,18.22471,0.96528882,52.565746,8.5992908,2.859272,0.090049282,0,1.1394138,1.9186306,6.0790524,0.43250626,1.8588744,62.382362,0.29597995,0,7.2783265,17.823532,3.0711162,0.048759401,5.3241115,2.1553731,0.010478084,9.4216652,0.27730614,5.3388433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3680124,0.02375724,0,0,18.213816,11.629014,2.9186132,0,0.013071669,0.25344515,0.212,0,0,0,0,0,0,0,0,0,0.0019711247,0,0.010893058,0.28819919,0.38706666,0,0.46684533,1.0157517,1.6029394,0.73844558,1.3866343,2.4747989,0,102.85381,0,5.2110314,6.9490447,0.063905939,0.0039422493,2.3646235,0,0,27.688078,0,17.923853,3.6762514,27.475405,180.59538,35.189453,0,1.0947005,0.12,0.0058096307,6.5589695,0,0,1.1371315,0,0,0,37.768101,17.56822,0,0.0098556234,0.81075472,9.6543617,0,0.44962394,0,0,0,0
"Yemen People's Republic",0.88,0.0099999998,0,2.1500001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,32.860001,0.93000001,21.52,9.7059174,0.51408291,12.73,1.02,0.0099999998,0.090000004,0,5.1100001,0.059999999,1.98,1.2,3,7.6599998,0.07,0,0.91000003,0.54000002,0.43000001,7.6100001,3.3099999,109.14,0.34999999,3.1300001,0.059999999,24.540001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,1.6900001,2.49,4.4000001,0,0,0,0.428,0,0,0,0,0,0,0,0,0,0,12.48,0.77999997,0,3.3299999,13.16,0.44,0,0.54000002,0.039999999,0.43000001,3.1900001,0,16.68,2.1300001,0,0.20999999,2.1199999,0,14.6,42.769039,0,24.75,0,2.5699999,0,1.9,25.01,6.6700001,0,0.029999999,0.11,0,4.8499999,0,0,9.1700001,0,0,0,1.35,22.02,0,0,1.79,31.82,0,0.079999998,0,0,0.059999999,0
"Kuwait",702.31848,25.076166,0,0.020647317,0,0,0,0,0,0,0,0,0,0,0,4.284318,0,6.3869033,0,0,0,0.90159947,0,0.52306533,0,0,0,0.31659219,0,40.661449,0,0,5.1136522,1.8685821,0.8534224,367.50845,16.159966,113.05438,59.28017,3.1398289,234.14745,65.944084,68.617912,5.8087783,0,4.3720002,9.1708498,34.938702,13.055986,7.5638003,312.06009,1.0220422,0,16.913593,18.100815,9.9933014,6.0565462,10.058684,5.5334806,10.980931,67.7817,4.3737898,49.808208,0.018999999,0,0,0,0,0,0,0.00080276153,0,0.010323659,0,0,0,0,0,0,0.0067597739,0,0,0,0,0,0,0,0,0,2.4880016,0.26497388,0,0,0.017206097,0.0034412195,0.11356024,0,0.91536438,0,0.49399999,0.013764878,0,0,0,4.7041469,0.089471705,0,0.089000002,0,2.5155313,0.030970974,1.1803383,0.020647317,0.37853414,9.766181,145.75285,45.090298,22.261248,6.3765793,62.492542,63.628147,0,99.843536,0.048177071,0.51999998,0,14.088352,34.973114,60.909584,0.82245141,0.90159947,91.588051,0,158.03799,0.0034412195,183.69229,1348.2732,111.51271,0,38.417774,1.6861975,5.9636331,10.13095,0,0,48.772404,0,0,1.092,10.92243,34.102486,0,13.042221,14.780037,156.86455,0.26100001,11.239022,0,0,0,0
"Bahrain",254.771,6.434,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,11.508,0,0,2.221,0.20999999,0,226.965,5.0689998,46.271999,22.07099,1.16901,44.687,18.867001,13.176,0.43000001,0,0.064000003,0.083999999,4.4920001,0,0.3335557,62.131001,0.34999999,0,1.29,4.3779998,3.6370001,0,0,0.0049999999,2.309,12.936,3.6989999,21.194,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47299999,0,0,0,0,0,0,0,0,0,0.0080000004,0,0,0,0,0,0,0,0.0040000002,0,0,0,0.38,0,0.016000001,4.7389998,4.1939998,0,1.577,0.47999999,10.902,7.5370002,0,1010.067,0,0,8.2690001,0,1.676,33.842999,2.016,0,8.1999998,0,0,0,26.367001,160.55499,42.958,0,13.857,0.19,0.088993087,1.391,0,0,18.83,0,0,0,8.9180002,18.120001,0,3.4679999,7.0209999,79.728996,0,8.6009998,0,0,0,0
"Qatar",64.889999,4.0900002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14300001,0,0,0,0.079000004,0,0.039999999,0,0,0,0,0,21.65,0,0,0,0.039999999,0,181.07001,2.45,28.34,11.44386,0.60613489,56.549999,17.93,9.3199997,0.13,0,0.057,0.111,7.2199998,0,0.20013343,58.610001,0.58999997,0,5.6500001,5.3400002,3.6199999,0,0,0,0.94999999,16.27,2.1600001,20.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70999998,0,0.25799999,0,13.08,0,2.4289999,9.9700003,8.8599997,6.52,0,35.900002,0,0.090000004,4.0900002,1.67,0,33.84,38.593449,0,6.1500001,0,13.9,0,12.45,186.78999,19.610001,0,13.51,0.63,0,0.48100001,0,0,4.3800001,0,0,0,0.79000002,14.54,0,0.44,0.2,35.09,0,0.81999999,0,0,0,0
