"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Grenada",14.054,2.493,0.001,0,0,0.86900002,1.041,8.3649998,2.1199999,0.69400001,0,0.93800002,0.111,0.127,0.104,0,0.016000001,0,0,0,0,0.029999999,0,0.18000001,0,0.27900001,0.52999997,0,0,0.17,0,0,0,0.54000002,0,10.236,0.17399999,1.017,0.1047105,0.0052895001,0.546,0,0.02,0.050000001,0,0,0,0,0,0,0.29899999,0,0,0,0.0020000001,0,0,0,0,0.07,0,0,0.74800003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071000002,0,0.435,0,0,0,0
"St. Lucia",0,0,0.022,0,0,0,1.2529,0,0,0.57601136,0.0033,0,0,0,0,0,0,0,0.32635191,0,0,0.1199,0,0.71499997,0,0.42019999,0.34099999,0,0,0.176,0,0,0,0.14300001,0,11.88,0.077,0.66000003,0,0,0.99000001,0,0.81400001,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0.37400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,5.2800002,0,0,0,0,0,0.1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0
"St. Vincent and the Grenadines",0,0,0.0022,0,0,0.396,0.94709998,0,0,0.49181896,0.0297,0,0,0,0,0,0,0,0.52727753,0,0,0.0121,0,0.41800001,0,0.67540002,0.132,0,0,0.132,0,0,0,0.098999999,0,8.0299997,0.077,1.21,0,0,0.33000001,0,0.264,0.011,0,0,0,0,0,0,0.66000003,0,0,0,0,0,0,0,0,0.76999998,0,0,0.42899999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.22,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0
"Antigua & Barbuda",0,0,0.18799999,0,0.021068033,0.17,2.471,0,0,1.10271,0.018999999,0,0,0,0,0,0.003,0,0.58229679,0,0,0.0040000002,0,0,0,0.237,0,0,0,0.28999999,0,0,0,0.11,0,30.1,0.059999999,0.5,0,0,0.60000002,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.49000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079999998,0,0.11,0,0,0,0
"St. Kitts and Nevis",0,0,0.011,0,0,0.41800001,0.68309999,0,0,0.41711551,0.11,0,0,0,0,0,0,0,0,0,0,0.0066,0,0,0,0.0341,0.25299999,0,0,0.077,0,0,0,0.098999999,0,8.6899996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0
"Mexico",7083.5,227.7,2.0999999,13.5,0,0.1,0.1,0.090000004,0.052000001,0.2,0,0,0,0,0,0,0.30000001,10,0.1,0.022,6.6999998,13.8,8.8999996,8.8999996,1.4,2.3,0,1,6.5999999,230.2,0.1,1.5,13.8,170.10001,5,209.8,24.6,59,78.723259,3.976738,253.2,158.60001,197.2,0.40000001,0,2.9000001,0.60000002,9.6999998,4.0999999,11,224.2,0,0,3.5999999,4.4000001,0,0,5.8000002,4.0999999,11.5,106.1,32.599998,12.1,0.013,0,0,0,0,0,0,0.003,0,0,0,0,0,0,19.299999,0,0,0.73199999,0,0,0.875,0,0,0.30000001,0.2,0,0,0,0,0,0,0,0,0,0.40000001,0.0011030294,0.33399999,0,0,0,0,0,0,0,0,0,19.700001,0,0,0,0,0.60000002,0.80000001,0,0.1,0,0,0,6.6999998,6.1999998,0,0,0,0,10.450607,0,0,0,24.1,0,0,0,14.9,502.70001,5.6999998,0,0.1,0.20999999,0,4.4000001,0,0,14,0,0,0,3.5,18.5,0,2,11.4,43.099998,0,35.900002,0,0,0,0
"Belize",56.830002,3.033,0.001,0,0,0.001,1.857,0.056000002,0.021,0,0.003,0,0.0040000002,0.0070000002,0,8.8669996,0,2.7750001,1.223,0.64499998,0,0.84500003,1.179,0.061000001,0.271,0,0,0,0,0.31799999,0,0,0,0.048999999,0,10.848,0.745,5.829,0.13326789,0.0067321002,0.78500003,0.234,0.28799999,0.057,0,0.102,0.044,0.044,0.017999999,0.114,0.19499999,0,0,0.001,0.0040000002,0,0,0.0049999999,0.012,0.029999999,0.25799999,0.449,1.441,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.032000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6269999,0,0,0,0.169,3.6010001,0.041999999,0,0,0,0,0.0040000002,0,0,0,0,0,0,0.101,0.023,0,0.119,0,0.0049999999,0,0.56699997,0,0,0,0
"Guatemala",403.7113,16.936501,0.0020000001,0,0.1979,0.12909999,2.1289999,3.0243001,0,0,0,0,0,0,0,116.5149,0.075300001,0,10.1106,97.591797,16.1096,63.8783,6.4619999,4.4008999,103.9895,0.0060000001,0,0.56910002,0.8096,14.8423,0.0011,0,0.1945,9.8346996,0.016899999,16.5089,8.1222,18.5856,5.5401378,0.2798624,17.5769,16.466499,15.4939,0.88370001,0,1.124,0.20299999,4.2133002,0.21600001,1.3147,11.2815,0,0,0.051600002,0.037799999,0,0.0020000001,3.2820001,0.292,0.27289999,5.3185,2.0841,2.9577,0.028000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0.36480001,0,0,0,0.0133,0,0,0,0,0,0,0,0,0,0.022,0,0.0187,0,0,0,0.80739999,0.0060000001,0,0,0,0,0,0,0,0,1.2706,0,18.584499,0,7.4840002,70.906097,0.13860001,0,0.045000002,0.338,0,0.4975,0,0,0.20640001,0,0,0,0.75599998,0.64499998,0.023,0.0081000002,0.050900001,0.081699997,0,1.348,0,0,0,0
"Honduras",354.27209,20.15377,0.18425,0,0,1.2068874,2.9751992,36.104874,0.0209,0,0,0,0,0,0,49.226402,0.1408,43.184425,0,8.7523193,9.0043049,49.26749,9.4798994,5.3672533,108.70187,0,0,0.20757313,0.11782124,31.649105,0.00094739092,0,0.018219778,1.6826476,0.0242,11.654487,3.3993094,15.351806,7.49156,0.37843931,16.895594,14.906878,24.775309,0.47568813,0,0.39840269,0,2.2530203,0.031176066,0.98541266,18.576464,0,0,0.0038463979,0.154,0,0,0.07348644,0.32566062,0.94910282,2.3368313,0.52259827,2.375628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013311923,0,0,0.99782121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338631,0,0,0,0,0,0,0,0,0,2.4215999,0,9.0200005,0,4.959125,41.30962,0.03482002,0,0.033,0,0,0.1672,0,0,0.029999999,0,0,0,0.016802685,0,0,0.044,0,0.012214652,0,0.37957209,0,0,0,0
"El Salvador",325.216,11.387,0.028999999,0.048,0.016386248,0.139,1.0700001,0.02,0,0,0,0,0,0,0,97.358002,0.071000002,187.495,16.684,0,3.227,46.674999,31.375,4.4959998,65.953003,0,0,0.034000002,2.0550001,3.9089999,0.0020000001,0,0.324,2.869,0.111,11.357,0.093000002,15.081,7.1964669,0.36353251,3.701,3.777,9.3950005,0.889,0,0,0.016000001,0.85900003,0.0060000001,0.64300001,6.9180002,0,0,0,0.0020000001,0,0,0,0,0.82700002,5.5009999,0.106,1.6569999,0.0060000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29100001,0,0,0,0,0,0,0,0.035999998,0,0,0,0,0,0.029999999,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,1.6,0,8.0290003,0,6.9000001,41.917999,0.014,0,0.0099999998,1.86,0,0.152,0,0,0,0,0,0,0,1.934,0,0.039999999,0,0.081,0,2.1800001,0,0,0,0
"Nicaragua",133.993,24.231001,0,36.726002,0,0,0.0080000004,0,0,0,0,0,0,0,0,80.371002,0,29.17,14.391,11.603,0,19.316,13.286,15.775,5.362,0,0,0.0099999998,4.3759999,14.079,0,0,0.0060000001,27.518,0,6.915,5.3930001,18.226,3.8076551,0.19234531,31.927999,14.143,31.450001,0,0,18.934999,1.939,8.4099998,0.17399999,10.208,12.736,0.19400001,0,5.4219999,0.74000001,0,17.072001,0.29300001,127.436,2.306,5.5,0.73799998,1.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.023,0,0,0.11368737,0.745,24.223,0.070406526,0,0,0,0,0.059999999,0,0,2.0599999,0,0,0,0,0,0,0,0,0.509,0,2.1059999,0,0,0,0
"Costa Rica",395.78699,21.82,0.206,0.0070000002,0.85900003,0.93199998,0.579,1.15,0,0.003,0,0,0,0,0,76.424004,0.003,59.433998,8.3149996,30.801001,16.332001,0,25.584,8.592,93.528,0,0,1.4630001,7.973,20.226999,0.001,0.114,1.036,2.5,0.063000001,14.164,3.3429999,10.469,5.5496569,0.2803432,21.165001,9.6020002,21.171,0.40599999,0,0.011,0.45300001,2.898,0.161,1.527,20.323,0,0.0099999998,0.29899999,0,0,0,0.27599999,0.24699999,1.189,3.803,0.884,1.807,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014339382,0.0040000002,0,0.0060000001,0,0,0,0,0,0,0,0.013,0.024,0,0,0,0,0,0,0,0,0,0,1.492,0,0,0,0,0,0,0,0,0,0.26699999,0,17.986,1.219,7.2600002,82.399002,0.13500001,0,0.013,0,0,0.0070000002,0,0,0.055,0,0,0,0.037999999,0.25600001,0,0.44,0,0.178,0,0.035999998,0,0,0,0
"Panama",450.48599,15.102,0.014,0.142,0.34879297,0.162,0.73000002,8.1850004,0.035999998,0,0,0,0,0,0,128.95,0.003,17.389999,1.291,5.3330002,0.76200002,35.013,0,12.41,103.692,0.133,0,83.088997,7.0229998,22.167999,0.052999999,0.063000001,3.599,5.2220001,0.072999999,12.616,2.4990001,8.4329996,10.32826,0.52173662,15.566,24.665001,14.733,0.99800003,0,0,0.169,1.228,0.52700001,0.73799998,14.722,0.029999999,0.015,0.021,0.057,0.003,0.032000002,0.045000002,0.052999999,1.09,8.79,1.375,3.8989999,0.07,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1.654,0,0,0.083303772,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0.16599999,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.021,0,0.011,0,0.0080000004,0,0.50400001,0,0,0,0,0,0,0,0,0,1.2690001,0,22.995001,0,10.852,117.852,0.13600001,0,0.055,0,0,0.026000001,0,0,0.108,0.0020000001,0.02,0,0.018999999,0.23,0,0.76599997,0.0099999998,0.79699999,0,5.4959998,0,0,0,0
