"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Equatorial Guinea",0.55000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0.76999998,0.84028947,0.039710499,1.98,0,27.885,0.022,0,0,0,0,0,0,5.3899999,0,0,0,0,0,0,0,0,0,0,0.63800001,0,0,0,0,0,0,0,0,0.37729999,0,0,0.2123,0,0,0,0,0,0,0,1.0252,0.33000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78100002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia",6.1599998,0.11,0,0,0,0,0,5.2360001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27500001,0,0,0,0,0,19.58,0.25299999,5.1700001,3.2561221,0.15387809,6.1599998,0,1.4960001,0.0099999998,0,0.47784999,0,0.11,0,0.72105002,4.29,0,0,0,0,0,0,0,3.34495,0,0.88,2.7060001,3.102,0,0,0,0.025862329,0,0,0.0033,4.2592001,0,0,0,0,0.18430001,0,0.011,0.39930001,0.0308,0.0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,0,0.22,0,0.33000001,6.4899998,0,0,0,0.29699999,2.6664097,0,0,0,2.079,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0
"Mali",9.6499996,6.3829999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,1.202,0,0.69999999,0,0,0,6.1739998,0,19.914,6.407207,0.3027924,104.665,2.563,5.7270002,0,0,0.237,0.046,0.259,0,0.8021878,7.8520002,0,0,0.02,0.192,0,0,0.018999999,2.1489999,0.039999999,0.764,0.039999999,0.40799999,0,0,0,0,0,0,0,46.992001,0.25600001,0,0.479,102.572,0.861,0.33199999,0.028999999,0,0.0070000002,1.339,0.015,8.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37400001,1.818,0.88999999,0,0,0,0.89499998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.196,0,0,0,0.2,5.3369999,0.292,0,2.96,0.34999999,0.40099999,0,0,0,3.7679999,0,0,0,6.7059999,0.361,0,0,0.029999999,0,0,0,0,0,0
"Senegal",37.049999,3.378,0.0099999998,0.99900001,0,5.8260002,0,0.07,0,0,0,0,0,0,0.026000001,0,0,0,0.0020000001,0,0,0.308,0.0099999998,0.294,0,0,0.001,0,5.118,0,0.257,0.052999999,7.4580002,0,22.42,1.652,21.601,20.1765,0.95350271,333.23001,6.0149999,20.388,6.164,0,1.765,1.649,4.5689998,0.30599999,2.6459999,24.323999,0.011,0.001,0.17299999,0.22499999,0.0020000001,0.0099999998,1.324,1.021,1.726,4.1069999,17.027,5.302,0.0080000004,0,0,0.016000001,0,0.011,0.44600001,0,0.0089999996,1.036,0.0060000001,28.85,0.205,0.027000001,0.072999999,0.052999999,0.003,0.0099999998,0.48800001,101.908,0.602,0,0,0.001,0.075000003,0,0.093999997,0,0,0,0,0,0.0099999998,0,0.043000001,0,0.001,0.041999999,0,0,0,0,0.292,0,0.0020000001,0,6.2449999,25.454,0.53100002,0.0020000001,0,0,1.206,0.0020000001,0.02,0.014,0.213,0,0.30199999,1.469,0,0,0.0080000004,0.001,0.001,57.418999,0,0,27.910999,0,7.4520001,0.059,7.8140001,16.555,2.0899999,0,1.802,0.0040000002,0,0.0099999998,0,0,74.884003,0,0.001,0.023,0.104,1.054,0.117,0.889,0.014,0,0.0020000001,0,0,0,0
"Benin",24.437,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88300002,0,0,0,59.119999,4.0809999,0,0,0,0.70599997,0,57.083,0.059999999,35.617001,19.508089,0.92191488,114.21,2.6589999,4.2620001,0,0,1.933,0.107,4.9569998,0,3.332,17.098,0,0,0.039999999,0.035999998,0,0,0.023,4.1869998,0.54000002,0.676,2.118,0.83700001,0,0,0,0,0,0,0,5.743,0,0,0.65100002,4.395,0,0.26899999,0.42899999,0,4.704,2.0739999,0.361,11.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79400003,0,0,0,0,0,0,0,0,0.426,3.483,0,0,0,0,0.0099999998,0,0.19,0,0,0,0,0.41299999,0,0,0,0,0,0,0,0,28.559999,0,6.1550002,0,2.7,25.989,20.577999,0,0,0,0,0,0,0,6.8099999,0,0,0,0,0,0.23,0,0.055,0,0,0,0,0,0
"Mauritania",30.591442,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,3.6500001,0,20.546698,0.16,0.66628003,4.1346059,0.19539361,93.929398,1.3,8.9350452,0.039999999,0,0,0,0,0,1.6043756,5.6748676,0,0,0.33000001,0.02,0,0,0,1.860989,0.1,8.8000002,0.0099999998,1.21,0,0,0,0,0,0,1.344,19.152103,0.18099999,0,0,2.4400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31999999,23.959999,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0028329,0,0,0,6.6999998,0.90981686,1.9143044,0,4.4899998,0,0,0,0,0,3.9000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niger",28.572001,2.454,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.64099997,0.034000002,0,0.001,0,5.3839998,0,0,0.0020000001,0.0099999998,2.221,16.687,0.79400003,11.793,5.9106731,0.27932709,145.14101,2.165,2.7290001,0.255,0,0.25400001,0.064999998,0.131,0.155,1.159,7.9980001,0.068000004,0,0.061000001,0.011,0.0020000001,0,1.409,0.059999999,0.07,6.177,0.098999999,0.67799997,0.017000001,0,0,0,0.94099998,0,1.2,7.9130001,1.786,0.014,0,29.533001,0,2.7509999,0,0,0.458,1.992,0,70.093002,0,0,0.017000001,0,0.226,0,0.011,0,0,0,0,0,0,0,0,0,0.51200002,0,0,0,0,0.0060000001,0.0040000002,0,0,0,0.47,10.377,0.046,0,0,0,0.252,0,0.037,0,0,0,0.0040000002,0.083999999,0,0,0,0,0,0,0,0.001,8.4060001,0,3.069,0,6.3130002,15.026,0.183,0,1.651,2.8440001,4.7459998,0.028999999,0,0,14.987,0,0,0,0.011,0.086000003,0,0.003,0.035999998,0,0.001,0,0,0,0
"Ivory Coast",112.17,4.3800001,0,0,0,0,0,8.8500004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.830002,0,0,0,0,45.459999,0,0,0,2.76,0.95300001,49.68,6.0300002,90.510002,37.09687,1.753127,691.07001,14.36,44.98,1.98,0,0,2.23,5.75,0.91000003,7.5300002,68.410004,0,0,2.5699999,1.71,0.056000002,0,0.99000001,6.04,5.5500002,12.52,5.02,1.97,0,0,0,0,0,0,2.1800001,40.310001,0.1,17.209999,0.31999999,0,0,0.99000001,0.050000001,0,0.28299999,18.85,4.9899998,90.019997,0.75,0.31,0,0.23,0,0,0,0.66100001,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0.039999999,0,0.123,0,12.31,20.93,0.69,0,0,0.02,0,0.0099999998,0.079999998,0,0,0,3.49,75.169998,0,0,0,0,0,20.9,0,0,26.23,0,49.740002,0,10,147.59,0,0,6.8699999,2.3199999,0,0,0,0,39.450001,0,0,0,0.059999999,2.3499999,0.0099999998,0,1.14,0,0.33000001,0,0,0,0
"Guinea",30.58,0.66000003,0,0,0,0,0,31.459999,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0.033,33.748001,0,0,0,0.044,0,13.2,0.50599998,5.3899999,15.33528,0.72471619,97.57,4.0700002,8.0740004,0.34099999,0,0,0,0.11,0,0.21877849,7.8099999,0,0,11.792,0.154,0,0,0,0,0.055,1.65,5.698,0.25299999,0,0,0,0.017064154,0,2.90605,0,6.3558002,0,0,0.0682,0,0,0,1.4333,0.033,0,0.0396,0.73040003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18700001,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,2.6400001,0,0.99000001,0,0.22,4.4000001,0,0,0.011,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkina Faso",22.958,7.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.862,0,0,0,0,3.7249999,0,0,0,0,0,7.9310002,0.055,14.892,11.32481,0.53518891,110.845,0.93300003,3.1860001,0.050000001,0,0.49900001,0.082000002,1.123,0,0,4.7670002,0,0,0.050000001,0.289,0,0,0.088,0.39899999,0,0,0.88,0.80800003,0,0,0,0,0,0,2.6800001,4.224,0.106,0,0.18700001,77.815002,0,0,0.0070000002,0,1.461,5.8590002,0.958,1.38,0,0,0,0.0030431673,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0.39500001,0,0,0,0,0,0,0.027000001,0,0,0,0.1,0.40000001,0,0,0,0,0,0,0,0,6.6609998,0,4.6739998,0,0.414,12.687,0.405,0,2.9059999,0,0,0.037,0,0,6.4590001,0,0,0,0,0,0,0,0.0089999996,0,0,0,0,0,0
"Liberia",119.209,0.79100001,0,0.0080000004,0,0,0,0.34,0,0,0,0,0,0,0.0060000001,0,0,0,0,0,0,0.0040000002,0,0,0.001,0,0,0.090000004,5.3649998,0.001,0,0.013,3.8199999,0,18.045,0.38299999,31.145,3.294317,0.1556831,11.243,2.0209999,3.2579999,0.108,0,0.015,0.42699999,0.146,0.14399999,0.64200002,3.8069999,0,0,0.31799999,1.494,0,0,0.102,2.3770001,0.68900001,5.632,8.7690001,5.9840002,0.013,0,0,0,0,0.0089999996,1.5470001,0.093999997,0.061000001,0,0.001,3.5769999,0.105,0,0,2.1619999,0.153,0.079000004,0.001,0.186,18.326,0,0,0,0.113,0,0.012,0,0,0.001,0,0,0,0,0.0049999999,0.018999999,0,1.11,0.0060000001,0,0,0,0.017999999,0,0.001,0,0.35299999,0.31999999,0,0.021,0,0,0.02,0,0.0020000001,0,0.292,0,0.001,98.524002,0,0.003,0,0.0099999998,0,0,0,0,9.5710001,0,2.7839999,0,1.681,26.413,1.277,0,0.43399999,0.0060000001,0,0.1,0,0,4.3499999,0,0,0,0.050000001,258.87,4.9400001,0,0.017999999,0,0,0,0,0,0
"Sierra Leone",19.058001,0.354,0,0.041999999,0,0,0.022,0.001,0.013,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0049999999,1.033,0,0,0,0.026000001,0.003,29.278999,0.58700001,12.915,4.2396431,0.20035741,16.025999,2.3,2.744,0.082999997,0,0.050000001,0.26499999,6.1079998,0.45899999,0.972,5.6700001,0.045000002,0,0.089000002,0.245,0.21600001,0.87,1.171,1.6160001,0.458,0.74400002,0.15800001,3.1129999,0,0,0,0,0,0.028000001,0,0.35800001,0,0,0,0.082000002,0.146,0,0.91600001,0,0.011,0,0.0020000001,34.764,0.093999997,0,0,0,0,0,0.001,0,0,0,0,0,0.024,0,0,0.034000002,0.0089999996,0.228,0,0,0.061999999,0,0,0,0,0,0.175,0,0,0,0.034000002,0.014,0,0,0.013,0,0.287,0,0,0.0080000004,0,0,0,0,0,0,0,0,5.3260002,0,4.6919999,0,1.409,16.885,1.557,0,0.192,0.94700003,10.472,0.322,0,0,7.8600001,0,0,0,0.068999998,9.2629995,0,0,0.056000002,0,0.226,0,0,0,0
"Ghana",155.735,8.7469997,0,0.0040000002,0,0,23.006001,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0.001,0.0080000004,0,0,0.039999999,5.8899999,0,0,0,4.5489998,0,144.037,0.97600001,16.264,18.916059,0.89393699,24.610001,10.24,3.119,0.36399999,0,2.0680001,2.0969999,1.0319999,2.6170001,0.18700001,27.5,0.0020000001,0,0.47,0.118,0.0040000002,0.001,2.7880001,0.745,0.42699999,2.6329999,12.895,2.1589999,0,0,0,0,0,12.365,0.001,0.15899999,0.011,0,0.011,20.197001,4.0079999,3.4189999,2.563,0.317,0,38.584999,0.001,205.36,0,0,0,0,0,0.0099999998,0.050999999,0.003,0,0,0.001,0,0.088,0.0040000002,3.661,0.027000001,0.066,0,0,0,0.0020000001,0.0020000001,0,0,0,0.001,0,7.7020001,0,108.421,0.001,0,0.029999999,0,0.050999999,0,0.43399999,0.001,2.631,0,0,0.0040000002,0,0,0,0,0,0,4.6960001,0,4.848,0.13699999,2.8429999,25.556999,9.1450005,0,2.1789999,0.36399999,0,0.041999999,0,0,1.14,0,0,0,0.58999997,0.52999997,0.40099999,1.165,0.083999999,0.024,0,0,0,0,0
"Togo",17.370001,3.473,0,0.015,0,0,0,4.447,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.001,0,7.6989999,0,0,0,0,1.8099999,0,0.018999999,0,0.16500001,0,39.303001,0.12,42.932999,6.531342,0.30865869,106.002,2.7869999,6.5339999,0.31400001,0,0.032000002,0.40700001,0.66900003,0.66399997,0.28600001,13.32,0,0,0.43599999,0.60100001,0,0.048,0.032000002,4.5050001,1.118,0.398,0.12899999,1.781,0.0070000002,0,0,0,0,0.229,0.106,4.829,0.597,0.22,1.585,11.267,0.138,2.523,0.65700001,0,1.669,0,0.37799999,4.0580001,1.9859999,0,0.032000002,0.0060000001,6.8189998,0,0.050000001,0,0,0,0,0,0,0,0,0,0,0.27500001,0.0020000001,0,0,0,0,0,0,0,0.87300003,0.098999999,0,0.0040000002,0,0,0,0,0.003,0,0.003,0,0.064000003,7.6900001,0,0,0,0,0,0,0,0,10.46,0,2.444,0.69199997,0.292,24.868999,0.185,0,8.165,0.40000001,0,0,0,0,0.377,0,0,0,1.197,0,0.228,0,0.023,0,0.054000001,0,0,0,0
"Cameroon",91.953003,9.3260002,0,0.003,0,0.028000001,0,1.119,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.02,0,0,0,0,0.028999999,4.3979998,0,0.029999999,0,2.7539999,0.16,43.391998,4.8730001,30.223,26.56461,1.255393,536.04999,13.922,29.589001,0.59899998,0,0.98100001,0.64700001,2.747,0.186,0.92000002,50.354,0.023,0,0.75199997,2.487,0.0020000001,0.061000001,1.832,5.414,1.887,4.5900002,3.9419999,3.323,0.0080000004,0,0,0,0.0060000001,0,0.001,2.6730001,0.003,0,0.003,6.645,10.613,0.001,0.237,0,0.059,0.075999998,0,2.322,7.783,0.41800001,7.8309999,1.873,0.0049999999,0,0.127,0.045000002,0.40599999,0.093999997,0,0,0,0,0,0,4.1789999,0.28799999,0.0080000004,0,0,0,0.0070000002,0,0.001,0.013,0.93099999,0.0049999999,0.64399999,0,0,2.398,3.0209999,0,0.0040000002,0,0.001,0,0.301,0.059,0,0,0,0,0,0,0,0,20.749001,0,35.780998,0.064999998,3.8440001,74.084,0.91500002,0,1.929,1.29,0,0.0020000001,0,0,1.382,0,0,0.001,0.84299999,0,0.33500001,0.16599999,0.097999997,0,0.146,0,0,0,0
"Nigeria",1650.8,65.5,0,0,0,0,0.018999999,21.030001,0,0,0,0,0,0,0.5,0,0.0040000002,0,0,0,0,0.043000001,1.85,0,0,0,0,0.16,305.79999,0.83399999,0.75400001,0,14.6,14.652,2787.3,66.099998,664.79999,357.98239,16.91757,1366.8,228.3,292.89999,4.5999999,0,12.5,46,124.9,31.6,69.699997,651.79999,0.2,0,19.6,51.799999,1.2,20.700001,43.900002,283.29999,38.599998,142.39999,113.1,91.099998,35.599998,0,0,0.2,6.1999998,0.89999998,0.5,4.4000001,1.7,0.5,1,25.799999,0.2,1.9,4.1999998,0.1,2.8,2.5,3.4000001,0,8.3190002,0.40400001,0,0,4.0999999,0,4.0999999,0.017999999,0.60000002,0,0,0,0,0,0,0.02,1.9,0,0,0,0,0,0,0.1,0.001,0.40000001,10.9,0,12.3,0,0,0.40000001,27.4,0,4.5,0,12.6,0,143.7,2.3,0,0.1,0,0,0,0.1,0,0,283.79999,0,0,0,138.60001,1.7,103.1,0,11.3,1,0.2,0.69999999,0,0,67.849998,0,0,0,65.300003,90,2.5599999,0.5,4.1999998,0,8,0,0,0,0
"Gabon",122.185,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20200001,6.3720002,0,0,0,5.987,0.26300001,22.471001,0.58399999,20.357,11.18158,0.52842021,410.39099,2.961,14.438,0.616,0,0.31,0,0.898,0.29100001,0.36500001,21.943001,0,0,0.31400001,0.116,0,0,1.429,0.308,0.114,1.948,2.721,0.361,0,0,0,0,0,0,0,3.4960001,0,0,0.089000002,2.908,0,0,0,0,0,0.18700001,19.17,0,0,0,0,0,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0.37099999,0.63499999,0.79100001,0,0,0,0,0,0,0,5.895,0,1.0930001,0,0,0,0.80400002,0,0,0,0,0,0.35600001,0,0,0,0,0,0,0,0,0,5.5770001,0,0,0.37400001,5.6069999,55.222,0.27000001,0,0.43000001,0,0,0.0049999999,0,0,0.56800002,0,0,0,0.296,0.94499999,0.118,0,0,0,0,0,0,0,0
"Central African Republic",5.2909999,0.035999998,0,0,0,0,0,0.0089999996,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.014,0,0.012,0,0.012,0,1.6720001,0.001,3.3299999,1.231788,0.0582119,65.746002,0.72100002,1.642,0.46599999,0,0.039999999,0.059,0.039999999,0.037,0.028000001,1.972,0.0020000001,0,0.012,0.093999997,0,0,0.057,0.021,0.0080000004,0.192,0.024,0.42399999,0,0,0,0,0,0,0,0.241,0.048,0,0,0.48199999,0,0,0,0,0,0.029999999,11.45,1.25,0,0,1.161,0,11.129,0,0.0060000001,0,0,0,0,0,0,0,0,0.193,0.373,0.43000001,0.16599999,0,0,0,0,0,0,0,0.417,0,0.84899998,0,0.33899999,0,0,0,0.046,0,0.037,0,0,0.0089999996,0,0,0,0,0,0,0,0,0.64899999,0,0.611,0,0.094999999,5.8410001,0.12,0,0.059,2.7,0,0,0,0,0.075000003,0,0,0,0.021,0.039000001,0,0,0.001,0,0,0,0,0,0
"Chad",1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18700001,0,0,0,0,0,1.98,0.088,3.0799999,1.260434,0.059565701,24.530001,0.11,0.59399998,0.011,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0.11,0.23100001,0.022,0,0,0,0,0,0,0,1.595,0,0,0.084700003,0,0,0,0,0,0,0,14.3737,0,0,1.9613,0,2.1020999,0,0,0,0,1.8128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2805781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo",22.628078,0.24527928,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0.00030431672,0,0.00030431672,0,0,0.031648941,0,0,0,0.010042452,0.41,52.186668,0,0.037735276,0,3.542551,0.0070000002,6.2162781,0.32379299,13.173871,22.29632,1.053681,417.81897,3.1472437,9.575326,0.43152112,0,1.667047,0.0018259004,0.22854187,0.03347484,0.050516579,15.331781,0,0,0.018867638,0.0015215836,0,0,0.055385645,3.8152189,0.020084905,0.82378542,1.0103315,0.73492491,0.0009129502,0,0,0,0.0009129502,0,0.0021302172,3.8779082,0.15611449,0.53036612,0.11016266,2.8797493,0,0.00030431672,0.024649655,0,0.30036062,0.82287246,14.399,1.0346769,0,0,0.038648225,0,10.024193,0.010346769,0.2802757,0,0,0.00060863345,0,0,0,2.8118865,0.73309898,1.5638837,1.202,0.19537134,0.59767807,0,0.029823041,0.0027388507,0,0,0,0,4.3949423,0.00030431672,0.61350256,0,0.029518723,0,0.79335374,0,0.36335418,0,0.19202386,0,0.068471268,0.0079122353,0,0,0,0,0,0,0,0,5.2275529,0,10.908538,0.69262487,1.0480669,22.894964,0.48629814,0,2.7546751,0.010955403,0,0,0,0,3.1238112,0,0.0009129502,0,0.060254712,2.2473791,0.045951828,0.015824471,0.13,0,0,0,0,0,0
"Democratic Republic of the Congo",60.799999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.23,0,0,0,0,0.1,0.5,0,0,0,0.2,0,29.5,0.66000003,7.6999998,149.53329,7.0666599,53.400002,28.4,2.3,0.30000001,0,0,0,1.2,0,0.21877849,7.4000001,0.059999999,0,0.28999999,1.4,0,0.30000001,0.0099999998,0,0.029999999,0.80000001,0.40000001,0.69999999,18.4,0,0,0,0,0,0,0.80900002,0,1.441772,0,0,0,0,0,0,0.032000002,0.092,0.025,0,0.092,0.66100001,0,0.1,0,0,0.60000002,2.3,0.2,2.349,0,0,0,0,0,3.2,7.3000002,0.2,29.6,0,0,0,0,0,0,0,0.40000001,0,0,0,0.142,0,0.28999999,0,0,0,0,0,1.2,0,0,0,0,0,0,0.1,0,0,9,0,0.2,0.1,3.8,7.4000001,0.48650828,0,0.75999999,0,0,0,0,0,3.23,0,0,0,0.029999999,0,0.25999999,0,1.92,0,0,0,0,0,0
"Uganda",9.3500004,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,0,0,0.671,0,0,0,0,0,60.720001,0.098999999,7.8099999,8.1928225,0.3871772,10.12,9.1300001,0.55000001,0.132,0,0,0,0.44,0,0,8.6899996,0.066,0,0.528,0.088,0,0,0,0,0.22,1.65,0.76999998,4.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,110.5038,0.93830001,0,0.35089999,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0.0187,0,0,0,0,0,0,0,0.132,0,0.11,0,0,0,0,1.4299999,0,0,0,4.5869999,0,8.0299997,0,0,1.3200001,0,0,0,0.55000001,8.1400003,28.840422,0,0.53899997,0.95700002,0,0.0484,0,0,0.11,0,0,0,0,0,0,0,2.937,0,0,0,0,0,0
"Kenya",96.82,23.864,0,0,0,0,0.0040000002,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039000001,0,0,0,5.1680002,0,0,0,0.029999999,0,241.69299,1.679,41.333,18.782379,0.88761938,50.050999,17.396999,3.494,0.46000001,0,0,2.175,8.1940002,0,2.8529999,40.879002,0.090000004,0,1.077,0.91000003,0.028999999,0,1.508,0.27000001,4.2519999,25.348,5.2600002,8.415,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0.114,0,0,0,0,0,0,0,1.756,2.474,0,1.53,0.208,4.1139998,0.39199999,0,24.961,0,18.673,2.4430001,1.62,0.126,3.168,0,0,0,0.033,0,0.148,0,0,0,0,0,0,25.507999,0.17,0,48.186001,0,0,0,17.127001,239.049,0,0,12.752,6.7150002,14.382,149.746,45.969002,0,11.765,0,0,0,8.6110001,124.88,21.752001,0,1.47,1.7130001,0,0.77700001,0,0,0.34900001,0,0,0,37.014,10.751,0.12,0.050000001,5.8959999,0.0020000001,0.69,0,0,0.039000001,0
"Tanzania",40.219002,15.277,0.0099999998,0,0,0,0.001,1.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.933,0,0,0,0.164,0.018999999,131.67599,0.206,71.653999,49.844452,2.3555529,40.106998,6.6030002,4.7449999,0.184,0,0.44100001,1.6569999,5.2490001,0.82200003,0.49900001,37.198002,0.41,0,7.1269999,4.5799999,0.018999999,2.25,4.954,5.7410002,22.443001,36.820999,13.871,15.267,0.063000001,0,0,0,0,0,0,0,0,0,0,0.0089999996,0,0,0,0,0.0040000002,0,0,0.021,0,0,0,0,0.55500001,0.071999997,12.441,0,0.045000002,0.021,2.7049999,0,0.032000002,0,15.777,5.9889998,13.075,0.025,0,0,0.029999999,0.0060000001,0.014,0,0.0040000002,0.041000001,0,5.7579999,0,0.0080000004,0.32300001,1.908,0.26499999,0.273,0.41600001,0,0.016000001,2.46,4.553,1.6720001,0,2.5799999,9.3400002,55.097,69.541,68.636002,0,0,12.545,0,0.16500001,0.12800001,0.22,101.388,24.364,0,0.338,1.6109999,0.001,0.537,0,0,13.443,0,0,0,1.9069999,17.153999,0.44,0.2,7.9840002,0,1.002,0,0,0,0
"Burundi",11.341,0.43099999,0,0.050000001,0,0,0,0,0,0,0,0,0.00037037037,0,0,0,0,0,0,0,0,0,0.034000002,0,0,0,0,0,0.041000001,0,0,0,0,0,6.1620002,0.068000004,6.7670002,32.437092,1.532915,25.219999,2.983,0.79900002,0.34999999,0,0.163,0.086999997,0.48899999,0.28400001,0.472,6.5279999,0,0,0.107,0.44400001,0.017999999,0.0020000001,0.44999999,1.876,0.016000001,0.38299999,0.108,1.197,0,0,0.001,0,0,0,0,0.0020000001,0.030999999,0,0,0.0040000002,0,0,0.001,0,0,0,0,0.048999999,0,0,0,0,1.957,0,8.8100004,6.6420002,0,0.226,0,0,0,0,0,5.6230001,1.893,1.601,0,0,0.027000001,0.199,0,0,0.13699999,0,0.021,0.0020000001,0,0,0,29.583,0,0,0,0,0,0,1.02,0.0060000001,0.023,0.53600001,0,0.043000001,0.001,0.55699998,0.082999997,0,6.4200001,0,0.65600002,0.219,0.222,16.841,0.237,0,0.52600002,0.34299999,0,1.6440001,0,0.034000002,0.0040000002,0,0,0,0,0.124,0,0,0.107,0,0,0,0,0,0
