"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Panama",438.03601,15.233,0.003,0.20999999,0.028999999,0.193,0.145,6.3889999,0.0040000002,0,0,0,0,0,0,110.245,0.086999997,17.000999,2.138,5.6570001,0.95099998,34.627998,0,12.597,88.261002,0.0020000001,0.027000001,81.413002,6.9660001,28.650999,0.037,0.059,4.6859999,3.77,0.041000001,13.605,2.859,9.2259998,5.0460691,0.25393149,14.469,33.807999,18.391001,1.243,0,0.001,0.197,1.758,0.42300001,1.59,15.192,0.017000001,0,0.27200001,0.074000001,0,0,0.083999999,0.338,0.37599999,8.4329996,1.341,3.062,0.2,0,0,0,0,0,0,0,0,0,0,0.58999997,0,0,0,0,0,0,0,0,0,0,0,0.020478062,0,0,0,0,0,0,0,0,0,0,0,0.030999999,0,0,0.183,0,0,0,0,0,0.030999999,0,0,0,0,0,0,0,0.067000002,0,0.0020000001,0.0040000002,0,0.064999998,1.375,0.30000001,0,0,0,0,0,0.142,0,0,1.184,0,24.257,0,11.823,123.544,0.36700001,0,0.17900001,0,0,0.046999998,0,0,0.07,0.0020000001,0,0,0.082999997,0.361,0,0.28299999,0.059999999,1.693,0,6.665,0,0,0,0
"Colombia",1456.62,159,0.050000001,3.8099999,0.0043996237,0.92000002,1.21,0.15000001,0.014,0,0,0,0,0,0,149.27,0.0099999998,1.3,1.1900001,1.9,0.02,0.88,71.830002,0,238.48,0.82700002,0,81.440002,108.44,129.2,5.0900002,1.72,52.669998,106.2,9.6899996,98.870003,6.9000001,62.299999,27.62961,1.390395,136.32001,72.339996,127.57,0.28999999,0,13.44,6.0500002,10.86,4.98,4.73,68.610001,0.090000004,0,8.1099997,0.050000001,0,0.07,8.6300001,4.0999999,24.030001,41.07,2.24,15.06,0.40000001,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.090000004,0,0,0,0,0,0,0,0,0,0.041000001,0,0,0,0,0,0,0,0.057999998,0,2.29,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.20999999,0.02,0.0099999998,0,0,0,12.52,0,0,0,0,0,0,0,0,0,0.94,0,2.4100001,0.11,2.78,428.60001,1.22,0,0.2,0.059999999,0,0.0099999998,0,0,0.0099999998,0,0,0,0.34999999,16.02,0.0099999998,0.079999998,0,0.33000001,0.16,1.51,0,0,0,0
"Venezuela",3815.8999,309.10001,1.0039999,17.6,0.51585591,4.4000001,0.001,8.8000002,0.0080000004,0,0,0,0,0,0,60.5,0.366,1.1,0.14181438,0.030999999,0,5.5,116.6,122.1,0,7.4330001,29.700001,2.2,51.700001,341,0.001,7.6999998,37.400002,92.400002,4.4000001,242,7.6999998,170.5,92.162163,4.6378431,281.60001,82.5,201.3,7.6999998,0,2.6099999,0.21068132,29.700001,1.1,7.6999998,343.20001,0,0,5.5,0.70999998,0.074000001,0,17.6,1.1,30.799999,44,23.1,50.599998,0.057999998,0,0,0,0,0,0,0.0060000001,0,0,0,0,0,0,0,1.7735623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7609999,0,33,0,0,0,0,0,0,0,2.2,0,2.21,0,0,0,7.6999998,0,0,0,0,3.3,13.5,0,0,0,0,0,0,0,0,0,15.4,0,81.400002,0,29.700001,457.60001,1.1,0,0.1,0,0,0.186,0,0,0.23999999,0,0,0,1.48,4.4000001,0,0.91000003,6.5999999,5.5,0,36.299999,0,0,0,0
"Guyana",36.952,3.6240001,0,2.7249999,0,0.226,4.6919999,72.460999,1.1160001,1.4299999,0.024,0.093999997,0.192,0.18099999,0.001,0.97899997,0,0.003,0.0070000002,0,0,0,0,0.18700001,2.5350001,0,0.18799999,0,0,2.967,0,0,0,0.303,0,21.805,0.028000001,7.9359999,2.827703,0.1422974,0.95099998,0.20299999,0.22400001,0.227,0,5.7080002,0,0.122,0.001,0,1.6849999,0,0,0.22499999,0,0.28200001,0.81199998,0.191,0.086999997,0.090999998,0.101,0.26499999,0.18700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,0.001,0,0.045000002,0,0,0,0,0.027000001,0.0070000002,0.0020000001,0,0,0,0,0,0,0,0,2.2119999,0,0.222,0.64300001,0.121,8.2779999,0.81999999,0,0.0040000002,0,0,0.0040000002,0,0,0.02,0,0,0,0.012,0.024,0,0.0020000001,0,0.02,0,0.059,0,0,0,0
"Suriname",100.73,2.01,0.02,0,0,2.1800001,1.51,53.34,0.44999999,0.027932223,0,0.88,0,0,0,1.49,0,0.44999999,1.9215848,0.25,0,0.30000001,2.0699999,5.4299998,2.4400001,0.44999999,0,0,0,12.34,0,0,0.02,0.07,0,7.4499998,0.02,52.349998,6.0362411,0.30375949,1.41,1.1799999,0.38999999,0.07,0,0.0099999998,0.02,0.2,0,0.07,5.0700002,0,0,0.0099999998,0.0099999998,0,0,0,0,0.11,1.22,1.02,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3200001,0,2.72,0,1.16,7.8099999,0.059999999,0,0.18000001,0,0,0.27000001,0,0,0.07,0,0,0,0.059999999,0.51999998,0,0.090000004,0,0.1,0,0,0,0,0,0
"Ecuador",566.57001,47.119999,0.19400001,0,0.0010999059,0.067000002,0.046,2.4400001,0,0,0,0,0,0,0,28.4,0.015,2.75,0,0.090000004,0,6.6500001,6.5700002,51.630001,1.1,0.096000001,0,0,74.389999,121.25,0.079999998,0.41,30.040001,37.360001,0.72000003,49.150002,4.1399999,20.450001,12.79607,0.64393181,21.98,39.799999,50.029999,2.5799999,0,0.16,1.96,11.34,5.9099998,6.23,45.25,0.0099999998,0,2.9000001,0.050000001,0,0.22,1.62,4.3800001,1.21,11.97,7.6399999,5.1999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061999999,0,18.09,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0.050000001,0,0,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0.31999999,0,35.560001,0,51.799999,245.00999,0,0,0.1,0,0,0.003,0,0,0.1,0,0,0,0.52999997,8.7399998,0,0.059999999,1.4,7.9299998,0,5.5799999,0,0,0,0
"Peru",441.42999,31.15,0.12,0.079999998,0,0.164,0.039999999,0.47999999,0.090000004,0,0,0,0,0,0,4.6599998,0,0.039999999,0,0.050000001,0,0.2,10.89,26.620001,28.6,0.23,0,7.5,0,93.239998,10.98,2.4200001,51.73,159.09,2.02,42.880001,5.77,25.719999,27.658171,1.391832,52.77,28.52,43.59,1.3200001,0,0.54000002,0.039999999,7.4299998,1.25,1.4299999,30.92,1.29,0,0.34,0.25999999,0.0020000001,0.0099999998,0.07,0.2,6.3200002,31.280001,1.26,3.3099999,0,0,0,0,0,0.0099999998,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,9.5100002,0,0,0,0,0,0,0,0,0.07,0.0099999998,0.0099999998,0,0,0.18000001,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,1.25,0,41.080002,0.13,5.1700001,156.92999,0.40000001,0,0.1,0,0,0.75,0,0,0.02,0,0,0,0.87,5.8400002,0.02,0.34999999,0.0099999998,7.8200002,0,13.42,0,0,0,0
"Brazil",3107.5879,492.85501,10.373,0,0.022,0.18700001,3.5309999,6.5560002,0.0020000001,0,0,0,0,0,0,455.202,0.011,0.011,0.077,0.25299999,0,0.066,35.584999,5.8740001,305.93201,1.364,4.796,6.8309999,65.417,0,11.022,83.533997,251.306,542.52002,156.189,299.98099,12.034,195.40401,85.421371,4.2986279,358.66599,258.21399,67.342003,18.436001,0,111.727,170.97301,13.431,20.361,5.2360001,221.034,0,0,2.0350001,0.264,0.012,3.0250001,29.358999,82.114998,34.154999,112.09,50.258999,20.052999,1.507,0,0,0,0,0,0,0.001,0,0,0.0051195156,1.694,0.033,0,0.098999999,0.00061485951,0,0,0.22,1564.233,23.1,0,0,0.011,0.055,0.077,0,0.011,0,0,0,0,0,173.51401,0,2.0020001,0.61900002,0,23.660999,0,0,0,0,0,0,0.088,0.74800003,227.98599,0.63800001,223.48363,0,118.58,3.2119999,2170.2339,0.011,0,0,11.143,31.988001,1127.115,0,0,0.033249848,0,133.05861,308.35306,0,0,551.95801,0,22.044001,0,9.7679996,674.31097,2.3540001,0,21.34,1.133,0,0.759,0,0,36.707001,0,0,0,43.813,49.115002,0,2.145,4.0700002,82.830002,0.0049999999,0.25299999,0,0,0,0
"Bolivia",140.56799,5.3099999,0.037,0,0,0,0.001,0,0.0040000002,0,0,0,0,0,0,2.092,0,0,0,0,0,0,9.5909996,1.615,0,0,0,0.079999998,25.368999,134.52901,0,1.877,23.795,117.378,1.7690001,30.188999,0.41,10.592,9.3780708,0.47192919,10.819,4.6529999,7.6999998,0.17,0,0.107,0.64499998,1.1,0,6.7420001,4.3119998,0,0,0.02,0,0,0,0,1.211,0.75,5.888,0.23999999,2.299,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,0,0,0,2.115,0,0,0,0,0,0,0,0,0,1,0,1.658,0,3.0510001,66.208,0,0,0,0,0,0.021,0,0,0,0,0,0,0.039999999,0,0,0,0,0.029999999,0,0,0,0,0,0
"Paraguay",38.610001,0.78100002,0.017000001,0,0,0,0.011,0,0,0,0,0,0,0,0,0.46419999,0,0.0121,0,0.0814,0,0.0098999999,3.5992,0.0176,0.093500003,0,0,0.1078,0.0682,175.86031,0.1023,0,4.7377,82.365799,6.3712001,20.3225,0.0187,2.5453999,1.332924,0.067076199,7.6626,7.4745002,17.604401,0.0308,0,0.015,0.132,1.6181,0.0528,0.64130002,3.8907001,0,0,0.07,0.73000002,0,0.0792,0.0583,0.0033,0.0077,1.9085,0.1353,0.77880001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5267,0,0,0,0,0,0,0,0,45.459702,0,0,0,0,0,0,0,0,0,0,1.2837,0,0,0,0,0,0,0,0,0.1595,1.5,0,5.8993001,0,0.87010002,22.2255,0.0594,0,0.0022,0.0099999998,0,0.011,0,0,0,0,0,0,0.0275,0.0198,0,0.090000004,0,0.0033,0,0,0,0,0,0
"Chile",654.59998,59.200001,0.067000002,0,0,0,0,0.81,0,0,0,0,0,0,0,14.7,0,0.67180002,0,0,0,0.064000003,2.4000001,21.9,267.70001,0.315,0,48.099998,41.099998,248.89999,4.5,27,0,105.9,4.0999999,84.300003,2.5999999,24.799999,30.466829,1.5331711,78.599998,33,105.5,2.8,0,0.56400001,0,14.4,0,0,50.299999,0.059999999,0,0.44999999,0.1,0.0020000001,0,0.74000001,0,13.77,41.099998,10.71,12.2,1.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0,22.200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,76.800003,0,0,0,6.4000001,0.1,0,0,0,0,0,0.083406292,0,0,24,0,23.5,0,24.200001,188.5,0,0,0.14,0.029999999,0,3.721,0,0,1.02,0,0,0,2.0799999,7.0500002,0,2.9400001,0,7.6799998,0,5.5900002,0,0,0.001,0
"Argentina",694.39001,35.169998,0.89999998,0.33000001,0.0099999998,0,0,0.0099999998,0,0,0.11,0,0,0,0,59.84,0,0.02,0,0.31999999,0,2.3800001,17.219999,23.209999,1.5599999,0.0020000001,0,11.54,36.509998,611.63,382.87,20.120001,85.410004,0,65.940002,1.8099999,3.8099999,63.130001,68.959763,3.470237,207.86,103.38,67.870003,2.9100001,0,8.79,22.629999,29.549999,5.6799998,5.1500001,233.89999,0.02,0,1.34,0.059999999,0.0099999998,5.0100002,9.6300001,41.880001,14.86,35.959999,8.1199999,10.8,0.0060000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.33000001,0,0,0,0.0049999999,0,0,0,0,0,0,0,0,0.11,0,14.41,0,0,0,0,0,0,0,0.0099999998,0,0.0099999998,0,0,0,0.039999999,0,0.16,0,0,0,10.09,0,0,0,0,0,4.5599999,0,0,0,4.3400002,0,12.61,0.0099999998,11.12,265.5,1.1799999,0,0.11,0.029999999,0,0.70999998,0,0,0.2,0,0,0,0.13,23.35,0,0.64999998,0,51.130001,0,0.63999999,0,0,0,0
"Uruguay",53.816002,4.2069998,0.064000003,0,0,0.028999999,0,0.0060000001,0,0,0,0,0,0,0,15.51,0,0.027000001,0,0,0,0,1.647,0.34999999,1.707,0,0,0.103,2.438,125.798,0.198,8.2150002,9.0609999,86.413002,0,17.374001,0.42699999,6.9369998,3.732187,0.18781351,12.065,12.993,10.505,0.38999999,0,1.175,0.42199999,2.3529999,0.94,0.44800001,15.433,0.027000001,0,0.02,0.18000001,0,0,0.024,41.838001,0.94999999,4.5440001,1.298,2.141,0,0,0,0,0,0,0,0.57599998,0,0,0,0.022,0,0,0,0,0,1.056,0,69.628998,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0,0,0,0.16,0,2.5910001,0,0,0,0,0,0,0,0.001,0,0.33500001,0,0,103.439,0.125,0,0,0,0,0,1.003,0,0,0,0,0,0,0,0,0,0.52100003,0,2.8789999,0.0040000002,0.77999997,15.762,0.20900001,0,0.016000001,1.3049999,0,0.46000001,0,0,0.0049999999,0,0,0,1.2410001,1.34,0,0.063000001,0.071000002,2.043,0,0.145,0,0,0,0
"United Kingdom",12766.6,2117,81.800003,9.3999996,2,9.1999998,119.3,99.199997,18.5,23.700001,8.6999998,57.200001,29.200001,2.4000001,7.3000002,296.79999,19.299999,6.6999998,14.2,2.3,1.6,29.4,17,142.8,286.39999,68,19.6,23.799999,141.5,789.20001,18.200001,2.9000001,174.89999,3,37.700001,0,3656.6001,8431.7002,4943.9102,248.7906,8576.9004,3076.5,2361.7,901.79999,0,262.20001,412.29999,818,112.5,152.8,5570,68,0.30000001,159.89999,411,121.1,29,129.2,936.29999,1712.4,3192.3999,5486.2998,2224.3,167.39999,0,0.1,0,0,3.5,6.0999999,22.200001,8.3000002,7.9000001,0.30000001,149.3,11.7,0.80000001,7.6999998,22.4,125.5,5.6999998,88.699997,819.40002,59,1.7,1.5,3.4000001,46.900002,63.200001,247.7,60.200001,4.3000002,4.9000001,1.8,0.30000001,18,181.8,9.3000002,35.700001,108.6,108.4,1262.4,0.30000001,27.6,52.799999,7.9000001,0.2,157,2.3,95.599998,319.89999,50.200001,396,27.6,80,666.59998,58.599998,183.2,98.599998,10.2,109.1,516.20001,625.40002,3,9.1999998,181.10001,61,42.5,122.8,89.900002,66.400002,395.89999,3.8,750,2.9000001,623.79999,5331.8999,553.70001,0,154,44.299999,12.7,92.699997,0.039999999,12,169.39999,0,0,2.2,493.29999,566.79999,31.799999,228.60001,203.10001,962.59998,76.599998,685.29999,0.1,10.1,48.200001,0.30000001
"Ireland",1689.6,89.620003,2.9400001,0.76999998,0.07,0.0099999998,0.30000001,16.23,0.0060000001,0,0,0,0,0,0,2.4300001,0.039999999,0.029999999,0.25999999,0.090000004,0.43000001,0.40000001,7.0999999,4.7399998,0.43000001,0,0.039999999,8.9499998,0.51999998,37.880001,0,0.07,1.11,11.59,1.2,4289.9102,0,378.84,207.63139,10.44856,487.23999,101.27,112.97,48.439999,0,10.4,67.839996,34.310001,4.1799998,12.77,227.85001,1.15,0,5.4400001,15.78,5.25,0.95999998,4.4299998,50.810001,82.18,157.3,41.279999,103.11,0.61000001,0,0,0,0,0,1.7859764,2.1300001,0.56,0,0,14.38,58.240002,0.015581135,0.57999998,0.090000004,8.8999996,0.34999999,0.38,17.18,0.28999999,0,0,0.94999999,2.3800001,0.079999998,12.28,0.75999999,0,2.99,0,0,0.039999999,0,1.0700001,0.02,4.8699999,2.8699999,21.43,0,0,0.64999998,0.090000004,0.02,3.04,0,2.55,0,9.5200005,0.059999999,1.84,0.11,10.31,0.28,3.1600001,0.13,0.13,0.02,19.67,4.1100001,0,0,0.019949909,0.41999999,0.11,0.43000001,0,0.58999997,17.959999,0,37.720001,0,25.24,353.82999,18.879999,0,10.49,0.36000001,0.039999999,4.0999999,0,0,12.06,0,0,0.029999999,21.309999,27.809999,0,9.6800003,7.2600002,8.3800001,0.1,11.57,0.0099999998,0,0.34999999,0
"Netherlands",5359,352.29999,30.799999,62.700001,3.2,1.8,15.3,21.9,0.138,0.1,0.80000001,0,0,0,0,704.70001,0.030999999,15.1,17,0.80000001,10.3,20.5,67.199997,133.5,93.400002,3.9000001,79.300003,16,32.099998,845.20001,1.1,19.1,85,462.10001,21.799999,6472.7002,524.79999,0,7625.2759,383.724,4364.6001,868.59998,872,327.70001,0,206.60001,206.7,410,80.900002,119,1983,14.5,4.3000002,147.39999,176.3,15.4,35.200001,125.6,2308.3999,642.09998,1241.5,928.5,607.59998,8.8000002,0,0.80000001,0,11.3,0,2.8,5.1999998,10,0.40000001,0.30000001,211.3,2.4000001,0.69999999,24.9,14.6,34.299999,22.9,266.60001,653.20001,22.700001,3.3,0.40000001,19.1,31.700001,17.1,50.900002,22.200001,5.9000001,3.2,0,0,13.1,86.5,3.0999999,1.1,32.099998,22.700001,157.60001,0,0,1.4,1.6,0.2,4.8000002,0,89.400002,1042.4,38.099998,450.29999,3.5,879.70001,156.10001,274.10001,98.900002,10.2,4.3000002,1.8,198.60001,743.79999,8,6.3000002,915.20001,1.5,79.099998,200.2,0.1,3.9000001,189,1,341,0.30000001,217,1569.1,120.7,0,52.5,16.5,10.6,28.299999,0,0.2,388.29999,0,0,0.2,301.29999,169.39999,0.1,111.7,240.2,251.89999,20.1,37.599998,8.9190903,2.7,1.8,0.1
"Belgium",3018.1201,302.7641,4.7604418,1.904177,10.47297,21.898029,2.8562651,15.23341,1.342445,0,0.2856265,0,0,0,0,116.1548,0.019041801,4.7604418,18.08968,3.8083539,4.7604418,7.6167068,20.94595,62.83783,100.9214,1.904177,0.95208842,8.5687952,134.24451,476.04419,2.8562651,41.891891,56.17321,190.41769,6.664619,4778.5322,290.38699,9934.0908,0,0,8052.7642,1257.709,612.19287,216.1241,11223.22,152.3342,115.2027,375.1228,31.418921,53.316952,1905.129,5.7125311,2.8562651,67.598267,90.448387,10.47297,18.08968,35.227268,1201.536,210.4115,1003.501,434.15231,275.1535,11.42506,0,0,0.95208842,0,2.8562651,10.47297,11.42506,4.7604418,49.508598,0,89.496307,2.8562651,0.95208842,69.502457,43.79607,16.185499,18.08968,111.3943,624.57001,2.8562651,35.227268,2.8562651,38.083542,523.64862,5.7125311,15.23341,5.7125311,11.42506,5.7125311,0,0,6.664619,20.94595,0,26.65848,18.08968,5.7125311,331.32681,2.8562651,0,0.95208842,3.8083539,0,6.664619,0,112.3464,63.789921,61.88575,56.17321,4.7604418,263.72849,136.14861,168.5197,142.81329,8.5687952,3.8083539,3.8083539,276.10571,367.5061,0,0,24.754299,9.5208855,38.854729,12.37715,8.5687952,0.95208842,121.8673,0,0,0,58.077389,1130.129,184.7052,0,35.227268,39.035629,4.7604418,22.850121,0,0,88.54422,0,0.95208842,2.8562651,87.592133,50.46069,0,16.185499,51.412769,158.04671,12.37715,81.879601,0,0.95208842,0,0
"Luxembourg",151.87981,15.23589,0.239558,0.095823199,0.52702749,1.101967,0.1437348,0.76658553,0.067555398,0,0.0143735,0,0,0,0,5.8452148,0.00095820002,0.239558,0.91032028,0.1916464,0.239558,0.38329279,1.054055,3.1621649,5.078629,0.095823199,0.047911599,0.43120429,6.7555351,23.955799,0.1437348,2.10811,2.8267839,9.5823193,0.33538121,240.46831,14.61304,499.90961,0,0,405.2363,63.291222,30.807159,10.87593,564.78192,7.6658549,5.7973032,18.877171,1.5810831,2.683049,95.871101,0.2874696,0.1437348,3.4017229,4.5516009,0.52702749,0.91032028,1.772729,60.464432,10.58846,50.498821,21.847691,13.84645,0.57493907,0,0,0.047911599,0,0.1437348,0.52702749,0.57493907,0.239558,2.4914031,0,4.5036898,0.1437348,0.047911599,3.497546,2.203933,0.81449711,0.91032028,5.6056571,31.43001,0.1437348,1.772729,0.1437348,1.916464,26.351379,0.2874696,0.76658553,0.2874696,0.57493907,0.2874696,0,0,0.33538121,1.054055,0,1.341525,0.91032028,0.2874696,16.673229,0.1437348,0,0.047911599,0.1916464,0,0.33538121,0,5.6535678,3.210077,3.114254,2.8267839,0.239558,13.27151,6.8513579,8.4803524,7.186739,0.43120429,0.1916464,0.1916464,13.89436,18.493879,0,0,1.245701,0.47911599,1.955272,0.62285072,0.43120429,0.047911599,6.1326842,0,0,0,2.9226069,56.871059,9.2948494,0,1.772729,1.964375,0.239558,1.149878,0,0,4.4557791,0,0.047911599,0.1437348,4.407867,2.539315,0,0.81449711,2.5872259,7.9533248,0.62285072,4.1203971,0,0.047911599,0,0
"France",8161.1001,781,33.099998,39.900002,16.4,7.0999999,0.1,31.4,2,0.1,0.1,0,0,0,0,584.40002,0.2,11.9,10.4,15.5,22,15.7,4.8000002,95.900002,233.39999,13.3,10.3,17,111,1128.3,22.5,33.5,244.89999,288.5,22.200001,8813.0996,768.90002,6521.5,8790.0615,442.33899,0,2278.3,4121.7002,761.29999,0,292.79999,301.60001,717,156.89999,159.60001,10860.7,10.2,14.5,329.79999,495.10001,15.8,58.200001,319.20001,2493.8999,616,1607.6,1674.3,746.09998,37.200001,0,0.30000001,2.5999999,0.69999999,3.9000001,16.5,151.3,17.4,47.900002,185.10001,580.40002,44.5,21.1,52.5,5,11.8,41,833,1686.2,632,22.200001,2.2,109.3,92.400002,29.5,33.400002,13.6,5,7.5999999,2.0999999,0.1,22.6,83.099998,2.3,68.400002,19.799999,12.4,644.70001,0,0.5,3.2,87.099998,7.0999999,101.8,0.5,672.5,2293.8,417.89999,776.09998,16.6,803.20001,307.5,1370.2,416.5,134.39999,4.9000001,16.4,314.79999,1257.4,4,35.700001,299.29999,3.7,348.29999,577.79999,23.700001,3.4000001,498.89999,0.80000001,396.20001,4.4000001,447.5,3027.6001,360.20001,0,87.099998,18.700001,2.0999999,33,0,1.9,205.89999,0,0.1,8.6999998,322.10001,241,0.2,149.60001,175.8,611.70001,10.4,148.3,0.5,0,0.029999999,0
"Switzerland",1799.4,111.9,10.2,5.9000001,1,0.89999998,0.40000001,0.5,0.40000001,0,0,0,0,0,0,17.4,0.028000001,19.200001,20.4,8.3000002,7.3000002,27.299999,87.400002,58,6.8000002,0.14399999,0.40000001,9.1000004,14.9,172.2,0.80000001,10.5,7.1999998,54.200001,9.8999996,2230.5,146.60001,1405.9,1177.162,59.2379,3445.5,0,449.60001,100.4,0,55.099998,55.400002,1096.4,146.2,79.800003,2973.8999,1,1.1,81.199997,55.900002,7.8000002,14.4,20.700001,486.79999,172,565.09998,124.9,278.70001,27,0,0.2,0,0.40000001,7.6999998,12.265215,0.80000001,0.80000001,0,0,27.6,0.69999999,0.30000001,1.9,0.2,11.8,5.5,8.5,173.60001,0.69999999,1.8,0.80000001,1.9,2.5999999,1.9,14.2,1.4,0,0.222,0,0,3.2,2.5999999,0,2.2,14.3,4.5,72,0,0,0,2.0999999,0,2.5999999,0,9.6000004,172.39999,9.6999998,398,1.3,27.4,81.300003,0.40000001,22.9,1.2,22.299999,0,105.4,125.3,0,0,1,3.0999999,0.1,37.099998,0,6.5999999,89.099998,0.80000001,95,0.2,92.800003,1215.8,70.599998,0,19.200001,1.3,0.80000001,6.8000002,0.61400002,1.7,63.700001,0,0,1.1,29.6,39,0.1,16.799999,28.1,44.799999,0.5,14,2,0.69999999,0.015,0
"Spain",3264.7,127.36,10.97,123.68,0.52999997,23.780001,1.09,12.99,0.039999999,0.0099999998,0.31,0.079999998,0.090000004,0,0,1726.15,0.050000001,2.4200001,21.709999,15.57,23.65,10.3,9.5,92.709999,251.11,3.99,0.80000001,7.0999999,20.98,625.84003,4.9400001,50.959999,94.800003,280.38,14.7,1939.21,155.69,642.17999,480.64279,24.18721,2790.1101,470.78,0,236.81,0,50.41,101.42,177.81,23.059999,37.57,1374.6899,2.6400001,5.25,22.67,58.970001,6.27,49.560001,60.73,381.60001,131.63,384.04999,144.2,158.96001,31.719999,0,0.059999999,0.67000002,9.46,0.18000001,3.5699999,22.200001,45.189999,11.73,0.54000002,108.53,70.419998,2.51,21.879999,0.80000001,17.77,7.3200002,283.42999,844.09998,262.28,9.6199999,6.3099999,200.98,22.99,41.369999,9.3199997,2.4200001,0.36000001,0.64999998,0.38999999,0.02,2.6300001,330.84,7.1500001,0.37,19.549999,3.3699999,209.34,0.0099999998,0.0099999998,1.23,7.4099998,0.050000001,0.37,0.36000001,181.28999,841.69,76.940002,1104.51,6.1500001,887.95001,69.040001,1128.5,172.37,112,0.89999998,1.11,30.33,345.60001,0.079999998,0.12,30.83,0.18000001,18.41,228.62,0.07,0.5,135.64999,0.19,78.360001,2.45,77.720001,1025.02,219.60001,0,31,6.5300002,7.8600001,8.4300003,0,0.16,41.810001,0,0,0.25999999,81.769997,38.029999,0,34.130001,77.720001,148.64999,21.93,32.220001,0.02,0.029999999,0,0
