"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Grenada",17.164,3.938,0,0,0,0.92799997,1.271,9.1040001,2.95,0.60299999,0,0.77899998,0.273,0.15700001,0.121,0,0.0049999999,0.189,0,0,0,0.0020000001,0,0.41,0,0.42500001,0.85000002,0,0,0.23,0,0,0,0.090000004,0,12.242,0.27200001,1.146,0.33323091,0.0167691,0.65200001,0,0.13500001,0.122,0,0,0,0,0,0,0.55500001,0,0,0,0.011,0,0,0,0,0.090000004,0,0,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,5.5830002,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0.045000002,0,0.66900003,0,0,0,0
"St. Lucia",0,0,0.0143,0,0,0.22,1.5224,0,0,0.78696078,0.0077,0,0,0,0,0,0.0308,0.92510003,0.34839067,0,0,0.35530001,0,0.59399998,0,0.39379999,0.484,0,0,0.29699999,0,0,0,0.22,0,16.5,0.198,1.4299999,0.1047297,0.0052703,2.53,0,0.121,0,0,0,0,0,0,0,0.33000001,0,0,0,0,0,0,0,0,0,0,0,0.53899997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55000001,0,0,6.9299998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0.154,0,0,0,0
"St. Vincent and the Grenadines",0,0,0,0,0,0.33000001,0.9691,0,0,0.91566157,0.0462,0,0,0,0,0,0,0,0.56288493,0,0,0,0,0.484,0,0.33219999,0.18700001,0,0,0.23100001,0,0,0,0.176,0,9.46,0.077,1.76,0.2094595,0.0105405,5.7199998,0.11,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66000003,0,0.11,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0
"Antigua & Barbuda",0,0,0.089000002,0,0.019798307,0.1,2.5510001,0,0,0.65072703,0.035999998,0,0,0,0,0,0,0,0.6216197,0,0,0.0070000002,0,0.0099999998,0,0.949,0.23999999,0,0,0.47,0,0,0,0.090000004,0.0020000001,36.599998,0.090000004,1.3,0.095208801,0.0047912002,1.5,0.1,0.029999999,0,0,0,0,0,0,0,0.80000001,0,0,0,0,0,0,0,0,0,0,0,0.76999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.23999999,0,0,0,0
"St. Kitts and Nevis",0,0,0.0088,0,0,0.22,0.92070001,0,0,0.32021245,0.0319,0,0,0,0,0,0,0,0,0,0,0.0539,0,0,0,0.2145,0,0,0,7.4910002,0,0,0,0.27500001,0,10.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66000003,0,0,4.4000001,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",9849.7998,258.89999,4,2.3,0,0,0.1,0,0.111,0,0,0,0,0,0,0,0.5,17.6,6.3000002,0.40000001,0.1,9.1999998,21.700001,6.9000001,14.8,2.4000001,0,2.2,11.8,223.89999,4.5,0.89999998,57.200001,295.70001,6.5999999,312,44.700001,84.300003,92.447777,4.652216,302.39999,162.60001,235.60001,1.9,0,3.4000001,10.3,12.1,4.5999999,15.9,230.7,0,0,7,3.4000001,0,0,6.5,7.4000001,21.299999,151.10001,20,17.200001,0.0040000002,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,0,0,0,0,8.5,0.69999999,0,0.1,0,0,0,0,0,0,0,0.5,0.00063701539,0.37400001,0,0,0,0,0,0,0,0,0,23.1,0,4.4499998,0,0,0.80000001,0.60000002,0.1,0,0,0,0,8.8000002,0,0,0,0.0033249848,0,8.229887,0,0,0,68.400002,0,0,0,12.3,795.79999,7.6999998,0,0.30000001,0.2,0,9.8999996,0,0,9.3999996,0,0,0,5,23.4,0,1.2,10.8,82.300003,0,41.799999,0,0,0,0
"Belize",63.636002,3.039,0.0080000004,0,0,0.0020000001,2.0539999,0.184,0.017000001,0.0089999996,0.0020000001,0,0,0,0.0060000001,7.2820001,0,4.2010002,1.193,0.70899999,0,0.616,0.75300002,0.074000001,0.92400002,0.0040000002,0,0,0.027000001,0.35800001,0,0,0,0.016000001,0,10.132,0.43799999,7.3610001,0.19041771,0.0095822997,0.625,0.34799999,0.447,0.017999999,0,0.067000002,0.011,0.057999998,0.025,0.089000002,0.22400001,0,0,0.0020000001,0.0020000001,0,0,0.003,0.012,0.0099999998,0.111,0.72500002,2.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.80000001,0,4.421,0,0.398,5.6110001,0.27500001,0,0,0,0,0.0070000002,0,0,0,0,0,0,0.045000002,0.183,0,0.0089999996,0,0.66900003,0,0.12,0,0,0,0
"Guatemala",442.41711,11.3025,0.034000002,0,0.24857874,0.20200001,1.017,3.1494999,0.0020000001,0,0,0,0,0,0,124.2726,0.0115,0,4.1977,47.7174,6.9577999,31.1504,10.7625,5.0367999,78.726196,0,0,1.2573,0.1705,18.4818,0.00039999999,0.0024999999,2.642,4.3758998,0.0396,22.0756,3.6066999,14.6755,6.683661,0.33633941,22.879,16.125799,17.868999,0.78259999,0,1.008,0.104,3.9356999,0.15700001,0.73009998,12.0839,0.001,0,0.059999999,0.1723,0,0.0020000001,5.9829998,0.27200001,0.59549999,3.7163,2.1824,1.8764,0.0080000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041000001,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0.0060000001,0,0,0.91659999,0,0,0,0,0,0,0,0,0,0.003,0,0,0.029200001,0.026000001,0,0,0,0,0.0070000002,5.0945001,0.057599999,0,0,0,0.0020000001,0,0,0,0,0.3768,0,16.6238,0,5.5430002,67.834801,0.22570001,0,0.0287,0.69800001,0,0.13330001,0,0,1.8275,0,0,0,0.76020002,0.76020002,0,0.032200001,0.0164,0.0999,0,1.3766,0,0,0,0
"Honduras",320.52972,10.720174,0.103,0,0,0.74839765,0.66608477,39.15062,0.41100001,0,0,0,0,0,0,37.965748,0.12800001,63.59214,0,8.9298677,3.8470457,37.073303,40.936592,5.8149738,90.497635,0,0,0.87511623,0.63034362,10.957365,0,0,0.097475819,1.3516647,0.011,16.448502,2.5322051,19.162663,7.5786238,0.3813763,24.479427,13.251296,5.9027023,1.0148315,0,0.385571,0.0067961714,2.0491583,0.16679195,0.54694766,15.817076,0,0,0.020578228,0.0099999998,0,0,0.39315248,0.31517181,0.13430001,2.4975471,0.26535085,3.1170599,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63034362,0,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63467586,0,0,0,0,0,0,0,0,0,1.7740599,0,0,0,4.7568197,39.74847,0.18628712,0,0.039999999,0,0,0.14300001,0,0,0.02,0,0,0,0.089894362,0,0,0.02,0,0.0064983875,0,0.33000001,0,0,0,0
"El Salvador",325.836,9.3380003,0.017999999,0,0.303,0.046,1.4119999,0.029999999,0,0,0,0,0,0,0,89.544998,0.116,149.646,10.595,0,2.3959999,54.134998,30.559999,8.1409998,72.713997,0,0,0.13,2.8670001,5.9109998,0.0020000001,0,0.249,2.29,0.017999999,11.449,0.131,15.44,5.645884,0.28411579,4.855,4.0910001,12.455,1.252,0,0.0070000002,0.023,0.97399998,0.0080000004,0.34,6.3239999,0,0,0,0.02,0,0,0,0,3.5439999,4.1830001,1.8940001,1.191,0.0020000001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.18000001,0,0,0,0,0,0,0,0.035999998,0,0,0,0,0,0.0099999998,0,0,0,0,0,0.60000002,0,0,0,0,0,0,0,0,0,2,0,9.5699997,0,6.5999999,49.618999,0.016000001,0,0.0099999998,5.71,0,0.186,0,0,0,0,0,0,0,3.2579999,0,0.17,0,0.027000001,0,3.1199999,0,0,0,0
"Nicaragua",71.124001,10.559,0,42.085999,0,0,0,0.029999999,0,0,0,0,0,0,0,144.134,0,25.521999,7.0019999,9.073,0,15.145,18.709,7.8730001,6.2820001,0,0,0.41,5.8340001,13.183,0,0,0.014,32.119999,0,10.486,5.0250001,15.447,5.1698399,0.26016,41.104,21.097,39.139,0.0099999998,0,29.952999,4.119,3.7750001,0.634,20.709999,11.169,0.037999999,0,5.7360001,0,0,33.089001,7.6859999,299.05899,1.191,12.022,2.596,2.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0.352,0,0,7.9569998,2.4000001,30.719,0.11318848,0,0.0099999998,0,0,0.039999999,0,0,3.7179999,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0
"Costa Rica",380.23401,18.497999,0.0049999999,0.029999999,0.63700002,0.108,0.616,1.521,0.017999999,0.0060000001,0,0,0,0,0,31.983999,0.001,46.429001,7.2080002,30.094999,8.9239998,0,20.496,7.2129998,123.679,0,0,15.576,14.046,23.879,0.001,0.30199999,3.6229999,6.8969998,0.056000002,20.406,3.813,9.6859999,9.0067568,0.4532437,15.953,9.4029999,25.704,0.384,0,0.2,0.25600001,4.4219999,0.126,1.413,20.171,0,0.003,0.33000001,0.001,0,0.017000001,0.141,0.59200001,2.184,5.4039998,0.69800001,2.309,0,0,0,0,0,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.0080000004,0,0,0,0.0040000002,0,0,0,0.025,0,0,0,0,0.245,0.013,0,0.001,0,0.041000001,0,2.2460001,0.001,0,0,0,0,0,0,0,0.176,0.33199999,0,19.610001,0.075999998,7.1240001,105.233,0.148,0,0.0060000001,0,0,0.017000001,0,0,0.056000002,0,0,0.0020000001,0.108,0.93099999,0,0.034000002,0.001,0.322,0,0.037999999,0,0,0,0
