"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Costa Rica",512.79999,28.065001,0.168,0.059,0.12899999,0.48500001,0.486,1.467,0.046,0.0080000004,0,0,0,0,0,74.300003,0.030999999,64.584999,6.1900001,36.993,8.9960003,0,27.406,16.645,89.083,0.001,10.704,9.4300003,5.0190001,33.654999,1.729,0.97299999,5.9400001,3.625,0.086999997,22.129,4.3060002,22.148001,8.3479013,0.4420985,12.359,14.171,23.669001,0.38299999,0,0.089000002,0.495,3.3829999,0.093000002,1.673,26.726,0.0049999999,0,3.733,0.02,0,0,0.123,2.3069999,1.96,9.6389999,1.089,3.536,0.045000002,0,0,0,0,0,0,0.000019964369,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.025,0,0,0,0,0.0070000002,0,0,0,0,0,0.041000001,0,0,0,0.0049999999,0,0,0,0.056000002,0,0,0,0.014,0,1.591,0,0,0,0,0,3.4860001,0.153,0,0,0,0,0,0,0,0,0.285,0,35.111,0.149,26.882,116.997,0.33899999,0,0.014,0,0,0.059999999,0,0,0.127,0,0,0,0.338,0.505,0,0.163,0.015,0.43599999,0,0.035999998,0,0,0,0
"Panama",448.83801,13.205,0.0049999999,0.15899999,0.0040000002,0.19,0.34999999,2.687,0.003,0,0,0,0.0037037036,0,0,110.678,0.0020000001,16.593,2.9549999,5.8629999,0.53100002,39.561001,0,21.622999,52.382,0.0023091249,0,26.166,9.4759998,26.872999,0.024,0.074000001,6.9330001,9.3149996,0.057999998,14.946,3.7349999,15.023,6.5814509,0.34854859,10.321,7.7119999,16.702999,1.8789999,0,0.035,0.59500003,2.0039999,0.079000004,1.211,14.731,0,0.0099999998,0.090000004,0.12800001,0,0.017999999,0.066,0.105,0.82800001,5.9219999,0.82499999,5.4000001,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0254234,0,0,0,0.0056565711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43200001,0,0,0,0,0,0.017999999,0,0,0.048999999,0,0,0,0,0.074000001,0,0.022,0,0,0,0.49599999,19.344,0,0,0,0,0,0,0,0,1.188,0,32.855999,0,24.124001,96.066002,0.458,0,0.083999999,0,0,2.586,0,0,0.25299999,0,0.0080000004,0,0.43700001,0.382,0.035,0.35100001,0.27700001,0.142,0,4.73,0,0,0,0
"Colombia",1514.66,174.55,0.264,0.63999999,0.0099999998,1.09,0,0.16,0.30000001,0,0,0.1,0.0099999998,0,0,148.62,0.0099999998,2.0599999,2.29,0.029999999,0.0010562551,1.14,132.08,0,120.52,0.95482314,0,37.82,66.139999,150.5,3.4000001,0.86000001,55.700001,58.220001,10.47,127.61,2.8699999,75.489998,33.81897,1.7910269,166.02,111.31,114.61,0.51999998,0,21.959999,2.4000001,11.04,3.96,3.76,72.849998,0.0099999998,0,11.1,0.02,0.0099999998,0.27000001,9.7200003,7.7800002,19.879999,56.82,12,9.9899998,0.37,0,0,0.059999999,0,0.0099999998,0,0,0.0099999998,0,0,0,0,0,2.8,0,0,0,0.31999999,0,0,0,0,0,0.059999999,0,0,0,0,0,0,0,0,0,0,0,0.059999999,0,0.54000002,0,0,0,0.029999999,0,0.116,0,0.83999997,0,0,0,0,0.02,1.73,0,0.02,0.0099999998,0,0.090000004,39.93,0.0099999998,0,0,0,0,0,0,0,0,5.0500002,0,10.48,0.85000002,8.1800003,386.16,0.37,0,0.13,0,0,0.12,0,0,0.02,0,0,0,0.44999999,10.95,0,0.13,0.1,7.27,0.28,0.91000003,0,0,0,0
"Venezuela",4278,254.8,0.90799999,16.5,0.40000001,0.89999998,0.5,17.200001,0.003,0.0048925928,0,0.2,0,0,0,108.6,0,2.2,2.4000001,0,0.13836943,2.3,107.4,116.6,0,8.5818624,3,8.8000002,70.5,408.79999,0.2,7,82.5,79.5,3.0999999,325.29999,30.9,158.2,147.3941,7.8058801,340,149.89999,250.60001,8.6000004,0,1.926,3.5999999,35.099998,2,12.1,477.89999,0.02,0,2.5,1.6,0.081,2.3,35.400002,2.5999999,38.299999,76.800003,38.799999,39.400002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017999999,0,0,0,0,0,0,0,0,0,6.9000001,0,2.78,1.5,0,0.2,2.5999999,0,0,0,0.1,0,35.200001,1.6,0,0,0,0,0,0,0,0,0.1,0,92.199997,0,39.299999,582.20001,1.6,0,2.3,0,0,0.257,0,0,0.5,0,0,0,1.7,7.0999999,0,0.02,9.6000004,11.9,0,61.299999,0,0,0,0
"Guyana",66,4.9499998,0.0396,3.5172474,0,0.60939997,4.2526002,7.5019999,1.6896,0.79163051,0.14300001,0.12132891,0.45385185,0.23362269,0.001290733,0.0011,0,0,0,0,0,0,0,1.276,0,0,0.91820729,0,0,2.8929999,0,0,0,0.011,0,27.83,0.011,1.4299999,2.50722,0.1327804,1.65,0.33000001,0.44,0.088,0,2.3276,0,0.11,0,0,3.4100001,0,0,0.022,0,0,1.0480752,0,0.11229377,0.066,0.22,0.055,1.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0.0010667635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,2.3099999,0.82994133,1.1,9.8999996,0.042433359,0,0.077,0,0,0,0,0,0.033,0,0,0,0.154,0,0,0,7.04,0,0,0,0,0,0,0
"Suriname",92.290756,0.72549021,0.028011205,0,0,7.2005601,2.5109243,28.706442,0.21568628,0.00021370371,0,0.080112047,0.1232493,0.005602241,0,0.13333334,0,0.19327731,0,0.039215688,0,0,0.29075631,2.3759103,4.1187677,2.647619,0,0,0.033613447,26.17647,0,0,0,0.00056022411,0,6.6285715,0.27000001,57.874508,2.8301189,0.1498809,2.1294117,0.5131653,0.030252101,0.11764706,0,0.011204482,0,0.091316529,0,0.011204482,1.9742297,0,0,0.011204482,0.029999999,0,0.27450982,0,0,0,0.076750703,0.19943978,0.4627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050420169,0,0,0,0,0,0,0.0056074765,0,0,0,0,0,0,0,0,0.4605042,0,2.9137254,0,0.90868348,3.8476191,0.044817928,0,0.12,0,0,0,0,0,0.016806724,0,0,0,0,0.20728292,0,0,0.00056022411,0,0,0,0,0,0,0
"Ecuador",558.76001,33.209999,0.192,0,0.0013947382,0.31,0.0040000002,0.61000001,0,0,0,0,0,0,0,92,0.0049999999,7.1900001,0.64999998,0.090000004,0,6.73,18.98,43.279999,219.37,0.110838,0,0,24.09,117.34,0.23,0.02,38.09,13.83,0.98000002,48.75,3.04,25.950001,12.86849,0.68150562,41.349998,51.330002,65.330002,2.26,0,0.73000002,0.77999997,10,1.8200001,6.0700002,80.629997,0.02,0,2.8699999,0.13,0,0.14,0.51999998,1.62,1.3099999,16.469999,3.8099999,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76599997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,16.700001,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3400002,0,0,0,0,0,7.3000002,0,0,0,0,0,0,0,0.87646294,0,0.13,0,36.720001,0,11.9,282.42999,0,0,0.13,0,0,0,0,0,0.02,0,0,0,3.1700001,1.4,0,0.090000004,3.29,1.03,0,2.04,0,0,0,0
"Peru",895.25,94.129997,7.0799999,2.6800001,0,0,0.029999999,5.4499998,0,0,0,0,0,0.050000001,0,43.720001,0.0099999998,1.97,0,0,0.079999998,0.95999998,75.32,97.5,52.150002,0.029999999,0,22.700001,0,197.50999,34.34,9.9799995,96.760002,137.96001,11.57,101.46,12.56,60.41,65.55809,3.4719059,69.260002,100.73,61.529999,1.4400001,0,0.97000003,0.11,17.139999,4.2199998,5.0599999,73.260002,0.11,0.0099999998,0.36000001,0.31999999,0,0.28,5.0599999,14.98,5.5599999,44.720001,2.6800001,9.6199999,0,0,0,0,0,0,0,0.00026619158,0,0,0,0,0,0,0.44999999,0,0,0,0.02,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1900001,0,0,0,0,0.029999999,0,0,0.059999999,0,1.26,3.0999999,0,0,2.01,0,0.0099999998,0,0.029999999,0,7.2199998,0,0,0,0,0,0,0,0.11703511,0,21.530001,0,20.16,10.83,12.01,250.99001,1.16,0,0.25999999,0.13,0,0.74000001,0.02,0,0.16,0,0,0,0.13,9.6899996,0,0.029999999,0,16.17,0,45.919998,0,0,0,0
"Brazil",3771.02,513.83197,4.8839998,4.0149999,0.022,0.27500001,24.507999,7.48,0.022,0,0,0,0,0,0,264.40701,0,0.64899999,0.16500001,0,0,0.78100002,57.980999,22.417999,189.541,0.242,27.929001,22.517,132.099,0,16.016001,73.161003,414.733,673.453,274.19699,449.29501,20.9,341.04401,148.09689,7.8430991,718.47601,398.871,131.714,35.529999,0,121.363,188.30901,24.771999,23.528999,30.107,398.07901,0.22,0,4.3779998,0.495,0.055,3.3770001,39.973999,95.744003,71.598999,190.42101,78.242996,41.415001,1.661,0,0,0,0,0,0,0,0,3.927,0,0.132,0,0,0,0,0.094254121,0,0.41800001,245.586,0,0.50599998,0,0.242,5.9400001,0.022,0.99000001,0.041999999,0,0,0,0,0,121.033,0,0.27543536,3.138,0,78.088997,0,0,0,0.033,0.033,0.0080000004,0.088,68.981003,125.906,1.452,2.105,0,408.20999,41.448002,1802.933,0.82499999,0,0,43.801998,37.609001,1080.277,0,0,171.41299,0,117.557,87.010002,131.274,0,425.50201,0,28.511999,0,19.921,1033.12,3.3440001,0,9.2180004,23.496,0,0.396,0,0,6.4460001,0,0,0,43.604,68.672997,0,2.178,0.14300001,124.982,0.022,16.599001,0,0,0.68081307,0
"Bolivia",160.957,8.5129995,0.033,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,7.888,0.0020000001,0.00039999999,0,0,0,0.82499999,17.454,1.8789999,1.16,0,0,0.28999999,11.821,155.841,0,0.77899998,46.256001,107.047,1.092,6.79,0.97000003,15.573,8.8417482,0.46825221,13.067,6.118,5.1459999,0.18000001,0,0.85000002,2.9849999,2.2590001,0,1.684,7.4790001,0,0,0.23,0,0,0,0,3.4289999,0.97000003,10.574,0.31,2.7850001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0,0,0,0,1.033,0,0,0,0,0,0,0,0,0,4.3109999,0,6.8639998,0,7.1459999,76.445999,0,0,0.02,0,0,0.176,0,0,0,0,0,0,0.050000001,0,0,0,0,0,0,0,0,0,0,0
"Paraguay",60.811298,0.5643,0.1,0,0.0025299999,0,0,0,0,0,0,0,0,0,0,1.1253,0,0.0033,0,0.0836,0,0.0352,5.8971,0.35749999,7.0576,0,0.00088000001,0.1133,0.39930001,185.9066,0.3883,0,6.4173999,50.709999,8.3281002,37.382401,0.080300003,2.0438001,4.5205932,0.2394072,7.4998002,6.2579002,8.3760595,0.88770002,0,0.017000001,0.3883,0.53570002,0.071500003,0.5302,28.550501,0,0,0.0264,0.029999999,0,0.0286,0.1309,0,0.0088,1.6819,0.062700003,0.39820001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6122999,0,0,0,0,0,0,0,0,41.838501,0,0,0,0.0242,0.0165,0.01441,0,0,0.0011,0,0.64020002,0,0,0,0,0,0,0,0,0.0121,0.084810004,0,17.662701,0.036850002,2.8171,33.0154,0.43779999,0,0.022,0,0,0.0231,0,0,0.0539,0,0,0,0.0385,0.084700003,0,0.0011,0.022,0.022,0,0,0,0,0,0
"Chile",773.09998,66.400002,0.086999997,0,0,0,0,2.3800001,0,0,0,0,0,0,0,44,0,0.0118,0,0.032000002,0,0.15000001,2.5,99.599998,143.7,0.36368716,0,37.200001,27.9,380,8.3999996,42.700001,0,159,7.5999999,128.3,9.1000004,33.900002,39.22279,2.077209,129.3,55.5,116.6,3.0999999,0,1.452,0,19.5,0,0,95.800003,0.090000004,0,1.08,1.4,0.032000002,0,4.4000001,0,25.68,51.299999,14.09,19.1,0.0089999996,0,0,0,0,0,0,0.0011945347,0,0,0,0,0,0,0.463,0,0,0,0,75,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0.25299999,0,40.400002,0,0,0,0,0,0,0,0,0,0,0.017000001,0,0,0.46000001,0,20.700001,0,0,0,15.7,15.622697,0,0,0,0,0,0,0,0,57.099998,0,54.599998,0,82.199997,387.20001,0,0,0.33000001,0.0099999998,0,2.7420001,0,0,1.14,0,0,0,23.879999,11.11,0,1.99,0.1,14.94,0,16.01,0,0,0.016270341,0
"Argentina",957.33002,56.779999,0.20999999,0.94,0,0,0,16.040001,0.003,0,1.29,0,0,0,0,153.03999,0,0.039999999,0.1,0.090000004,0,4.3299999,21.67,30.07,12.61,0.54000002,0,21.969999,46.209999,819.29999,304.78,70.160004,152.42,0,113.95,7.3400002,6.6799998,122.58,182.0583,9.6416693,236.28999,112.95,121.43,5.6100001,0,13.51,16.33,18.940001,2.99,1.55,371.54001,0.02,0,18.91,10.15,0,3.6500001,30.98,90.470001,17.940001,73.059998,3.8,14.26,0,0,0,0,0,0,0,0.0088608526,0,0,0,0.15000001,0,0,0.079999998,0,0.0041565481,0,0.11,0.11,0,0,0,2.25,0,0,0,0,0,0,0,0,0.039999999,0,0,0.0034665777,0.0099999998,0,48.799999,0,0,0,0,0,0,0,0.029999999,18.120001,3.48,0,0.039999999,0,2.6700001,0,0.050000001,0,0,0,13.01,25,0,0,0.02,0.1,0,1.5599999,0,0,12.77,0,29.15,0,45.439999,441.47,2,0,0.54000002,2.5899999,0,1,0,0,0.079999998,0,0,0,1.41,46.349998,0,0.50999999,0.039999999,53.900002,0.003,3.3,0,0,0,0
"Uruguay",91.244003,15.658,0.052999999,0.19499999,0,0.0020000001,0,0.0089999996,0,0,0,0,0,0,0,86.097,0,0.003,0,0.022,0.028999999,0.027000001,3.872,0.61199999,0.86500001,0,0,0.111,3.9059999,279.07501,0.068000004,11.01,17.014999,156.711,0,34.972,0.78200001,14.551,5.5937591,0.29624119,38.279999,20.368999,22.857,0.472,0,2.434,2.0009999,7.3850002,1.598,2.283,24.84,0.043000001,0,0.153,0.44999999,0,0,0.02,3.2509999,2.8050001,6.4710002,1.388,4.612,0,0,0,0,0,0,0,1.058,0,0,0,0,0,0,0,0.0060000001,0,1.296,0.037999999,52.449001,0,0,0,0.041000001,0,0,0,0,0,0,0,0,0.001,0,0,0,0.050999999,0,2.803,0,0,0,0,0,0,0,1.275,0,1.719,0,0.801,17.979,0.42199999,0,0.0040000002,0,0,0,3.4430001,4.7509999,0,0,0,0,0,19.745001,0,0,1.712,0,9.6599998,0.193,5.5599999,36.396,0.93699998,0,0.046,2.46,0,0.50800002,0,0,0.026000001,0,0,0,2.6159999,3.152,0,0.25400001,0.118,3.4749999,0,2,0.003,0,0,0
"United Kingdom",15136,2572.5,50.700001,21.1,0.89999998,14.2,140,62.299999,38.599998,61,10.3,66.800003,33.099998,7.3000002,7.8000002,396.79999,36.900002,12.3,7.6999998,3.2,1.2,27.1,8.3000002,106.7,149.10001,99.900002,20.5,23.4,151.2,1045,24.6,2.3,185.5,105.6,65.900002,0,5744.7002,11738,6804.917,360.38321,13702.3,5390.3999,3582.6001,1393.5,0,297.29999,497.10001,1286.6,137.2,232.5,8576,86,0,287.39999,585.79999,193,39.799999,150.89999,1451.1,2524.1001,4863.3999,5395.2998,3076.8999,292.39999,0,0.30000001,0,0,4.9000001,11.4,18.5,4.8000002,14.4,19.1,146.39999,30.9,0.69999999,11.9,20.700001,185.2,4.1999998,23.5,257.20001,8.3000002,0.40000001,2,3.0999999,13.9,60.799999,211.7,43.900002,2.0999999,6.9000001,1.4,0.40000001,21.299999,3.9000001,11.4,49.900002,132.10001,72.099998,1073.4,0.80000001,19.299999,61,11.6,0,270.60001,1.7,100.4,285.29999,23.9,218.8,30.299999,310.89999,829.40002,179.89999,216.39999,41.900002,15.3,47.299999,715.90002,634.5,3.8,1.6,135.5,100.8,8.5,155.60001,81.400002,18.5,643.09998,6.3000002,1658.4,1.1,1540.6,8966.2998,883.20001,0,274.39999,57.799999,6.1999998,88.900002,0.56900001,13.7,392.60001,0.30000001,1.1,0.5,652.79999,777,53.900002,331.20001,237.39999,1104.2,76.099998,795.70001,0.81670171,7.1999998,92.300003,0.89999998
"Ireland",2318.78,128.27,19.870001,0.22,0.029999999,0.029999999,0.38999999,1.04,0.028999999,0.039999999,0,0,0.059999999,0.15000001,0.0099999998,6.27,0.0099999998,0.86000001,1.6799999,0,0.5,0.47999999,0.090000004,5.6100001,0.050000001,0.0099999998,0.029999999,10.28,0.81,39.009998,0,0.017000001,5.7600002,7.5900002,0.82999998,5692.8198,0,505.17999,279.4505,14.79949,597.57001,101.9,181.32001,61.599998,0,12.7,76.120003,50.299999,5.6700001,11.28,334.97,1.1799999,0.16,9.54,20.84,9.0500002,3.3699999,28.459999,48.32,123.47,207.86,81.459999,126.05,5.1199999,0,0,0,0,0,2.1400001,1.85,0,0,0,14.29,52.540001,0,0.76999998,0.059999999,26.65,0.0099999998,0.57999998,3.6500001,0.38,0,0,0.40000001,0.43000001,0.16,10.83,0.56,0.15000001,2.1400001,0,0,0.19,0,0.0099999998,0.25,4.0999999,1.78,9.3000002,0,0,4.79,0,0,2.8,0.0099999998,6.21,0.07,8.7700005,9.1400003,2.3099999,0.30000001,21.74,0.2,4.9000001,4.1300001,0.44,0.17,25.809999,1.02,0,0,0.07,0.34999999,0.079999998,0.27000001,0.20999999,0.12,38.549999,0,113.68,0.02,52.810001,591.62,27.75,0,17.120001,0.54000002,0.02,4.6700001,0,0,24.030001,0,0,0,24.34,32.330002,0,12.5,12.15,9.4399996,0.28999999,16.110001,0,0,0.039999999,0
"Netherlands",6579.6001,571.70001,5.0999999,47.799999,2.7,2.2,48.599998,3,0.12800001,0.041046668,2.4000001,0,0.035925925,0.1,0,192.60001,0.013,25.5,18,6.5,12.1,38.5,42.799999,182.89999,89.699997,9.3000002,62.700001,13.2,29.1,806.09998,0.69999999,17.299999,130.2,342.60001,22.6,7020.5,793.90002,0,12586.05,666.54773,6653.7002,1368.1,1301.9,528.5,0,198,237,779.5,115,165.60001,3426.2,22.9,6.1999998,232.2,241.5,17.799999,44.099998,111.6,1368.8,854.90002,2001.2,1375.4,1081.5,11.6,0,0.1,0.40000001,4.6999998,0,5.3000002,14.3,4.8000002,0.1,3.5,247.8,3.8,1.5,39.200001,14.9,15.8,19.299999,302.10001,384.89999,63.400002,0.60000002,0.2,19.9,29.200001,31,60,38.400002,8.1000004,11.5,0,0,10.5,172.60001,3.2,2.0999999,28.799999,35.299999,188.8,0,0,3.9000001,3,0.80000001,13.7,0,82.199997,746.5,60.599998,149.3,17.1,965.59998,264.70001,224.3,47.400002,88.900002,4,3.7,358.79999,945.5,0,0,848.59998,2.9000001,2.2,124.7,71.400002,5.5999999,351,3.2,776.09998,0.1,544.90002,3034.8,156.5,0,75.099998,19.700001,2.5,33.599998,0.257,0.40000001,522.29999,0,0,0.40000001,359.70001,237.3,0.89999998,186.10001,312.70001,397.5,7.3000002,76.5,0.1,0.1,0.1,0
"Belgium",3755.7009,550.06879,2.754143,3.3239651,6.173079,31.435209,2.2792909,12.63107,0.094970398,0.094970398,0.85473388,0.094970398,0,0,0,212.7338,0.094970398,6.6479311,13.20089,0.66479307,13.58077,14.24557,19.468941,49.004749,101.5234,4.2736702,1.519527,9.9718962,103.9926,445.7912,7.8825459,27.256519,41.407108,186.237,9.1171627,6213.251,545.41522,13568.81,0,0,12408.84,1539.4709,945.33582,272.28021,19223.82,182.9131,132.8636,608.66559,76.736107,79.490257,3368.981,7.7875762,0.1899409,89.272209,182.0583,18.139351,16.239941,55.177818,1221.225,334.20099,1794.4659,492.23181,473.52261,17.664499,0.094970398,0,0.3798818,0.1899409,21.083441,6.4579902,10.9216,0.56982273,45.490841,0,132.38879,51.09409,2.849113,169.2373,50.239361,14.15059,7.1227832,89.36718,144.64,20.798519,40.837292,4.7485218,52.803558,608.85553,5.698226,14.34054,7.9775171,28.301189,4.6535521,0,0.56982273,5.3183451,141.411,1.044675,53.753269,35.328999,5.698226,365.35129,0.66479307,0,2.18432,7.9775171,0.094970398,16.809771,0,158.2207,186.5219,129.4447,347.4968,39.032848,351.77051,175.6953,302.19601,65.149719,41.1222,10.06687,9.3071032,412.55161,424.8028,0.2849113,0,12.15622,9.5920143,0.34189361,41.786991,24.312429,12.82101,196.3989,0.4748522,0,0.1899409,147.58411,2110.3379,317.2962,0,59.261551,28.39616,4.3686399,39.79261,0,4.2736702,167.9077,0,0.094970398,2.849113,121.5622,102.1882,0.1899409,28.11125,97.724579,246.6382,6.837872,108.8361,0,0.56982273,0,0.4748522
"Luxembourg",198.899,29.13122,0.1458573,0.1760347,0.32692149,1.664785,0.1207095,0.66893172,0.0050296001,0.0050296001,0.045266099,0.0050296001,0,0,0,11.26622,0.0050296001,0.35206929,0.69910908,0.035206899,0.71922731,0.75443429,1.03106,2.5952539,5.3766022,0.2263303,0.080472998,0.52810401,5.50737,23.608761,0.41745359,1.4434839,2.192889,9.8629713,0.48283789,329.04901,28.884769,718.59363,0,0,657.16248,81.529198,50.064259,14.41975,1018.079,9.6869364,7.036356,32.234459,4.0638862,4.209743,178.4187,0.41242409,0.0100591,4.727788,9.6416693,0.96064627,0.86005509,2.9221749,64.675133,17.69903,95.033569,26.06822,25.077391,0.93549848,0.0050296001,0,0.020118199,0.0100591,1.116563,0.3420102,0.5783996,0.0301774,2.4091599,0,7.011209,2.705904,0.1508868,8.9626789,2.6606381,0.74940473,0.37721711,4.7328181,7.6600232,1.101474,2.1627121,0.25147811,2.7964361,32.244518,0.3017737,0.75946379,0.42248321,1.498809,0.2464485,0,0.0301774,0.28165549,7.489017,0.055325199,2.8467319,1.870997,0.3017737,19.348721,0.035206899,0,0.1156799,0.42248321,0.0050296001,0.89023238,0,8.3792505,9.8780594,6.8552928,18.40317,2.0671501,18.629499,9.3046894,16.00407,3.450279,2.1777999,0.53313363,0.49289709,21.848419,22.497231,0.0150887,0,0.64378393,0.50798577,0.018106399,2.213007,1.287568,0.67899078,10.40113,0.025147799,0,0.0100591,7.815938,111.7619,16.80377,0,3.138447,1.503839,0.23135979,2.1073861,0,0.2263303,8.8922653,0,0.0050296001,0.1508868,6.437839,5.411808,0.0100591,1.48875,5.1754189,13.06177,0.36212841,5.7638779,0,0.0301774,0,0.025147799
"France",11295.7,1091.1,10.9,81,14.2,14.1,9.6000004,25,0.89999998,0.090850003,0,0,0.30000001,0.1,0.5,673.29999,0.5,16.299999,13.4,7.5999999,21.200001,22.200001,18.1,141.8,102.7,8.8999996,14.1,19.200001,128.10001,1251,29.700001,21,319.10001,256.60001,51,11173,1228.8,8886,14049.83,744.06842,0,3938.3,6904.7998,1545.4,0,409.79999,352.79999,1288.5,263.10001,228.39999,18486.699,15.4,5.8000002,533.20001,674.29999,23.799999,69.699997,540.90002,2548.2,1165.4,2620,1795.6,1401.3,82.199997,0,0.30000001,0.80000001,2.5999999,2.5,13.4,216.89999,10.8,42.200001,373,574.29999,26.6,55.5,79,17.5,24.299999,28.6,404.60001,573,512,17,13.7,146.89999,111.1,38.5,39.400002,15.3,6.6999998,11.5,2.3,1.6,23.200001,99.400002,6.0999999,59.599998,26.700001,14.3,583.29999,4.8000002,1.4,40.200001,123.9,9.8999996,243.3,1.4,1062.8,1423.4,560.09998,478.5,20,635.09998,496.10001,1014.8,420.39999,70,24.799999,20.700001,488,1218,0.2,7.6999998,291.29999,33.700001,12.6,288.79999,1.8,4.1999998,1098.8,1.5,1236.6,9.5,1110.2,6022.3999,373.70001,0,153.2,27.200001,3.0999999,49.099998,0.63800001,3.4000001,406.39999,0.1,2.3,18.4,477.5,474.29999,1.5394715,171.8,305.60001,950.90002,6.0999999,194.8,1.9,0.30000001,1.094738,0
"Switzerland",2702.3999,197.89999,10.5,8.6999998,1.9,2.3,0.60000002,1,0.27900001,0,0,0,0,0,0,26.299999,0.039000001,31.299999,22.9,5.1999998,11.3,33.400002,175,74.300003,6.1999998,0.16625699,2.1792717,8.3999996,22.5,195.89999,0.1,5.5,5.5999999,49.900002,20.4,3077.5,274.20001,2031.3,1640.994,86.9058,5457.5,0,627,185.39999,0,77.5,70.300003,1954,161,102.9,5133.5,6.8000002,2.3,110.1,76.699997,4.4000001,12.4,19.9,276.89999,326.70001,1000.2,244.89999,531.79999,54.299999,0,0.2,0,0,6.8000002,0.60000002,0.80000001,0.40000001,0.2,0,28.9,0,1.5,0.2,0.1,18.5,6.0999999,19,75.699997,2,0.80000001,0.2,3.2,2.8,0.60000002,14.3,2.2,0.5,0.003,0,0,4.1999998,5.3000002,0.2,15.6,15,4.5999999,268.39999,0,0,0.30000001,2.3,0,4,0,17.4,102.9,15.6,274.60001,3.0999999,51.900002,135.60001,4.8000002,14.4,2.7,50.5,3.2,157.5,128.5,0,0,0.60000002,37.5,0.40000001,28.4,0.1,10.3,160.60001,2.5,281.10001,0.60000002,239.10001,2319.2,124.7,0,40.299999,3,3.4000001,12,0.20900001,6.5999999,102.7,0,0.1,4.1999998,34.200001,78.099998,11.3,16.299999,31.9,62.099998,0.80000001,25.4,0.30000001,0.40000001,0.012502228,0
