"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Samoa"
"Grenada",23.823999,5.8210001,0.0099999998,0,0,0.92500001,1.596,10.576,2.8169999,0.54699999,0,1.2309999,0.722,0.15899999,0.106,0.0070000002,0,0,0,0,0,0.086000003,0,0.5,0,0.289,0.1719888,0,0,0.31,0,0,0,0.2,0,14.994,0.29800001,1.873,0.1899409,0.0100591,0.81900001,0,0.152,0.134,0,0,0,0,0,0,0.77399999,0,0,0,0.028000001,0,0,0,0,0.1,0.2,0,0.95300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60000002,6.381,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.079000004,0,1.015,0,0,0,0
"St. Lucia",0,0,0.0517,0,0,0.70179999,2.0537,2.145,5.7816,0.88758838,0.1408,0,3.1537406,0,0,0.0264,0.0033,0,0,0,0,0.59289998,0,1.133,0,0.45466667,0,0,0,0.671,0,0,0,0.83600003,0,23.870001,0.704,3.8499999,0.31340241,0.016597601,3.0799999,0.11,0.16500001,0.022,0,0,0,0,0,0,1.4299999,0,0,0,0,0,0,0,0,0.27500001,0,0,0.78100002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.88,0,3.52,18.700001,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0.077,0,0,0,0
"St. Vincent and the Grenadines",35.15889,4.6062961,0.002962963,0.002962963,0.012962963,0.6566667,1.7144444,10.914815,3.7118518,0.5837037,0.15851852,0.70444447,0,0.11777778,0.10851852,0.13,0,0.13777778,1.0329629,0.0011111111,0,0.044074073,0.040370371,0.89999998,0.36222222,0.78592592,0.05185185,0,0.0048148148,1.0062963,0,0,0.0025925925,0.41703704,0.084444441,17.418148,0.20888889,1.7648149,0.427367,0.022632999,3.0737038,0.088148147,0.20777778,0.025925925,0,0.088148147,0.0062962961,0.014444444,0.0085185189,0.1174074,1.2540741,0,0,0.011481482,0.0014814815,0.0070370371,0,0.0081481477,0.019629629,0.005185185,0.1525926,0.19259259,0.60370368,0.017407408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044444446,0,0,0,0,0,0,0,0,0,0,0.00037037037,0,0,0,0,0,0,0,0,0,0.0011111111,0,0,0,0,0.00037037037,0,0,0,0,0,0,0,0,0,0.0040740739,0,0,0,0,0,0.0011111111,0.0011111111,0,0,0,0,0,0,0,0,0.39888889,0,1.8448148,0.072962962,0.3188889,3.2362964,0.018518519,0,0.0025925925,0.0011111111,0,0.014814815,0,0,0.0099999998,0,0,0,0.013703704,0.11,0,0.0096296296,0.00074074074,0.044444446,0,0.017037038,0,0,0,0
"Antigua & Barbuda",0,0,0.075000003,0,0.025105288,0.103,2.345,0.95999998,0,0.62001777,0.044,0,1.8370371,0,0,0.0089999996,0.016000001,0,0,0,0,0.015,0,0.68000001,0,1.0956798,0,0,0,0.72000003,0,0,0,0.36000001,0,29.4,0.16,0.60000002,0.1899409,0.0100591,1.8,0,0.059999999,0.050000001,0,0,0,0,0,0,29.1,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.14,0,0,0,0
"St. Kitts and Nevis",262.01999,0,0.0308,0,0,0,1.364,0.55000001,0.29809999,0.46697894,0.0726,0,1.4613703,0,0,0,0,0,0,0,0,0.1111,0,0.077,0,0.24765363,0,0,0,5.8740001,0,0,0,0.23100001,0,14.96,0.011,1.1,0.83573991,0.0442601,1.54,0,0.011,0.121,0,0,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0.66000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",9076.834,412.08859,3.4419,1.5257,0.033,0.089100003,0.41029999,5.1567998,0.017000001,0.0121,0.094599999,0,0,0.022,0,0,0.41690001,15.6772,3.0095999,0.68309999,3.0063,1.584,61.445999,4.4219999,5.5836,1.1858,0,9.0727997,33.904202,194.81441,1.0252,0.76779997,6.9674001,54.160702,9.8130999,246.85429,47.546398,91.987503,114.5818,6.0681658,389.35379,174.5106,199.7336,8.0398998,0,6.3337998,1.9151,14.2615,3.7586999,7.5756998,191.8763,0,0.0055,3.4375,0.0748,0.82279998,3.8324001,0.40920001,12.0472,19.7626,152.3775,30.2269,13.8545,0.45649999,0,0,0.0098999999,0,0.033,0,0,0.097900003,0,0,0.12980001,0,0,15.5595,0,0.21340001,0.094599999,5.7750001,0,2.9303999,0,0.1221,1.1759,0.0352,0,0.2123,0.067100003,0,0,0.0011,0,0.81510001,0.0055,0.1991,0.0484,8.6184998,0,2.3452001,0,0,0,0.1771,0.0011,0,0,29.571301,0,0,0.001,0.62919998,0.9152,1.0362,0,0.0242,0.1793,0.0033,0,9.6282997,0,0.0209,0.0198,0,0.0539,0.1089,0,0.0044,0,51.743999,0.0132,0,23.077999,30.5965,920.67139,5.0676999,0,1.4124,0.57639998,0.0154,9.5612001,0,0,0.59399998,0,0.0033,0.0231,18.350201,10.4478,0.1089,2.1637001,24.6807,25.598101,0.0011,18.825399,0.1177,0,0.0077,0
"Belize",82.903,5.507,0.021,0,0,0.033,2.8299999,0.45500001,0.043000001,0.0080000004,0.0099999998,0,0.0037037036,0,0.02,12.604,0,1.824,1.217,0.667,0,1.056,0.117,0.077,0.022,0.0020000001,0.001,0.0060000001,0,0.315,0,0,0,0.048999999,0.0070000002,11.744,0.48899999,6.2719998,0.1994379,0.0105621,1.074,0.322,0.52100003,0.063000001,0,0.050999999,0.0049999999,0.035,0.0080000004,0.093000002,0.42500001,0,0,0.0049999999,0.0040000002,0,0,0.0020000001,0.022,0.111,0.17900001,0.25,2.5409999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0.029999999,0,2.5840001,0,0.90700001,1.99,0.211,0,0.0099999998,0,0,0.19599999,0,0,0,0,0,0,0.017999999,0.19400001,0,0,0.0080000004,0.037,0,0.57800001,0,0,0,0
"Guatemala",565.12488,20.8932,0.021,0,0.054900002,0.1229,1.8345,1.3252,0,0,0,0,0,0,0,108.9201,0.086199999,0,11.4891,73.556702,3.5421,43.503799,13.2444,11.8658,60.1413,0,0,0.58050001,1.3235,30.4951,0.0024999999,0.1265,3.0077,3.3840001,0.015799999,28.305599,2.7351,11.7465,9.8769255,0.52307439,29.1985,20.4286,22.579599,0.90649998,0,0.048999999,0,5.1998,0,1.4832,50.620899,0,0,3.3073001,0.012,0,0,4.8000002,0,1.8317,7.2377,9.7356997,6.1701002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024999999,0,0,0,0,0,3.0689001,0,0,0,0,0,0,0,0,0,0,0,0,0.027899999,0.070200004,0,0,0,0,0,1.1881,0.26120001,0,0,0,0,0,0,0.0026007802,0,1.7172,0,28.881901,0,24.5739,94.836403,0.53850001,0,0.042399999,0.02,0,0.2868,0,0,0.0416,0,0,0,1.2718,0,0,0.0106,0.2225,0.1629,0,2.2170999,0,0,0,0
"Honduras",323.60001,7.5999999,0.236,0,0,1.1,0.082999997,0.60000002,0,0,0,0,0,0,0,51.099998,0.113,27.4,0,12.6,1.4,18.9,2.1559999,9.8999996,39.299999,0,0,0.2,0.15000001,24.9,0,0,0,2.9000001,0.025,15.4,2.6700001,47.599998,5.8881669,0.31183279,16,12.5,10,0.54000002,0,0,0.398,1.2,0,1.1690922,7.0999999,0,0,3.3299999,0.41,0,0,0,0,0.30000001,1.9,0.40000001,3.3499999,0.0049999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010504781,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0.1,0,0,0,0,0,5.0999999,0,0,0,0,0,0,0,0,0,2.9000001,0,0,0,10.5,85.099998,0,0,0.059999999,0.27000001,0,0.037,0,0,0.07,0,0,0,0,0,0,0.039999999,0,0.02,0,1.05,0,0,0,0
"El Salvador",366.996,15.058,0.0089999996,0,0.249,0.14399999,0.91799998,0.0099999998,0.056000002,0,0,0,0,0,0,90.144997,0.055,128.089,10.252,0,4.1849999,38.852001,8.96,4.329,67.735001,0,0,0.51800001,2.9230001,6.7670002,0.0020000001,0,3.352,2.467,0.001,10.684,2.2390001,13.859,7.2177529,0.3822467,4.4190001,6.0479999,8.1070004,0.92400002,0,0.052999999,0,1.374,0.565,0.35100001,7.994,0,0,0,0.063000001,0,0,0.1,0,0.51300001,3.244,0.68000001,1.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026947038,0,0,0,0,0,0,0,0,0,0.0070000002,0,0,0,0,0,0,0,0,0.226,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0.050000001,0,0,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,4.6999998,0,12.876,0,10.6,62.314999,0.011,0,0.050000001,0,0,0.127,0,0,0,0,0,0,0,0.477,0,0,0,0.085000001,0,4.8299999,0,0,0,0
"Nicaragua",18.978937,20.478601,0,41.365326,0,0,0,6.3672585,0,0,0,0,0,0,0,14.554022,0.012,16.083662,2.4939885,10.282753,0,10.669486,22.932409,3.2152097,7.9883981,0,0,0.15000001,2.9604688,9.9134531,0,0,0.076657243,19.866352,0,14.64744,2.0453947,18.238857,7.5406532,0.39934719,31.826162,23.375727,29.082792,0.044,0,8.1086502,0.99343938,7.275785,0.00089136331,18.946829,21.210445,0,0,2.5599954,0.34099999,0.012,19.766125,0,233.16808,13.447912,15.397272,1.9868488,1.5802493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.12871863,0,0,0,0,0,0,0,0,0,6.7360325,0,0.33000001,0.030478407,0.85375935,19.927992,0.30031478,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047242258,0,0.00089136331,0,0,0,0
