"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Mauritius","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Pakistan","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand"
"Mauritius",1.6,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,17.9,0.2,1.1,1.050666,0.049334399,4.3000002,0.5,0,0,0,0,0,0.1,0,0,1.4,0,0,0,0,0,0,0,0.1,0,0.30000001,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.1,0,0,0,0.30000001,0,0,0,5.6999998,0,0,0,1.6,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0.30000001,0.5,0.30000001,0,0,0,1.2,0,0,0,0,2.5999999,2.0999999,0,7.5999999,0,0,0,1.8,0,0,0,0,0.5,0.94,0,0,4.5999999,0
"Morocco",75.099998,2.5,9.6000004,0,0.14,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.0099999998,0,16.1,0,0,0,0,0,24.299999,2,15.5,10.22011,0.47988939,173.89999,5.5,19.200001,6.4000001,0,2,8.3999996,3.5999999,0.69999999,2.7,27.6,0,0,1.8,0.30000001,0,1.3,5.5999999,19.799999,1.9,11,1.1,2.0999999,0,0,0,0,0.2,0.2,0,0,4.4000001,0,0.1,0.003,0,0,0.40000001,0.5,0.1,0.69999999,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0,9.3000002,0.30000001,0,0,0.69999999,0.2,0,1.3,0,0.30000001,0,0,3.9000001,0,0.02,0,0,12,0,4.9000001,0,0,6,0.40000001,2.4000001,0,0.5,0,0,0.1,0,0,0,0,2.7,1.5700001,0.1,0,0.1,0
"Algeria",67.400002,3.8,2.8,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,8,0,0.104,0,2.5,0,14.3,0,13.2,15.37792,0.72207659,460.60001,5.6999998,9.3999996,0,0,3.7,5.3000002,2,1.27,4.0999999,46.200001,0,0,2,5.3000002,0,3.7,0.89999998,17.9,1.8,4.5999999,1.3,0.80000001,0,0,0,0.1,0,0,0,0.02,9.6000004,0,0,0,0,0,0,1.7,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,6.3000002,0,2.3,0.2,0.30000001,0,0,0,7.5,0.1,0.63,0,0,0,0,0,0,0,8.1000004,0,0,0,0,9.3999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
"Tunisia",44.5,1.3,0,0,0,0,0,0,0.60000002,0,0,0,0,0,0,0.1,0,0,0,0,4.5999999,0,0.30000001,0,0.1,0.1,7.8000002,0,3.3,1.432726,0.067274198,72.400002,2.2,2.5999999,0,0,0.69999999,5.8000002,1.9,0.40000001,1.7,21.200001,0,0,4.5999999,0.1,0,4.5999999,0,3.7,0.2,1.4,0.30000001,0.69999999,0,0,0,0,0,0,0,0,0.60000002,0,0,0,0,0,0.30000001,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.60000002,0.5,0,0.1,0.1,0.1,0.2,0,0.5,1.2,0.1,0,0,0,0,0,0,0,0.5,0,0.40000001,0,0,0.30000001,2.4000001,0.30000001,0,0,0,0,0.60000002,0,0,0,0,0,0,0,0.1,0,0
"Libya",108.6,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0.80000001,0,0.69999999,0,0,0,0.1,0,0,0,73.900002,0.2,35.099998,8.3098097,0.39019051,30.4,8.1999998,3.5,0,0,0.89999998,8.1999998,2.8,3.9000001,5.3000002,159,1.6,0.1,8,6.4000001,1.1,8.3999996,9,4.5999999,0.5,3.4000001,0.5,3.5999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.60000002,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60000002,0.30000001,12.3,0,0.2,0.1,2,0,3,1,14.8,0,0,0,0,0.1,0,0,12.3,0,1.6,0,0,23.700001,2.2,0.60000002,0,4.8000002,0,0,0,0,0,0,0,0.029999999,0.41,0,0,1.7,0
"Sudan",5.5999999,1.9,0,0,0,0,0,0,0.2,0.60000002,0,2.4000001,0,0.1,0,0,0,0,2.8099999,1,3.8,0,0,0,0,0,45.5,0,6.5,5.0622978,0.23770221,9.6000004,2.3,0.2,0,0,1.5,4.3000002,2.4000001,3.8,2.5,14.3,0,0,1.8,0.69999999,0.2,1.3,5.8000002,17.9,0.30000001,2.8,0.40000001,1.6,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,4.1999998,2.0999999,0,0,0,0.0040000002,0.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0.5,10.1,0.2,1.8,0,0,0,0,0.88,0,0,17.200001,0,0,0,0,23.299999,26.799999,0.5,0,0,0,0,0,0,0,0,0,0.5,0.36000001,0,0,1,0
"Iran",239.3,3.0999999,0.60000002,0,0,0,0,0,0.1,0.1,0,0,0,0.69999999,0,0,0,0,0,0.1,0.1,0,0,0,11.3,0,161.10001,0.2,47.299999,25.120461,1.179541,85.599998,25.299999,2.4000001,1.1,0,2.2,13.7,15.8,9.3000002,15.4,78.5,0,0,16.5,0.69999999,0.1,2.5999999,17.1,43.099998,7,18.4,3.5999999,8.3000002,0,0,0,0,0.1,0,0,0,0,0,0,0.001,0,0,0,1.6,0,0,0,0,0,0,0.2,1.7,0.5,0,0,0.57599998,0.2,0,0,0,3.5,0,0,0,0,0,1.6,0,0.5,0,0.1,0,0.1,1.3,0,0.40000001,5.1999998,0,10.8,0.1,0,0,8.3000002,0.69999999,2.3,0,6.9000001,0,1.5,122.5,25.9,3.9000001,0,4.6999998,0,0,0.5,0,0,0,0,2.9000001,1.2,0,0,13.2,0.30000001
"Turkey",121.7,9.1999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1.1,0,0,0,0.1,0.1,99.300003,0.30000001,18.9,12.99005,0.60995293,27.200001,23.200001,2,3.5,0,13.3,8.6000004,11.9,18.700001,12.4,67.699997,0.2,0,5.9000001,0.89999998,0.2,6.4000001,8.8000002,30.5,1.7,11.4,2.7,6.0999999,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.7,0,4.8000002,0.1,0,0,0,29.9,1.1,0.60000002,5.0999999,1.2,4.1999998,11.4,0,0.0099999998,0.40000001,0,0.2,0,0,0,0,11.9,0.40000001,4.6999998,0,0,0,0,0.1,0,0,0,0,1,1.72,0,0,6,0
"Iraq",17,0.69999999,1.3,0,0,0,0,0,0,1.4,0,0,0,0.2,0,0,0,0,0,0,0.69999999,0,0,0,0,0,35.200001,0.1,5.3000002,13.46762,0.63237762,20.799999,8.8999996,1.1,1.1,0,3.7,5.0999999,3.7,4.0999999,7.3000002,20.700001,0,0,3,2.5,0,5.8000002,5.5999999,35.200001,2.2,12,1.3,4.3000002,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.69999999,0.69999999,0,0,0.60000002,0,0.1,0,0,0.30000001,0,0,0,0,0,0.1,0.1,0,0,0,3.4000001,0.60000002,0,8.1000004,4.5,12.2,3.2,0,0,0,0,1.7,0,17.200001,0,0,0.1,0.1,36.200001,16.4,3.0999999,0.2,11.5,0,0,0.80000001,0,0,0,0,21.799999,1.3200001,0,0,14.1,0
"Egypt",37.200001,1.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.1,0,0,0,0.1,0,20.200001,0.2,11.2,2.196846,0.1031538,76.400002,9.6999998,29.9,0.2,0,32.400002,17.4,1.8,5.8000002,23.9,33.299999,0,0.30000001,16.200001,7,0.30000001,11.2,42.799999,106.2,3.2,6.0999999,8.6099997,4.5900002,0,0,0,0,0,0,0.001,0,0.2,0,0,0.0020000001,0,0.89999998,0,0,0.5,0,0,0,0,0,0,1.5,0.2,0,0,0.043000001,0.40000001,0,0,0,0,0,0,0,0,0,0.2,7.0999999,0,1.2,6.1999998,0,2.4000001,3.5999999,0,5.4000001,2.2,0,0,0.89999998,0,3.49,1.1,0,20.4,0,0,0.2,0,10.3,26,6.3000002,0,1.4,0,0,0.30000001,0,0,0,0,0.2,1.02,0.1,0,4.1999998,0
"Syria",20.6,1.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0,0.69999999,0,12.5,0.2,5.6999998,4.6802378,0.2197624,24.200001,5,5.5,0.1,0,5.1999998,5.0999999,4.3000002,3.2,36.5,25.700001,0,0,1.6,0.40000001,0.1,4.5999999,8.6999998,28.4,0.80000001,3.3,0.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.60000002,5,19.799999,4.5,0,15.7,3,0,0.40000001,0,0,0.40000001,0,12,0,0,0,0,8.3000002,1.4,0,0,2.5,0,0,0,0,0,0,0,0.07,0.28,0,0,0.30000001,0
"Lebanon",62.790001,1.88,0.02,0,0,0,0,0,0.61000001,0,0,0,0,0,0,0,0,0,0,0.89999998,2.6900001,0.0040000002,0.029999999,0.23999999,1.89,0,34.09,0.61000001,12.85,11.07019,0.51980537,45.360001,9.6599998,4.5999999,2.0699999,0,3.95,3.3800001,6.4400001,3.0799999,11.18,40.939999,0.1,0,2.77,4.5599999,0.80000001,5.5700002,8.0500002,10.9,2.24,4.96,0.91000003,5.3899999,0,0,0,0.0099999998,0.20999999,0,0,0.0099999998,0.50999999,0.19,0,0.033,0.0099999998,0.30000001,0,0.0099999998,0.36000001,0.60000002,0,0,0.050000001,0.19,0,0.14,0.090000004,0,0,0.0099999998,0.91000003,0,0,0,0.94,0,0,0,0.039999999,0,0.33000001,0.17,0.30000001,0.22,1.3200001,1.86,8.6000004,21.940001,4.3499999,53.900002,0,5.52,0,11.53,0,0.07,0.85000002,1.26,8.04,0,0,0,0,15.83,2.6099999,0.69,0,1.39,0,0,0.11,0,0,0,0,0.029999999,1.15,0.090000004,0.039999999,3.4200001,0
"Jordan",15.6,0.30000001,0,0,0,0,0,0,0,0,0,0,0,4.1999998,0,0,0,0,0,0,1,0,0,0,0,0,19.799999,0.1,4,2.387876,0.1121237,4.5999999,1.3,0.2,0.40000001,0,1,1.2,1.3,1.1,2.4000001,5.3000002,0,0,1.6,0.69999999,0.2,1.1,2.9000001,4.0999999,0.1,2.4000001,0.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.30000001,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0.1,0.5,1.1,3.2,8,9.6000004,0,0,5.8000002,0,0.0099999998,0,0,4.5999999,0,0,0,0,8.1000004,3.2,0,0,1,0,0,0,0,0,0,0,0.1,0.079999998,0,0,0.1,0
"Israel",245.39999,8.6000004,0,0,0,0,0,0,0.40000001,0.1,0,0,0,0,0,0.40000001,0.60000002,0,0.050000001,0.80000001,1.8,0,0,0.2,11.5,2.7,216,0.60000002,51.5,41.166981,1.933012,52.799999,36.5,2.4000001,2.7,0,0,0.69999999,6.3000002,5.3000002,1.6,54.900002,0.2,0,7.6999998,2.5999999,0.80000001,2,9.6999998,0,9.5,14.9,23.700001,4.8000002,0.1,0,0,0,0,0,0,0,2.8,0,0,0.315,0,1.9,0,0,0.1,4.5999999,4.9000001,0.1,2.7,0.1,1.8,1.3,0.40000001,0,0,0,2.0999999,0,0,0.1,5.1999998,0,0,0,0.1,0,0,0,0,0,0,1.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0.1,3.8499999,0.30000001,0,3.0999999,0.2
"Saudi Arabia",126.8,0.89999998,0.1,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0.60000002,0.30000001,0,0,0,0,0.5,0,42.5,0.40000001,26.5,12.0349,0.56510341,14.5,3.3,0.1,0.5,0,0,1.4,0.80000001,0.5,1.7,25.5,0.1,0,3.8,0.2,0.1,0.1,1.4,3.0999999,0.60000002,1.4,0.89999998,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.80000001,0.30000001,0,0,22.799999,7,0,0,0,0.30000001,0,0,0,0.2,0,0.1,0,0,0,15.1,1.2,0.1,1.4,5.8000002,11,59.299999,9.6999998,0,0,0.40000001,1.6,9.3000002,0,0,0,7.3000002,0,0.30000001,52,10.5,12.2,0.40000001,4,0,0,9.1000004,0,0,0,0,3.8,3.27,0,0,6.8000002,0
"Yemen Arab Republic",0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0.60000002,0.095514998,0.0044849999,0.60000002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.30000001,0.80000001,0,0.0099999998,0,0,0,0,7.23,0,0,0,0,0,0,0,1.9,3.0999999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yemen People's Republic",3.4000001,0.1,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,19.48,0,5.0900002,0.6112963,0.028703701,2.3900001,1.34,0.07,0.2,0,0,1.25,0.2,0,2.79,3.77,0.28,0,0.2,0.0099999998,0.0099999998,0,0,2.0899999,0,0.40000001,0.40000001,1.83,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,1.59,0.2,0,0,4.3600001,2.01,0,0,0,0.15000001,0,0,0,0,0,0.0099999998,0,0,0,1.16,26.469999,0.02,0.69999999,3.3399999,0.51999998,0.99000001,0.11,0,0.88,4.6500001,0,29.879999,0,2.71,0,0.07,0,0,28.42,9.8999996,4.2800002,0,2.73,0,0,2.2,0,0,0,0,0.27000001,2.8099999,0,0,5.3000002,0.0099999998
"Kuwait",104.7,1.8,0,0,0,0,0,0,0.30000001,0,0,0,0,0.30000001,0,0,0,0,0.059999999,0.1,0.30000001,0,0,0,1.8,0.2,78.099998,0.60000002,13.4,7.4501739,0.34982589,13.4,11.5,1.9,0,0,1.8,2.8,2.3,4.5,4.1999998,31.4,0.1,0,2.3,1.2,0.30000001,2.9000001,4.1999998,6.3000002,0.30000001,4.5999999,1.1,7.3000002,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0.89999998,0.40000001,0,0,1,0.30000001,0,0,0,0.60000002,0,0,0,0,0,0.2,0,0,0,0.1,10.3,1.4,7.6999998,8,8.8000002,22.4,6.9000001,0,0.69999999,0,0.029999999,0,0,23.200001,0,3.3,0.60000002,0.5,78.300003,24.700001,9.8999996,0.69999999,2.7,0,0,1.5,0,0,0,0,1,1.6,0,0,12.2,0.30000001
"Afghanistan",10.524,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.197,0,1.4,0.7641204,0.035879601,2.7,2.7,0,0,0,0,0,0.2,0,0.79400003,1.4,0,0,0,0,0,0,0,47.818001,0,0.1,0.5,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0999999,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,11.983,11.421,3.0539999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China",0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0.40000001,0,0,0.38999999,0.69999999,0,69.800003,0.1,28.9,19.19853,0.90147448,87.699997,19.5,1.3,0,0,0,0,8.1999998,10.03,0,59.599998,0,0,1.1,0,0,0,40.939999,0,11.5,23.799999,6.4000001,2.0999999,0,0,0,0.60000002,0,0,0,0,0,0,0,0,0,0.60000002,0,0,0.69999999,0,0,0,0,0,4.9000001,1.2,7.6999998,0,0,0.041999999,0.5,2.4000001,0,0,0,0,0,0,0,0,7.3000002,9.3999996,0.80000001,0,13.9,1.5,1,5.4000001,16.5,7.5999999,0.0099999998,0.5,0,0,0,0,0,0,0,0,0,0,0,325.5,0,25.5,0,32.700001,0,0,0,9,0,0,0,24.959999,26.52,0,0,89.099998,5.8000002
"Mongolia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.1,5.2199998,0,0,0,0,0,0,0,0,1.88,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taiwan",387,15.7,0,0,0,0,0,0,2.5,1.183,0,0.30000001,3.4000001,0,0,0,0,0,0,1.3,2,0,0,0,0,0,8.6000004,0.1,4.9000001,2.005816,0.094183899,5.1999998,6.5,0.74000001,0,0,0,0,0.69999999,0,0,11.4,0,0,0,0.1,0,0,0,0,0,1.9,2.9000001,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000001,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1.3,0,0,0,1.3,2.7,0.1,2.4000001,0,0,0,0,0,16.200001,0,0,0,0,0,0,0,0,5.8000002,471.70001,2.7,0.60000002,0,0,0,0,24.799999,0,0,0,0,14.86,8.5299997,17.799999,0,24.9,0
"North Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0.1,0.1910301,0.0089699002,3.5,0.40000001,0,0,0,0,0,0.2,2.1300001,0,0.80000001,0,0,0,0,0,0,7.4200001,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.799999,0.30000001,0.1,0,0,0,0,0.2,0,0,0,0,0,2.6199999,0,0,7.9000001,0
"South Korea",452.39999,12.7,0,0,0,0,0,0,1.8,0.80000001,0,0,0,0,1.4,0.1,0.60000002,0,0,1.1,1.5,0,0,0,0.80000001,0,15.6,0,7.5,4.775753,0.2242474,13.7,0.89999998,0.1,0,0,0,0,0.30000001,0,0,21.6,0,0,0,0,0,0,0,0,0.1,8.8000002,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0,0,0,0,0,0,0,0,0,28.299999,0.1,0,0,0,0,0,0,0.89999998,0,0,36.400002,0,0,0,16,0,0,624.09998,12.6,1.3,0.80000001,0,0,0,0.89999998,0,0,1.7,0,33.700001,4.0999999,34.299999,6,11.1,3.3
"Japan",3528.6001,660.40002,33.299999,2.0999999,1.7,0.89999998,2.0999999,0,172.89999,27.9,10.6,15.9,47.299999,2.3,2.5,11,26.9,2.4000001,41.5,194.8,87.099998,8.8999996,1.4,187.10001,41.099998,1.6,257.39999,7.0999999,85.599998,46.13377,2.16623,127.4,117.1,24,7.6999998,0,30.700001,39.400002,10.1,2.3,14.7,75,0.1,0,4.6999998,6.8000002,5,6.5999999,15.3,463.5,6.8000002,51.400002,25.200001,23.9,0.60000002,0,0,1.7,5.0999999,0.80000001,8,0.30000001,11,0,1.3,17.299999,1.3,33.5,3.5999999,1.9,14.5,1.8,0.30000001,1.7,4.5999999,14.2,25.299999,6.6999998,15.9,0,0.2,0.017000001,6.6999998,168.39999,0.80000001,0.30000001,381,0,0,0,2.4000001,0.1,13.4,1.5,0.5,0.5,23.200001,632.5,27.700001,26,27.1,18.5,1.4,0.5,17.700001,612.59998,1.4,11.5,307.70001,0.1,224.2,0.60000002,150.7,34,101.6,0,293.10001,56.900002,12.4,12.3,0,1.4,147,6.5999999,0,2.7,0,343.39999,61.799999,398,251.89999,921.40002,120.5
"India",874.90002,122.9,0,0,0,0,0,0,2,0,0,0,0,0,0,0.18000001,0,0.1,0,1.9,4.9000001,0.89999998,0,0.1,0.2,0,182.3,0.2,27.6,12.99005,0.60995293,50.299999,19.6,1.9,0,0,30,29.299999,6.8000002,14.4,46.900002,63.700001,0,0,17.799999,0.2,0,9.3000002,5.9000001,168,1.2,22.5,2.8,6.4000001,0,0,0.001,0,0.2,0,0,0,0.2,0.2,0,0.022,0.69999999,2.5,0,0,0.2,0,0.1,0,23.6,2.0999999,5.1999998,9.6999998,18.9,0,0,0.0080000004,0,8.3999996,0,0,0,0,0,0,0.30000001,0.30000001,1.9,0.1,1.2,0,20.9,43.700001,0.69999999,3.4000001,54.5,0,0.1,8.1999998,0.60000002,31.299999,0,0.5,4.9000001,13.2,0,0,0.1,0,0.40000001,166.2,0,0,15.8,2.9000001,0,20.200001,37.200001,3,0,0,0,8.8000002,7.8000002,2.9000001,0,51.599998,2.3
"Pakistan",299.60001,24.799999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0,0,121.3,0,13.6,7.3546591,0.345341,30.9,12.4,0.30000001,1.1,0,0.69999999,26.700001,1.2,4.0999999,5,33,0,0,13.3,0,0,4.3000002,5.9000001,36.400002,0.80000001,6.9000001,1,2.7,0,0,0.003,0,0.30000001,0,0,0,0.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0.40000001,0,0,0.0020000001,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,31.6,0.1,0.89999998,0.2,0,0.2,0.5,0,0.80000001,0,1.4,3.5999999,27.9,29.299999,0,0.2,0,25.299999,109.4,0.30000001,0,4.1999998,4,0,0,0.1,0,0,0,0,2.7,36.299999,0,0.30000001,7.8000002,0.30000001
"Myanmar",5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,9,1.7192709,0.080729097,3,0.80000001,0.039999999,0.60000002,0,4.4000001,0.1,0.30000001,0.30000001,5.0999999,4.6999998,0,0.60000002,1.7,1.3,0,0,0.07,2.0999999,0.40000001,0.60000002,1.1,0.89999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.80000001,0,0,0,0.40000001,25.200001,4.5,2.5999999,0,0,0,0,0.1,2.4000001,0,0,0,0.40000001,0.2,0,0.1,2.9000001,0.2
"Sri Lanka",28.799999,7.3000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,53.599998,0.30000001,5.8000002,2.6744211,0.12557849,7.5999999,1.4,0.1,0.69999999,0,0.2,5.6999998,0.40000001,0.60000002,1.2,7.6999998,0,0,0.60000002,0,0,0.89999998,4.8000002,16.299999,0.5,2,0.69999999,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.40000001,0.30000001,0,0,0.001,3,0,0,0,2.4000001,0,0,0,0,0,0,0,0,0,0,8.8000002,0,1.3,4.6999998,0.80000001,1.37,0.5,0.1,3.3,0,4.54,0,0,41.200001,0,0,0,0,19.6,25.6,7.5999999,10.1,0,0,0,15.5,0,0,0,0,0.69999999,3,0,0.1,21,1.1
"Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nepal",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.1,0.095514998,0.0044849999,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,4.3000002,30.299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thailand",216.8,11.1,0,0,0,0,0,0,0.5,0.40000001,0,0,0.1,0.2,0,0.2,0,0,0,0,0.1,0,0,0,0,0,80.300003,0.80000001,22,8.5963535,0.40364531,19.299999,17.700001,0.89999998,0.40000001,0,0.80000001,4.4000001,9,0.30000001,2.8,28.5,0,0,0.40000001,0.2,0,0,0.1,3.5,1.2,12.6,2.0999999,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30000001,0,0.89999998,0,0,0,0,0,0,2.8,0.60000002,2.9000001,0,0,0.0020000001,0,0,0,0,4,0,0,0,0,0,0.1,0,0,0,0,10.5,0.1,3.7,0,0,0.0099999998,0,1.1,18.200001,0,1.4299999,3.4000001,0,0,0,27.700001,0,5.8000002,391.70001,12.1,1.3,0,0.1,0,0.30000001,0,0,1.4,0,0,9.8999996,13.7,3.0999999,8.5,27.799999,2.8
