"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","Germany","Poland","Austria","Hungary","Czechoslovakia","Italy","Albania","Yugoslavia","Greece","Bulgaria","Romania","Russia","Estonia","Latvia","Lithuania","Finland","Sweden","Norway","Denmark","Liberia","Ethiopia","South Africa","Iran","Turkey","Iraq","Saudi Arabia","Yemen Arab Republic","Afghanistan","China","Mongolia","Japan","Nepal","Thailand","Australia","New Zealand"
"Peru",10.59,1.09,0.039999999,0.00031999999,0.002208,0,0,0,0.0099999998,0.0029412,0.029999999,0,0,0,0.36000001,0,0.02,0.0099999998,0.000048000002,1.58,1.8200001,0,6.8000002,0,0.41,1.01,0,3.3199999,0,0.38,0,3.55,0.029999999,0.050000001,0,1.24,0.89999998,0,0.0026420001,0.0045520002,0,0,0,0.0098649999,0.0035349999,0,0,0.66000003,0.20999999,0.44999999,0,0,0,0,0,0,0,0,0,0.14,0,2.3499999,0,0,0.22,0
"Brazil",30.82,0.60000002,0.004888,0,0,2.5799999,0,0,0,0,0,0,0.0047618998,0,0,2.27,0,0,0.029999999,0.52999997,15.79,0.88,21.82,0,5.1500001,7.4200001,0,5.9535599,2.75,1.23,2.29,17.84,0.15000001,0.15000001,0,0.34999999,4.4200001,0,0,0.68000001,0,0,0,0.001938,0,0.0042980001,1.5599999,1.72,0.86000001,0.28,0,0,0.0050582001,0,0,0,0,0,0,0.090000004,0,0.83999997,0,0,0,0
"Bolivia",0,0,0.001157,0,0,0,0,0,0,0,0,0,0,0,0,0.72000003,0,0,0,0.5,0,0,0,0,0.22,0,0,0.17,0,0,0,0.43000001,0.0099999998,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraguay",0.63999999,0.001876,0.00056499999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007979,0,0,0.000098999997,4.4899998,0.079999998,0.75999999,0,0.02,0.07,0,0.0066010002,0,0.003087,0.000014,0.22,0.000132,0.00098899996,0,0,0.13,0,0.0000099999997,0,0,0,0,0,0,0,0.000111,0,0.00078100001,0,0,0,0,0,0,0,0,0,0,0,0,0.44999999,0,0,0,0
"Chile",14.23,0.31999999,0.07,0,0.000363,0.43000001,0,0,0.0099999998,0,0,0,0,0.56999999,0.47999999,4.3600001,0.69999999,0.029999999,0.000174,0,1.23,0,11.54,0,0.64999998,1.09,0,0.92000002,0.31999999,0.77999997,0,0.98162389,0.0099999998,0.0099999998,0,0.07,0.99000001,0,0.000048000002,0.00050600001,0,0,0,0,0.00184,0.000002,0,0.55000001,0.19,0.27000001,0,0,0,0,0,0,0,0,0,0.029999999,0,1.75,0,0,0,0
"Argentina",42.880001,4.6399999,1.02,0.0024000001,0,1.8200001,0,0,0,0,0,0,0,0.07,0.16,3.97,18.469999,0,3.02,2.47,0,1.2,85.970001,0.11,4.3200002,17,0,15.61,3.5,7.8200002,0.11,28.67,1.71,1.29,0.34999999,4.1999998,25.41,0,0.81999999,0.34,0,0,4.1399999,0.050000001,0.039999999,0.13,1.8099999,3.3699999,1.47,0.2,0,0.0030420001,0.029999999,0,0,0,0,0,0,0.25999999,0,9.4099998,0,0,0.050000001,0.0099999998
"Uruguay",6.9699998,0.029999999,0.11,0,0.001213,0.63999999,0,0,0,0,0,0,0,0,0,0,3.48,0,0.2,0,4.2800002,0,8.3900003,0,0.87,2,0,0.98000002,0,0.75999999,0.050000001,4.0300002,0.00047699999,0.029999999,0,0.07,2.45,0,0.0047559999,0.090000004,0,0,2.8900001,0,0.00021699999,0.000035000001,0,0,0.23,0.029999999,0,0,0,0,0,0,0,0,0,0.0099999998,0,1.8200001,0,0,0.00074589998,0
"United Kingdom",392.82999,246.53999,18.92,1.59,4.1399999,36.369999,0.34999999,0.12,0.0099999998,0.34999999,4.0700002,0.090000004,1.79,10.1,0.74000001,21.42,41.43,0,0.25,21.41,232.73,13.26,0,84.389999,104.85,73.650002,0,93.089996,26.59,54.73,16.360001,151.39999,37.34,8.3900003,9.0699997,18.540001,40.919998,0.00053399999,4.27,8.9399996,0.68000001,13.69,77.739998,7.9099998,9.0500002,9.8400002,77.230003,91.040001,41.43,167.25999,0,0.81999999,41.43,33.240002,4.0900002,2.04,0,0,0,27.620001,0,42.959999,0,0.79000002,231.71001,179.53
"Ireland",9.5299997,5.5999999,0.001335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8099999,0,133.45,0,1.67,5.6799998,0,1.28,0.44999999,0.079999998,0,3.0999999,0.49000001,0.0091509996,0,0,0,0,0,0.000077999997,0,0,0,0,0,0,1.59,2.0799999,0.1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8699999,0
"Netherlands",43.490002,4.8299999,0.85000002,0.029999999,0.25,2.52,1.91,0.91000003,0.23999999,0.059999999,0.050000001,0,2.3399999,0.47,0.11,5.0599999,7.0300002,3.8199999,0.17,2.1099999,45.369999,1.62,61.080002,0.23999999,0,67.870003,0,28.15,7.54,3.6700001,0.66000003,187.48,8.6700001,2.26,1.33,9.8599997,8.9200001,0.00038400001,0.55000001,2.6600001,1.01,6.3400002,16.780001,0.47999999,1.59,1.09,6.9699998,11.87,5.8400002,3.1400001,0.039999999,0.02,0.81,0.44999999,1.33,0.56,0,0,0.88,9.6099997,0,5.21,0,0.61000001,0.44999999,0.56999999
"Belgium",42.900002,10.29,0.68000001,0.62,0.029999999,5.4899998,0.039999999,0,0.0099999998,0,0.0018823,0,0.67000002,1.76,0.38,1.0599999,8.6300001,0,0.0099999998,4.7399998,40.549999,3.79,46.919998,0.88999999,61.41,0,0,99.949997,7.3499999,5.5100002,2.01,85.639999,10.98,1.53,1.03,7.3000002,6.96,0,3.79,0.81999999,1.14,3.54,16.41,0.27000001,1.36,1,7.1300001,8.0299997,4.6999998,3.97,0,0,5.3800001,1.49,1.66,0.0031144,0,0,0,1.96,0,2.3,0,0.2,14.65,2.5
"Luxembourg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",134.02,15.85,3.1500001,2.8099999,2.3900001,5.4299998,1.28,0.25,0.67000002,0.73000002,0.13,0.029999999,7.5599999,12.78,3.05,7.7800002,20.01,0.07,0.16,1.5700001,31.639999,3.4200001,100.55,0.36000001,38.369999,89.900002,0,0,32.060001,30.469999,4.0799999,136.23,10.83,6.3600001,4.0999999,14.04,29.620001,0.07,1.15,1.38,0.68000001,15.11,27.84,0.81999999,0.76999998,0.69,7.2600002,19.639999,6.8299999,3.1199999,0,0,15.91,2.6400001,2.01,3.27,0,0,0.02,8.6899996,0,11.93,0,0.07,39.040001,5.02
"Switzerland",24.57,4.98,0.12,0,0,0.02,0,0,0,0,0,0,0,0,0,0,3.3599999,0,0.059999999,0.33000001,17.309999,0,29.42,0.47999999,12.49,16.440001,0,74.580002,0,10.03,0.059999999,125.76,4.8499999,11.62,7.3400002,14.43,37.549999,0,4.3299999,0.89999998,1.5599999,8.4399996,3.3599999,0.12,0.19,0.28999999,0.46000001,4.0100002,1.9400001,3.2,0,0,0.0050582001,0,0.58999997,0,0,0,0,1.71,0,1.87,0,0.02,2.6800001,0.0040866002
"Spain",19.950001,1.4299999,1.1799999,0.050000001,0.2,1.74,0.079999998,0.0099999998,0.17,0.12,0.0099999998,0,0.13,0.76999998,0.66000003,0.02,0.43000001,0,0.0099999998,0.12,2.5,0.31,11.72,0.16,3.4300001,4.3699999,0,9.0299997,2.1600001,0,0.62,13.7,0.77999997,0.2,0,0.72000003,3.29,0,1.36,0.0099999998,1.02,3.0599999,3.05,0.004063,0.079999998,0.1,1.37,4.0900002,1.98,1.4299999,0,0,0,0,0.69,0,0,0,0,0.44,0,0.34999999,0,0,0.50999999,0
"Portugal",8.8800001,0.079999998,0.029999999,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,2.9100001,0,0.0058050002,0,0.5,0.0052211001,20.790001,0,3.24,7.48,0,4.3600001,1.3,3.25,0,12.4,0.41,0.22,0,0.47999999,2.48,0.003024,0.029999999,0.00067400001,0,0,0.0092208004,0.0099999998,0.029999999,0.0099999998,0,0.94,1.71,0.5,0,0,0.18000001,0,0,0,0,0,0,0.2,0,0.38999999,0,0,0.07,0
"Germany",139.2,23.51,1.87,0.25999999,0.69,11.26,5.46,0.82999998,2.79,0.69,3.55,0.079999998,4.23,2.6600001,0.92000002,7.6399999,28.73,1.22,0.38,4.1300001,56.720001,8.5,76.879997,1.02,98.519997,60.080002,0,66.050003,60.450001,37.32,4.9099998,0,20.15,24.629999,23.879999,72.769997,69.040001,0.02,13.43,20.695879,13.91,22.01,78.370003,4.3899999,7.4699998,4.9899998,15.67,50,25.75,37.689999,0.25999999,0.30000001,22.76,3.6199999,25.370001,0.47,0,0,0,45.529999,0,8.21,0,0.82999998,39.18,3.8499999
"Poland",22.82,0.029999999,0,0,0,0.2,0,0,0,0,0,0,1.03,0.07,0.07,0.23,2.6800001,0.0067850002,0.16,0.34,3.22,0.38,16.24,0.050000001,5.54,4.7600002,0,8.6800003,4.1399999,0.62,0.36000001,20.450001,0,6.9099998,0.76999998,6.1199999,6.3499999,0.00018800001,1.15,0.47999999,0.50999999,1.79,3.3299999,0.18000001,0.16,0.039999999,0.17,3.73,1.21,1.65,0.001508,0.0099999998,1.09,0.11,0.14,0,0,0,0,0.76999998,0,0.2,0,0,4.46,0.81999999
