"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Solomon Islands","Fiji","Samoa"
"Senegal",45.48,7.7389998,0,0.0049999999,0.001,19.973,0,9.4510002,0,0,0,0,0,0.052999999,0,0,0,0,0.0020000001,0.66299999,0.003,4.625,0,0,0,0,3.154,0,0.26100001,0.36700001,13.281,0.0080000004,56.487,1.4349999,27.929001,15.40038,0.68962091,354.711,6.1919999,14.928,1.559,0,2.727,2.434,3.3,0.105,1.066,32.744999,0.016000001,0,0.161,1.737,0.003,0.0089999996,1.512,0.41499999,1.823,2.267,19.048,3.5109999,0.003,0,0,0.0040000002,0,0.071000002,0.103,0,0.097000003,0,0.013,29.891001,0.012,0.015,0.18000001,0.0060000001,0.003,0.016000001,5.8260002,77.32,0.91900003,0.0020000001,0,0.003,0.025,0,0.0089999996,0.23,0,0,0,0,0.0080000004,0,0,0,0,0.072999999,0,0,0,0,0.86400002,0,0.001,0,3.2750001,33.816002,0.126,0.0020000001,0,0.017000001,0.35600001,61.514999,0.022,0.0070000002,0.333,0,0.41800001,12.282,0,0.067000002,0.001,0.0020000001,0,0,0,0,19.488001,0,4.0510001,1.024,2.964,11.797,0.25999999,0,14.579,0.016000001,0,0.015,0,0,63.220001,0,0,0.001,0.55199999,0.0089999996,0.107,0.74000001,0.175,0,0.0060000001,0,0,0
"Benin",16.171,0.73699999,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,2.02,0,0,0,1.09,0,34.700001,0.1,21.534,11.01668,0.49332109,75.973,2.3310001,3.8080001,0,0,1.388,0.50700003,2.7119999,0.96200001,0.75599998,19.431,0,0,0.059999999,0.02,0,0,0,2.733,0.88,0.72100002,4.1100001,5.9689999,0,0,0,0,0,0,0,1.982,0,0,0.58200002,5.9289999,0,0.026000001,0.02,0,3.2320001,0.31099999,0.244,7.401,0.44999999,0,0,0,0,0,0.0089999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,2.3900001,0.15000001,1.15,0,0,0,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,25.028999,0,1.673,0,1.8,14.661,25.466,0,0.36300001,0.86000001,0,0.001,0,0,0.079999998,0,0,0,0,0,0.2,0,0.0020000001,0,0,0,0,0
"Mauritania",20.299999,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.050000001,0,13.1,0,22.200001,21.43993,0.96006888,99.199997,3.5999999,27.459999,0,0,0,0,0.1,0,0,9.5,0,0,0,0.28999999,0,0,0,0,0.02,2.3,0.1,0.20999999,0,0,0,0,0,0.52200001,0.024,28.250999,0,0,0,2.1600001,0,0,0,0,0.001,0,0.0089999996,0,0,0,0,0,0,0,0.73400003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0899999,0.059999999,0,0,0,0,0,0,4.2800002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60000002,2.9000001,3.04,0,0.25999999,0,0,0,0,0,0,0,0,0,0,0,3.1600001,0,0,0,0.050000001,0,0,0
"Niger",23.733,2.382,0,0.003,0,0,0,0,0,0,0,0,0,0.0040000002,0,0,0,0,0.001,0,0.13500001,0.94800001,0,0,0,0,12.185,0,0,0.003,0.12,0,14.063,0.31200001,34.939999,8.9014006,0.39860001,231.987,2.2720001,3.6800001,0.026000001,0,0.252,0.068999998,0.20299999,0.16,0.76599997,45.997002,0.0020000001,0,0.039000001,2.4119999,0,0.074000001,0.491,0.113,0.12899999,2.118,0.061999999,1.039,0.037,0,0,0,0,0,1.176,6.1550002,2.75,0.28999999,0,19.679001,0,2.848,0.003,0,0.98400003,1.72,2.378,69.120003,0.0049999999,0.001,0,0,0,0,0.0070000002,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.0060000001,0,0,0,1.118,1.4630001,0.057,3.2980001,0,0,0.146,0,0.80299997,0,0.119,0,0.003,0.0099999998,0,0,0,0.001,0,0,0,0,10.622,0,6.8109999,0,0.852,15.052,3.513,0,2.96,1.262,0,0.0040000002,0,0,0.02,0,0,0.011,0.012,0.23,0,0.0040000002,0.014,0,0,0,0,0
"Ivory Coast",143.49001,16.459999,0,0,0.0020000001,1.37,0,1.8,0,0,0,0,0,0.1,0,0,0,0,0,0,0.13,186.02,0,0,0,0,25.610001,0,0,0,3.6199999,0.48699999,72.589996,4.2399998,96.699997,58.423809,2.616188,1190.4399,21.68,50.98,1.7,0,0,13.81,3.95,1.76,6.77,139.75999,0.17,0,1.85,2.03,0,0,5.9699998,12.9,4.79,14.69,4.9000001,3.54,0,0,0,0,0,0,8.3800001,46.68,0.079999998,0.63999999,0.31,0,0,0.94999999,0.91000003,0,0.64300001,12.66,13.32,58.540001,0.82999998,0.15000001,0,0.94999999,0,0,0.64600003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.039000001,0,7.1700001,20.5,3.54,0,0,45.43,0,15.89,0.14,0,0,0,7.7800002,39.470001,0,0,0,0,0,0,0,0,41.93,0,42.82,0,7.1999998,132.83,1.55,0,51.139999,1.23,8.5959997,0.001,0,0,1.29,0,0,0,0.18000001,4.1300001,0.1,0,3.9400001,0,1.12,0,0,0
"Guinea",34,1.5,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,61.799999,0.16,2.7,11.10282,0.49717849,97.300003,5.8000002,23.219999,0.47999999,0,0,0,3.5,0.039999999,0,19.4,0,0,2.9100001,2.49,0,0,0,0,0.5,6.9000001,5.6799998,0.94,0,0,0,0.30500001,0,3.059,0,1.684,0,0,0.027000001,0,0,0,5.3969998,0,0,0,0.829,0,0,0,0,0,0,0,0.050999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5999999,0.31999999,0,0,0.1,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0
"Burkina Faso",32.313999,2.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93199998,0,0,0,0,0.090000004,0,0,0,0.050000001,0,6.323,0.085000001,13.758,10.19354,0.45646131,140.554,1.723,2.447,0,0,0.91799998,0.085000001,1.0599999,0,0,6.1620002,0,0,0,0,0,0,0.24600001,0.51599997,0,0.1,0.37,0.69599998,0,0,0,0,0,0,2.3570001,2.9630001,0.028000001,0,0.23199999,67.160004,0,0,0.012,0,2.5320001,5.8070002,0.14,1.131,0,0,0,0,0,0,0.017000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,0.0099999998,0,0,0,0,0,0.38299999,0,0,0,0.30000001,0.30000001,0,0,0,0,0,0,0,0,6.9569998,0,3.961,0,0.40200001,13.247,0.24600001,0,5.4899998,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0
"Liberia",121.796,2.119,0,0,0.0049999999,0,0.029999999,0.1,0,0,0,0,0,4.0999999,0,0,0,0,0,0.082000002,0,0,0,0,0,0,4.1399999,0,0,0.0049999999,0.048999999,0.037999999,34.356998,0.205,39.683998,6.6234069,0.29659271,11.103,2.608,3.549,1.46,0,0.086000003,1.446,0.228,0.51300001,0.78399998,4.448,0,0,0.39399999,2.0220001,0.0060000001,0,0.072999999,0.34900001,0.177,6.8099999,6.7729998,7.9530001,0,0,0,0,0,0.030999999,2.145,0.17,0,0,0.0040000002,2.2349999,0.175,0,0,1.153,1.483,0.65899998,0.014,0.112,0,0,0,0.83899999,0.266,0.0070000002,0.025,0.0040000002,0,0,0,0,0,0,0,0.0070000002,0,0.574,0.003,0.001,0,0,0.001,0,0,0,0.44299999,0.54000002,0.029999999,0.011,0,0.0020000001,0.14,0,0,0,0.61699998,0,0.124,143.382,0,0.0020000001,0,0,0,0,0,0,14.232,0,2.6059999,0,1.641,38.355999,1.947,0,4.5040002,0,0,0,0,0,1.3099999,0,0,0,0.17200001,212.16,12.2,0.001,0.63700002,0,0.0099999998,0,0,0
"Sierra Leone",20.9,0.69999999,0,0,0,0,0,0.49000001,0.034000002,0,0,0,0,0,0,0,0,0,0.0070000002,0,0,0,0,0,0,0,1.55,0,0,0,1.04,0,85.5,1.6,16.200001,4.9771271,0.22287311,22.9,13.6,6.1700001,0.25,0,0,0,0.60000002,0,0,9,0,0,0.039999999,0.58999997,0,0,0,0,0.50999999,2.3,0.19,2.1900001,0,0,0,0,0,0.20200001,0,0.722,0,0,0,0,0,0,1.245,0,0.090000004,0,0,0,0,0,0,0,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0,2.484,0,0,0,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0,2.53,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,34.400002,1.91,0,0.07,0,2.4849999,0.0049999999,0,0,15.17,0,0,0,0.050000001,0,0.02,0,0.56,0,0.029999999,0,0,0
"Ghana",136.69901,11.013,0,0,0,0,33.812,0.018999999,0,0,0,0,0,0.148,0,0,0,0,0,0,0.237,0,0,0,0,0.056000002,6.0799999,0,0.65499997,0.001,1.743,1.219,246.487,0.91500002,31.863001,12.57682,0.56318319,34.577,13.044,4.8369999,0.155,0,0.93900001,2.299,3.0610001,1.304,2.1619999,26.915001,0.0040000002,0,10.138,0.38699999,0,2.8469999,5.2550001,0.56900001,1.383,6.6550002,12.308,4.427,0,0,0,0,0,0.221,0.0089999996,0.207,0.092,0.001,0.192,8.8970003,0.027000001,1.648,1.17,0.15700001,0,10.247,0.003,229.183,0,0,0,0.094999999,0.0060000001,0.014,0.86000001,0.025,0,0,0,0,0.039999999,0,0,0.018999999,0.36300001,0.011,0,0,1.8609999,0.0099999998,0,0,0.001,0,0.0080000004,5.4990001,0.0099999998,31.593,0.041000001,0.0049999999,0.21699999,0,0.021,0.0060000001,0,0,2.0209999,0,0,0.0020000001,0,0,0,0,0,0,17.646999,0,3.615,1.78,8.5790005,42.389999,7.086,0,3.484,1.5599999,0,0.0070000002,0,0,0.77100003,0,0,0,4.8130002,3.75,0.0049999999,0.001,7.8239999,0,0.20900001,0,0,0
"Togo",19.469,3.602,0,0,0,1.64,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,10.883,0,0,0,0,7.8699999,0,0,0,0,0,42.789001,0.032000002,49.678001,9.1789703,0.41102949,138.38499,14.355,8.1949997,0.41,0,0,1.383,9.4200001,0.71899998,0.63099998,11.741,0,0,0.039999999,0.059999999,0,0,0,3.3369999,0.81599998,0.58399999,0.15000001,16.579,0,0,0,0,0,0,0.0049999999,4.3449998,1.145,0,1.118,4.9720001,0,2.7,0.417,0,2.8559999,0,0.15800001,87.653,0.249,0,0,0.31900001,1.471,0,0.014,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.495,0.0070000002,0.024,0,0,0,0,0,0,0,0,0,0.2,13.797,0,0,0,0,0,0,0,0,12.767,0,2.1170001,0,4.0999999,21.406,0.20999999,0,4.5549998,0.51999998,0,0,0,0,0.79000002,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0
"Cameroon",61.209999,3.273,0,0,0.013,0.041000001,0,15.016,0,0,0,0,0,0,0,0,0,0,0.037999999,2.5829999,0.0060000001,0.289,0,0,0,0.023,4.072,0,0.014,0,0.59100002,0.050999999,43.602001,6.0190001,51.916,36.380878,1.629117,612.54199,20.385,30.02,2.697,0,5.4450002,2.743,3.444,0.248,1.01,76.119003,0.024,0,0.315,1.355,0,0.014,0.90700001,7.3400002,1.478,7.8649998,1.501,8.5570002,0.117,0,0,0.023,0.001,0.0020000001,0,1.87,0.041999999,0,0.018999999,4.994,19.958,0,0.013,0,0.018999999,29.415001,0,4.7989998,58.227001,0.54299998,10.065,3.388,0.213,0,0.054000001,0.075000003,0.046999998,0,0.035999998,0,0.0099999998,0,0.061000001,30.816999,0,0.32800001,0,0,0,0,0.0049999999,0,0.018999999,0,3.3559999,0.13699999,0.035999998,0.024,0,0.0060000001,1.467,0,0.048999999,0.0049999999,0.066,0,3.148,0.31200001,0,0,0,0,0,0,0,0,29.716,0,20.868999,0.064000003,1.55,84.406998,1.219,0,10.199,2.3399999,0,19.621,0,0,0.23100001,0,0,0.22,4.5560002,5.3200002,0.33000001,0.057,0.101,0,0.044,0,0,0
"Nigeria",1149.5,87.300003,0,0,0,0,0.037999999,4.0799999,0,0,0,0,0,0.80000001,0,0,0,0,0,0.018999999,0.090000004,15.6,0,0,0,1.23,271.51001,0,0,0,17.530001,15.118,2798.8999,76.519997,933.5,574.18817,25.711849,1347.9,316.39999,271.47,12.41,0,0,35.09,172.5,49.380001,17.826,683.40002,0.090000004,0,106.43,44.889999,5.9650002,0,42.349998,0,28.76,119.8,190.39,88.489998,62.026001,0,0,0,0,0.56800002,0.317,6.783,2.2219999,0,65.835999,35.099998,0,0,0.71399999,0,0.73299998,34.176998,4.777,0,0.059,0.068999998,0,0.46336889,0,0,4.5440001,0.183,0,0,0,0,0.0020000001,0,0,0,0,0,0,0,0,0,0,0,0.022,0,9.6599998,0,1.48,0,0,0,0.36000001,0,0.31999999,0,0,0.0099999998,44.299999,0.30000001,0,0,0,0,0,0.60000002,0,0,51.900002,0,0,0,124.6,1500.9,68.18,0,2.04,1.87,0.42199999,0.111,0,0,72.75,0,0,0,20.93,273.89999,2.53,2.7,4.54,0,10.41,0,0,0
"Gabon",62.667999,2.4200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097000003,0.74199998,0,0,0,1.726,0.096000001,20.002001,0.51800001,20.893999,12.89267,0.57732707,393.168,3.214,9.5170002,0.44499999,0,0,0,0.31400001,0.189,0.249,24.011999,0,0,0.36700001,0.36700001,0,0,0.63200003,0.059,2.5190001,1.79,1.327,0.51300001,0,0,0,0,0,0.001,0,3.9460001,0.001,0,0,13.639,0,0,0,0,0,0.052999999,26.872999,0,0,0,0,0.161,0.69999999,0,0.016000001,0,0,0,0,0,0,0,0,0,0.233,0.699,0.138,0,0,0,0,0,0.0040000002,0,2.846,0.014,0.039999999,0,0,0,0.012,0,0,0,0,0,0.58200002,0,0,0,0,0,0,0,0,0,3.6229999,0,0,0.032000002,1.24,24.233999,0.56999999,0,0.141,0,0,0,0,0,0.104,0,0,0,0.34200001,1.28,0.242,0,0,0,0,0,0,0
"Central African Republic",2.8340001,0.0070000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017999999,0,0,0,0,0.46000001,0,0,0,0,0,2.267,0.02,2.9530001,1.2729959,0.057004102,48.880001,1.4,1.882,0.074000001,0,0,0,0,0,0,1.768,0,0,0.23999999,0.001,0,0,0,0,0,0.1,0.49000001,0.016000001,0,0,0,0,0,0.0040000002,0,0.287,0,0,0,0.0080000004,0,0,0,0,0,0.0020000001,16.059,1.17,0,0,0.266,0,2.1900001,0,0.044,0,0,0,0,0,0,0,0,0.178,0,0,0.51200002,0,0,0,0,0,0,0,0.003,0.016000001,0.0099999998,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0.041999999,0,0,0,0.1,5.9380002,0.12,0,0.050000001,3.9100001,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0
"Chad",1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0.60000002,0.5742839,0.0257161,11.6,0,0.34999999,0,0,0,0,0,0,0,0.40000001,0,0,0,0,0,0,0,0,0,0,0.079999998,0.079999998,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,11.558,0,0,0.50999999,0,0.38811287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099999998,0,1.4400001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo",18.50399,0.33178917,0,0.26221284,0.001,0,0,0,0,0,0,0,0,0.0014199251,0,0,0,0,0,0.025085343,0.036918052,17,0,0.0033131586,0,0.00094661675,16.968105,0,0.023,0,0.42029783,0,9.0747414,0.35640121,8.777977,8.4706879,0.3793129,199.2117,1.8530023,8.2142668,0.4576892,0,0.84722197,0.039284594,0.74120092,0.1637647,0.14435905,17.433367,0.00047330838,0,0.10128799,0.0089928592,0,0,0.63186669,4.3662696,0.040704519,0.39521247,4.5944042,0.49602717,0.00047330838,0,0,0,0.33036923,0,0.35782114,3.7187839,0.40704519,0,0.11974702,1.9320447,0,0,0.029818427,0,0.0020000001,0.061999999,1.678,0.22955456,29.207001,0,0.011832709,0,5.6423092,0,0.0094661675,0,0.059636854,0,0,0.022718802,0,2.8602026,0.34835497,1.3740141,0,0.17086431,1.5311526,0,7.2652836,0.020825569,0.026978577,0,0.055,0,1.8156109,0.041177828,0.046384219,0,0,0.0033131586,0.010886093,0.0023665419,0.02319211,0.00047330838,0.030291736,0,0.19452974,2.068831,0,0,0,0,0,0,0,0.1244801,3.9289327,0,8.0954666,0.17938387,0.26741922,13.285293,0.23902072,0,1.5950491,0.23002787,0,0.0028398503,0.0042597754,0,0.081409037,0,0,0,0.058216929,0.22529478,0.027925193,0.030291736,0,0,0,0,0,0
"Democratic Republic of the Congo",110.1,0.60000002,0,0,0,0,0.0060000001,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.029999999,0,0,0,0,0,12,0,0,0,0.1,0,37.700001,0.63,8.3000002,265.41489,11.88514,24.4,96.599998,2.8,1.9,0,0,0,3.3,0.30000001,0.1,9.8000002,0,0,0.090000004,3,0,0.60000002,0.1,0,0.029999999,0.40000001,0.2,0.30000001,73.699997,0,0,0,0,0,0,0.1,0,0,0.21799999,0,0,0,0.185,0,0.028999999,0.014,0.17,0,0,0,0,0.60000002,0,0,0.89999998,0.30000001,0.40000001,0.1,0,0,0,0,0,8.6000004,4.4000001,0.1,42.200001,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,14,0.30000001,0,0.30000001,0,0,0,0,0,0.07,0,0,0,0.1,0,1.63,0,0.02,0,0,0,0,0
"Uganda",5.8460002,0.030999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0,0.14,0,0,0,0,0,53.778,1.11,10.934,5.1781259,0.2318738,5.8520002,2.964,0.16599999,0.0089999996,0,0,0,0.15000001,0.015,0,7.303,0.23999999,0,0.052000001,0.161,0.0020000001,0,0,0,0.20200001,0.926,0.25099999,1.0190001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0.001,0,0,0.56599998,0,0,0,0,0,0,63.790001,2.2390001,0.074000001,0.003,0.156,0,0.764,0,0,0.101,0,0.114,0,0,0,0.023,0,0,0.027000001,0,0,0.017000001,0,0.0080000004,0.0049999999,0.178,0.105,0,0.082999997,0,0,0,0,0.017999999,0,0,0,0,1.75,0.1,0,0,0,0,0.5,0,1.1,8.3859997,25.358999,0,0.017000001,1.249,0,0.037999999,0,0,3.0380001,0,0,0,0.0070000002,0.347,0,0.085000001,0.36199999,0,0.001,0,0,0
"Kenya",164.319,13.791,0,0,0,0,0.024,0.104,0,0,0,0,0,0.0049999999,0,0,0,0,0,0,0.02,0,0,0,0,0,2.451,0,0,0,0.075999998,0,437.63901,1.823,61.667,40.936871,1.833132,88.110001,33.021999,9.559,0.45699999,0,0.80199999,2.464,16.747999,1.064,6.3979998,101.567,0,0,1.678,2.675,0.154,0.085000001,2.948,2.3659999,2.776,36.132,3.7739999,12.146,0.0040000002,0,0,0,0.003,0.0060000001,0.014,0.0070000002,0,0,0,0.98000002,0,0,0.011,0.001,0.016000001,0.0020000001,0.0040000002,0.015,0,0,0,0,0.42199999,3.25,0,0.83399999,0.30899999,7.0710001,0.119,0.011,6.8080001,0,50.985001,4.0929999,1.0190001,1.492,0.0020000001,0.015,0.35600001,0.69700003,0.0099999998,0,0.37,0.027000001,0.001,0.001,0.028000001,0,0.021,55.463001,0.271,0.044,0.34799999,0,0.014,0.001,19.048,453.19299,1.5650001,5.8959999,78.612999,14.897,118.552,66.890999,0.0020000001,0,19.385,0,16.483999,0.126,7.2129998,238.29201,35.056,0,0.85500002,3.605,0,1.27,0,0,2.3959999,0,0,0,16.832001,16.82,0.16500001,12.255,16.524,0,3.0120001,0,0.011,0
"Tanzania",75.717003,10.876,0,0,0,0,0,0.36000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.348,0,0,0,0,0,199.821,0.19400001,82.629997,41.807869,1.872134,28.799999,9.4040003,1.3940001,0.090000004,0,10.601,5.4169998,2.27,7.4029999,0.086000003,60.174999,0.66000003,0,8.2950001,0.898,0.0070000002,5.2140002,5.7150002,0.949,2.438,35.375999,9.8439999,25.518999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0.125,0,0,0,0,1.184,0.097000003,9.6359997,0,0.223,0.0080000004,0.19400001,0,0.017999999,0,2.651,4.1069999,0,0.15800001,0,0,0,0,0,0,0.012,0.27900001,0,0,0,0,0.026000001,0.061000001,0.123,79.519997,1.183,0,2.7349999,2.4560001,9.9820004,2.7809999,0,27.389,5.605,37.925999,0,83.5,0,0,11.644,0,0.48800001,0.15800001,0.184,108.143,35.801998,0,1.169,4.882,0,0.66000003,0,0,9.2989998,0,0,0,1.482,6.7540002,0.38,0.029999999,7.085,0.0020000001,0.39500001,0,0,0
"Burundi",7.6599998,0.37799999,0,0.086999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21699999,0,0,0,0,0,4.5900002,0.023,5.757,24.416639,1.093364,13.011,0.86000001,0.98199999,0.11,0,0.197,0.044,0.22,0.162,0.37400001,4.0029998,0,0.001,0.168,0.40200001,0.028000001,0.001,0.47400001,0.60000002,0.0040000002,0.36399999,0.046999998,0.52399999,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.0099999998,0.003,0,0,0,0.001,1.649,0,11.341,6.3979998,0,0.229,0,0,0,0,0,6.6789999,0.95599997,0.93699998,0,0,0,0,0,0,0,0,0.011,0,0,0,0,32.702,0,0,0.122,0,0,0,0.35299999,0.044,0.061000001,0.037,0,0,0,0.071000002,0.046999998,0,5.961,0,0.32300001,0.017000001,0.003,12.577,0.13,0,0.061999999,0.50400001,0,0,0,0,0.001,0,0,0.001,0.18000001,0.088,0,0,0,0,0,0,0,0
"Rwanda",10.972,0.73400003,0,0,0,0,0.0040000002,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.101,0,0,0,0,0.001,0.667,0,0,0,0.51800001,0,5.9720001,0.013,6.7309999,36.735031,1.6449749,23.351,1.2309999,0.764,0.164,0,0,0.082000002,0.15700001,0.79000002,0.32600001,10.214,0,0,0.25600001,0.064000003,0,0,0.156,1.7,0.035,0.90799999,0.086000003,2.8050001,0,0,0,0,0,0,0,0.001,0.001,0,0,0.064000003,0,0.0020000001,0,0,0,0,0.018999999,0,0,0,0,0,1.671,1.793,26.117001,2.974,1.325,0,0,0,0,0,0,0.32699999,0,0,0,0,0,0,0,0,0.0040000002,0,0,0,0,0.0020000001,0,21.179001,0,0,0,0.003,0.0020000001,0,0.30000001,1.115,0.161,1.442,0,0,0,0,0,0.003,21.344,0,0,0.25600001,1.393,29.496,0.88599998,0,0.050999999,0,0,0.0070000002,0,0,0.59200001,0,0,0,0.35600001,0,0,0,0.054000001,0,0,0,0,0
"Somalia",32.035,9.9519997,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.421,0.017000001,6.427,0.4977127,0.0222873,25.983,1.207,0.001,0.090000004,0,0.016000001,0,0.023,0,0.012,120.222,0.0040000002,0,4.3520002,0.20299999,0,1.658,2.5220001,0.035,0.07,2.0539999,0.039999999,1.4529999,0,0,0,0,0,0,0,0.0040000002,0,0,0,0.0070000002,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0.003,0.011,13.743,1.243,0,0,0,15.22,6.9489999,0.001,0.024,0.030999999,0,0,0,0,0,0,0,0,0,0.003,0,0.001,0,0,0.086999997,0.46399999,0.083999999,0,0.050999999,0,0.001,0.0060000001,0,19.096001,0.14300001,1.131,0.31099999,0,0,7.395,0.0089999996,0,7.46,0,0.0040000002,0.0020000001,0.25099999,4.5910001,6.5869999,0,3.1960001,0.40000001,0,0.064000003,0,0,3.0650001,0,0,0,0.050000001,2.95,0.23,0.0040000002,0.048999999,0,0.0080000004,0,0,0
"Djibouti",11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,15.5,0.20999999,7.3000002,2.679991,0.1200086,50.200001,0.30000001,0.81999999,0,0,0,0,0.30000001,0,0,19.5,0.029999999,0,0.22,2.0999999,2.7750001,0,0,0,0.17,0.1,0.22,2.1700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.302,0,0,0,1.0549999,0,48.470001,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0.02,0,0,0,0,0,0.0099999998,0,0,0,0,0.5,0.417,0,0,9.6800003,0,0,0,0,0,0,0,0,2.5,23.9,0,0,3.1600001,0,0,0.028000001,0,0,4.1500001,0,0,0,0,0,0.079999998,0,0.0099999998,0,0,0,0,0
